Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,23.016,ATL,,SEA,L 25-38,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,16%,19,66%,
2,2020,2020-09-20,2,2,23.023,ATL,@,DAL,L 39-40,,0,0,0.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,46,56%,22,59%,
3,2020,2020-09-27,3,3,23.030,ATL,,CHI,L 26-30,*,0,0,0.0,6,2,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0%,72,88%,0,0%,
4,2020,2020-10-05,4,4,23.038,ATL,@,GNB,L 16-30,*,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,51%,11,48%,
5,2020,2020-10-11,5,5,23.044,ATL,,CAR,L 16-23,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,15%,14,54%,
6,2020,2020-10-18,6,6,23.051,ATL,@,MIN,W 40-23,*,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,18,32%,9,31%,
7,2020,2020-10-25,7,7,23.058,ATL,,DET,L 22-23,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,25,41%,8,35%,
8,2020,2020-10-29,8,8,23.062,ATL,@,CAR,W 25-17,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,8,15%,7,29%,
9,2020,2020-11-08,9,9,23.072,ATL,,DEN,W 34-27,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,11,15%,19,54%,
10,2020,2020-11-22,10,11,23.086,ATL,@,NOR,L 9-24,*,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,22,33%,10,37%,
11,2020,2020-11-29,11,12,23.093,ATL,,LVR,W 43-6,*,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,27,43%,8,24%,
12,2020,2020-12-06,12,13,23.100,ATL,,NOR,L 16-21,*,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,45%,13,50%,
13,2020,2020-12-13,13,14,23.107,ATL,@,LAC,L 17-20,,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18,25%,11,52%,
14,2020,2020-12-20,14,15,23.114,ATL,,TAM,L 27-31,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,22,32%,13,39%,
15,2020,2020-12-27,15,16,23.121,ATL,@,KAN,L 14-17,,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,13,19%,11,50%,
16,2020,2021-01-03,16,17,23.128,ATL,@,TAM,L 27-44,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,24%,14,50%,
17,2021,2021-09-12,1,1,24.015,ATL,,PHI,L 6-32,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,4,6%,24,92%,
18,2021,2021-09-19,2,2,24.022,ATL,@,TAM,L 25-48,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0%,5,8%,27,90%,
19,2021,2021-09-26,3,3,24.029,ATL,@,NYG,W 17-14,,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,5,7%,15,65%,
20,2021,2021-10-03,4,4,24.036,ATL,,WAS,L 30-34,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,4,6%,21,78%,
21,2021,2021-10-10,5,5,24.043,ATL,,NYJ,W 27-20,,0,0,,,,,,,,,,,,,,,,,0,0%,0,0%,15,63%,
22,2021,2021-10-24,6,7,24.057,ATL,@,MIA,W 30-28,,0,0,,,,,,,,,,,,,,,,,0,0%,4,5%,16,57%,
23,2021,2021-10-31,7,8,24.064,ATL,,CAR,L 13-19,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,4,5%,21,81%,
24,2021,2021-11-07,8,9,24.071,ATL,@,NOR,W 27-25,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,8,11%,22,81%,
25,2021,2021-11-14,9,10,24.078,ATL,@,DAL,L 3-43,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,23,30%,24,96%,
26,2021,2021-11-18,10,11,24.082,ATL,,NWE,L 0-25,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,6,9%,22,92%,
27,2021,2021-11-28,11,12,24.092,ATL,@,JAX,W 21-14,*,0,0,0.0,6,6,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,72,99%,5,23%,
28,2021,2021-12-05,12,13,24.099,ATL,,TAM,L 17-30,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,6,9%,18,69%,
29,2021,2021-12-12,13,14,24.106,ATL,@,CAR,W 29-21,,1,6,0.0,0,0,0,0,0,1,66,1,1,0,0,0,0,0,0,0,0%,5,8%,15,65%,
30,2021,2021-12-19,14,15,24.113,ATL,@,SFO,L 13-31,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,8,14%,21,88%,
31,2021,2021-12-26,15,16,24.120,ATL,,DET,W 20-16,,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,15%,15,65%,
32,2021,2022-01-02,16,17,24.127,ATL,@,BUF,L 15-29,*,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,11,14%,13,69%,
33,2021,2022-01-09,17,18,24.134,ATL,,NOR,L 20-30,,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18,25%,16,59%,
34,2022,2022-09-11,1,1,25.014,ATL,,NOR,L 26-27,*,0,0,1.0,4,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,61,100%,0,0%,
35,2022,2022-09-18,2,2,25.021,ATL,@,LAR,L 27-31,*,0,0,0.0,5,2,7,0,0,1,21,0,1,0,0,0,0,0,0,0,0%,62,98%,0,0%,
36,2022,2022-09-25,3,3,25.028,ATL,@,SEA,W 27-23,*,0,0,0.0,8,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,71,100%,0,0%,
37,2022,2022-10-02,4,4,25.035,ATL,,CLE,W 23-20,*,0,0,0.0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,73,100%,0,0%,
38,2022,2022-10-09,5,5,25.042,ATL,@,TAM,L 15-21,*,0,0,0.0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,57%,0,0%,
39,2022,2022-10-16,6,6,,ATL,,SFO,W 28-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
