Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2018,2018-09-09,1,1,21.091,DAL,@,CAR,L 8-16,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,28%,1,5%,
2,2018,2018-09-16,2,2,21.098,DAL,,NYG,W 20-13,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,27,40%,1,4%,
3,2018,2018-09-23,3,3,21.105,DAL,@,SEA,L 13-24,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,28%,0,0%,
4,2018,2018-09-30,4,4,21.112,DAL,,DET,W 26-24,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,14,26%,0,0%,
5,2018,2018-10-07,5,5,21.119,DAL,@,HOU,L 16-19,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,36%,1,3%,
6,2018,2018-10-14,6,6,21.126,DAL,,JAX,W 40-7,*,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,21,44%,2,6%,
7,2018,2018-10-21,7,7,21.133,DAL,@,WAS,L 17-20,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,8,13%,8,29%,
8,2018,2018-11-05,8,9,21.148,DAL,,TEN,L 14-28,,0,0,0.5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,29,41%,4,20%,
9,2018,2018-11-11,9,10,21.154,DAL,@,PHI,W 27-20,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,9,15%,6,21%,
10,2018,2018-11-18,10,11,21.161,DAL,@,ATL,W 22-19,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,13,23%,5,19%,
11,2018,2018-11-22,11,12,21.165,DAL,,WAS,W 31-23,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,14,22%,11,35%,
