Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2018,2018-09-09,1,1,21.105,WAS,@,ARI,W 24-6,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,57%,0,0%,
2,2018,2018-09-16,2,2,21.112,WAS,,IND,L 9-21,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,39,64%,3,12%,
3,2018,2018-09-23,3,3,21.119,WAS,,GNB,W 31-17,*,,0,0,1.0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,64,93%,4,14%,
4,2018,2018-10-08,4,5,21.134,WAS,@,NOR,L 19-43,*,,0,0,1.0,3,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0%,51,77%,6,24%,
5,2018,2018-10-14,5,6,21.140,WAS,,CAR,W 23-17,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,78%,2,8%,
6,2018,2018-10-21,6,7,21.147,WAS,,DAL,W 20-17,*,,0,0,0.0,1,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,54,82%,4,14%,
7,2018,2018-10-28,7,8,21.154,WAS,@,NYG,W 20-13,*,,0,0,1.0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,52,74%,3,10%,
8,2018,2018-11-04,8,9,21.161,WAS,,ATL,L 14-38,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,81%,6,24%,
9,2018,2018-11-11,9,10,21.168,WAS,@,TAM,W 16-3,*,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,42,61%,2,10%,
10,2018,2018-11-18,10,11,21.175,WAS,,HOU,L 21-23,*,,0,0,0.0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,78%,7,26%,
11,2018,2018-11-22,11,12,21.179,WAS,@,DAL,L 23-31,*,,0,0,1.0,3,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,57,81%,5,16%,
12,2018,2018-12-03,12,13,21.190,WAS,@,PHI,L 13-28,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,87%,5,20%,
13,2018,2018-12-09,13,14,21.196,WAS,,NYG,L 16-40,*,,0,0,1.0,3,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,55,86%,7,23%,
14,2018,2018-12-16,14,15,21.203,WAS,@,JAX,W 16-13,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,0%,36,69%,3,12%,
15,2018,2018-12-22,15,16,21.209,WAS,@,TEN,L 16-25,*,,0,0,0.0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0%,43,77%,4,17%,
16,2018,2018-12-30,16,17,21.217,WAS,,PHI,L 0-24,*,,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,80%,4,21%,
17,2019,2019-09-08,1,1,22.104,WAS,@,PHI,L 27-32,*,,0,0,0.0,2,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,58,78%,5,17%,
18,2019,2019-09-15,2,2,22.111,WAS,,DAL,L 21-31,*,,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,91%,4,17%,
19,2019,2019-09-23,3,3,22.119,WAS,,CHI,L 15-31,*,,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,95%,7,33%,
20,2019,2019-09-29,4,4,22.125,WAS,@,NYG,L 3-24,*,,0,0,0.0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,56%,3,15%,
21,2019,2019-10-06,5,5,22.132,WAS,,NWE,L 7-33,*,,0,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,53,69%,0,0%,
22,2019,2019-10-13,6,6,22.139,WAS,@,MIA,W 17-16,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,69%,0,0%,
23,2019,2019-10-20,7,7,22.146,WAS,,SFO,L 0-9,*,,0,0,0.0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,84%,0,0%,
24,2019,2019-10-24,8,8,22.150,WAS,@,MIN,L 9-19,*,,0,0,0.0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,61,85%,0,0%,
25,2019,2019-11-03,9,9,22.160,WAS,@,BUF,L 9-24,,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,73%,0,0%,
26,2019,2019-11-17,10,11,22.174,WAS,,NYJ,L 17-34,,,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,32,46%,0,0%,
27,2019,2019-11-24,,12,,WAS,,DET,W 19-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2019,2019-12-01,12,13,22.188,WAS,@,CAR,W 29-21,,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,52%,0,0%,
29,2019,2019-12-08,13,14,22.195,WAS,@,GNB,L 15-20,*,,0,0,1.0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,42,70%,0,0%,
30,2019,2019-12-15,14,15,22.202,WAS,,PHI,L 27-37,,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,52,68%,0,0%,
31,2019,2019-12-22,15,16,22.209,WAS,,NYG,L 35-41,,,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,54,77%,0,0%,
