Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2014,2014-09-08,,1,,DET,,NYG,W 35-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2014,2014-09-14,2,2,23.058,DET,@,CAR,L 7-24,,0.0,,,,,,17,24%,0,0%,3,12%,
3,2014,2014-09-21,3,3,23.065,DET,,GNB,W 19-7,,0.0,,,,,,40,53%,0,0%,4,20%,
4,2014,2014-09-28,4,4,23.072,DET,@,NYJ,W 24-17,,0.0,,,,,,16,25%,0,0%,5,17%,
5,2014,2014-10-05,5,5,23.079,DET,,BUF,L 14-17,,0.0,,,,,,0,0%,0,0%,5,16%,
6,2014,2014-10-12,6,6,23.086,DET,@,MIN,W 17-3,,0.0,,,,,,0,0%,0,0%,5,19%,
7,2014,2014-10-19,7,7,23.093,DET,,NOR,W 24-23,,0.0,,,,,,0,0%,0,0%,4,14%,
8,2014,2014-10-26,8,8,23.100,DET,@,ATL,W 22-21,,0.0,,,,0,0,29,39%,0,0%,4,17%,
9,2014,2014-11-09,9,10,23.114,DET,,MIA,W 20-16,,0.0,,,,,,22,33%,0,0%,5,17%,
10,2014,2014-11-16,10,11,23.121,DET,@,ARI,L 6-14,,0.0,,,,,,15,27%,0,0%,2,10%,
11,2014,2014-11-23,11,12,23.128,DET,@,NWE,L 9-34,,0.0,,,,,,79,99%,0,0%,4,13%,
12,2014,2014-11-27,12,13,23.132,DET,,CHI,W 34-17,*,0.0,,,,,,73,100%,0,0%,6,21%,
13,2014,2014-12-07,13,14,23.142,DET,,TAM,W 34-17,,0.0,,,,,,3,4%,0,0%,7,23%,
14,2014,2014-12-14,14,15,23.149,DET,,MIN,W 16-14,,0.0,,,,,,13,25%,0,0%,4,17%,
15,2014,2014-12-21,15,16,23.156,DET,@,CHI,W 20-14,*,0.0,,,,,,72,100%,0,0%,5,22%,
16,2014,2014-12-28,16,17,23.163,DET,@,GNB,L 20-30,*,0.0,0,0,0,0,0,69,100%,0,0%,2,8%,
17,2015,2015-09-13,1,1,24.057,DET,@,SDG,L 28-33,*,0.0,0,0,0,,,47,100%,0,0%,4,14%,
18,2015,2015-09-20,2,2,24.064,DET,@,MIN,L 16-26,*,0.0,0,0,0,,,78,100%,0,0%,2,8%,
19,2015,2015-09-27,3,3,24.071,DET,,DEN,L 12-24,*,0.0,0,0,0,,,10,14%,0,0%,1,4%,
20,2015,2015-10-05,4,4,24.079,DET,@,SEA,L 10-13,,0.0,0,0,0,,,7,12%,0,0%,2,8%,
21,2015,2015-10-11,5,5,24.085,DET,,ARI,L 17-42,,0.0,0,0,0,,,56,59%,0,0%,3,10%,
22,2015,2015-10-18,6,6,24.092,DET,,CHI,W 37-34,,0.0,0,0,0,,,30,37%,0,0%,7,18%,
