Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,RetYds,Net,NY/P,TB,TB%,In20,In20%,Blck,Num,Pct,Num,Pct,Num,Pct,Status
101,2020,2020-10-11,5,5,30.176,WAS,,LAR,L 10-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,10,511,51.10,31,460,46.0,1,10.0%,1,10.0%,0,0,0%,0,0%,12,39%,
102,2020,2020-10-18,6,6,30.183,WAS,@,NYG,L 19-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,55,55.00,0,55,55.0,0,0.0%,0,0.0%,0,0,0%,0,0%,6,27%,
103,2020,2020-10-25,7,7,30.190,WAS,,DAL,W 25-3,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,76,38.00,0,76,38.0,0,0.0%,2,100.0%,0,0,0%,0,0%,6,30%,
104,2020,2020-11-08,8,9,30.204,WAS,,NYG,L 20-23,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,110,55.00,6,104,52.0,0,0.0%,0,0.0%,0,0,0%,0,0%,6,23%,
105,2020,2020-11-15,9,10,30.211,WAS,@,DET,L 27-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,77,38.50,6,71,35.5,0,0.0%,1,50.0%,0,0,0%,0,0%,8,26%,
106,2020,2020-11-22,10,11,30.218,WAS,,CIN,W 20-9,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,252,50.40,19,233,46.6,0,0.0%,3,60.0%,0,0,0%,0,0%,10,37%,
107,2020,2020-11-26,11,12,30.222,WAS,@,DAL,W 41-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,117,58.50,9,108,54.0,0,0.0%,1,50.0%,0,0,0%,0,0%,9,31%,
108,2020,2020-12-07,12,13,30.233,WAS,@,PIT,W 23-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,7,322,46.00,28,294,42.0,0,0.0%,4,57.1%,0,0,0%,0,0%,13,41%,
109,2020,2020-12-13,13,14,30.239,WAS,@,SFO,W 23-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,1,0,1,0,0,0,0,0,0,0,0,8,398,49.75,15,383,47.9,0,0.0%,1,12.5%,0,0,0%,0,0%,14,42%,
110,2020,2020-12-20,14,15,30.246,WAS,,SEA,L 15-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,182,45.50,19,163,40.8,0,0.0%,0,0.0%,0,0,0%,0,0%,7,29%,
111,2020,2020-12-27,15,16,30.253,WAS,,CAR,L 13-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,154,51.33,0,134,44.7,1,33.3%,0,0.0%,0,0,0%,0,0%,6,27%,
112,2020,2021-01-03,16,17,30.260,WAS,@,PHI,W 20-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,261,43.50,18,243,40.5,0,0.0%,1,16.7%,0,0,0%,0,0%,10,40%,
113,2021,2021-09-12,1,1,31.147,WAS,,LAC,L 16-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,138,46.00,3,135,45.0,0,0.0%,2,66.7%,0,0,0%,0,0%,8,35%,
114,2021,2021-09-16,2,2,31.151,WAS,,NYG,W 30-29,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,200,50.00,8,192,48.0,0,0.0%,0,0.0%,0,0,0%,0,0%,11,31%,
115,2021,2021-09-26,3,3,31.161,WAS,@,BUF,L 21-43,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,235,47.00,26,189,37.8,1,20.0%,1,20.0%,0,0,0%,0,0%,8,28%,
116,2021,2021-10-03,4,4,31.168,WAS,@,ATL,W 34-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,84,42.00,6,78,39.0,0,0.0%,1,50.0%,0,0,0%,0,0%,6,22%,
117,2021,2021-10-10,5,5,31.175,WAS,,NOR,L 22-33,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,154,51.33,29,125,41.7,0,0.0%,0,0.0%,0,0,0%,0,0%,8,28%,
118,2021,2021-10-17,6,6,31.182,WAS,,KAN,L 13-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,2,0,2,0,0,0,0,0,0,0,0,4,232,58.00,56,176,44.0,0,0.0%,2,50.0%,0,0,0%,0,0%,8,32%,
119,2021,2021-10-24,7,7,31.189,WAS,@,GNB,L 10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,3,16%,
120,2021,2021-10-31,8,8,31.196,WAS,@,DEN,L 10-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,66,66.00,15,51,51.0,0,0.0%,0,0.0%,0,0,0%,0,0%,5,26%,
121,2021,2021-11-14,9,10,31.210,WAS,,TAM,W 29-19,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,89,44.50,14,75,37.5,0,0.0%,0,0.0%,0,0,0%,0,0%,7,28%,
122,2021,2021-11-21,10,11,31.217,WAS,@,CAR,W 27-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,139,46.33,10,129,43.0,0,0.0%,1,33.3%,0,0,0%,0,0%,8,31%,
123,2021,2021-11-29,11,12,31.225,WAS,,SEA,W 17-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,218,43.60,0,218,43.6,0,0.0%,3,60.0%,0,0,0%,0,0%,9,38%,
124,2021,2021-12-05,12,13,31.231,WAS,@,LVR,W 17-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,197,49.25,6,171,42.8,1,25.0%,3,75.0%,0,0,0%,0,0%,7,30%,
125,2021,2021-12-12,13,14,31.238,WAS,,DAL,L 20-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,7,356,50.86,5,331,47.3,1,14.3%,3,42.9%,0,0,0%,0,0%,8,27%,
126,2021,2021-12-21,14,15,31.247,WAS,@,PHI,L 17-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,240,48.00,22,218,43.6,0,0.0%,1,20.0%,0,0,0%,0,0%,8,32%,
127,2021,2021-12-26,15,16,31.252,WAS,@,DAL,L 14-56,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,308,51.33,21,267,44.5,1,16.7%,3,50.0%,0,0,0%,0,0%,9,27%,
128,2021,2022-01-02,16,17,,WAS,,PHI,L 16-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
129,2021,2022-01-09,17,18,31.266,WAS,@,NYG,W 22-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,245,40.83,16,169,28.2,3,50.0%,2,33.3%,0,0,0%,0,0%,10,42%,
130,2022,2022-09-11,1,1,32.146,WAS,,JAX,W 28-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,147,49.00,2,125,41.7,1,33.3%,0,0.0%,0,0,0%,0,0%,5,21%,
131,2022,2022-09-18,2,2,32.153,WAS,@,DET,L 27-36,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,284,47.33,8,256,42.7,1,16.7%,1,16.7%,0,0,0%,0,0%,9,28%,
132,2022,2022-09-25,3,3,32.160,WAS,,PHI,L 8-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,8,426,53.25,40,380,47.5,0,0.0%,2,25.0%,0,0,0%,0,0%,9,35%,
133,2022,2022-10-02,4,4,32.167,WAS,@,DAL,L 10-25,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,270,45.00,-3,273,45.5,0,0.0%,5,83.3%,0,0,0%,0,0%,8,27%,
134,2022,2022-10-09,5,5,32.174,WAS,,TEN,L 17-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,247,41.17,0,247,41.2,0,0.0%,2,33.3%,0,0,0%,0,0%,9,32%,
135,2022,2022-10-13,6,6,32.178,WAS,@,CHI,W 12-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,307,51.17,16,291,48.5,0,0.0%,2,33.3%,0,0,0%,0,0%,9,45%,
136,2022,2022-10-23,7,7,32.188,WAS,,GNB,W 23-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,192,48.00,15,177,44.3,0,0.0%,3,75.0%,0,0,0%,0,0%,11,38%,
137,2022,2022-10-30,8,8,32.195,WAS,@,IND,W 17-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,294,49.00,19,275,45.8,0,0.0%,4,66.7%,0,0,0%,0,0%,9,35%,
138,2022,2022-11-06,9,9,32.202,WAS,,MIN,L 17-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,240,48.00,11,209,41.8,1,20.0%,3,60.0%,0,0,0%,0,0%,8,29%,
139,2022,2022-11-14,10,10,32.210,WAS,@,PHI,W 32-21,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,87,43.50,5,82,41.0,0,0.0%,1,50.0%,0,0,0%,0,0%,9,35%,
140,2022,2022-11-20,11,11,32.216,WAS,@,HOU,W 23-10,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,221,44.20,14,187,37.4,1,20.0%,1,20.0%,0,0,0%,0,0%,10,37%,
141,2022,2022-11-27,12,12,32.223,WAS,,ATL,W 19-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,127,42.33,0,127,42.3,0,0.0%,2,66.7%,0,0,0%,0,0%,8,33%,
142,2022,2022-12-04,13,13,32.230,WAS,@,NYG,T 20-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,265,44.17,18,247,41.2,0,0.0%,4,66.7%,0,0,0%,0,0%,11,32%,
143,2022,2022-12-18,14,15,32.244,WAS,,NYG,L 12-20,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,177,44.25,32,145,36.3,0,0.0%,2,50.0%,0,0,0%,0,0%,7,28%,
144,2022,2022-12-24,15,16,32.250,WAS,@,SFO,L 20-37,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,192,48.00,12,180,45.0,0,0.0%,1,25.0%,0,0,0%,0,0%,6,22%,
145,2022,2023-01-01,16,17,32.258,WAS,,CLE,L 10-24,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,90,45.00,10,80,40.0,0,0.0%,1,50.0%,0,0,0%,0,0%,4,19%,
146,2022,2023-01-08,17,18,32.265,WAS,,DAL,W 26-6,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,7,319,45.57,13,286,40.9,1,14.3%,3,42.9%,0,0,0%,0,0%,14,41%,
147,2023,2023-09-10,1,1,33.145,WAS,,ARI,W 20-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,266,44.33,24,242,40.3,0,0.0%,3,50.0%,0,0,0%,0,0%,10,36%,
148,2023,2023-09-17,2,2,33.152,WAS,@,DEN,W 35-33,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,168,56.00,45,123,41.0,0,0.0%,2,66.7%,0,0,0%,0,0%,10,33%,
149,2023,2023-09-24,3,3,33.159,WAS,,BUF,L 3-37,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,150,50.00,27,123,41.0,0,0.0%,0,0.0%,0,0,0%,0,0%,4,18%,
150,2023,2023-10-01,4,4,33.166,WAS,@,PHI,L 31-34,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,213,42.60,38,175,35.0,0,0.0%,0,0.0%,0,0,0%,0,0%,10,32%,
151,2023,2023-10-05,5,5,33.170,WAS,,CHI,L 20-40,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,103,51.50,17,86,43.0,0,0.0%,0,0.0%,0,0,0%,0,0%,5,17%,
152,2023,2023-10-15,6,6,33.180,WAS,@,ATL,W 24-16,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,260,43.33,11,249,41.5,0,0.0%,3,50.0%,0,0,0%,0,0%,10,42%,
153,2023,2023-10-22,7,7,33.187,WAS,@,NYG,L 7-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,10,513,51.30,11,486,48.6,1,10.0%,4,40.0%,0,0,0%,0,0%,13,45%,
154,2023,2023-10-29,8,8,33.194,WAS,,PHI,L 31-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,96,48.00,25,71,35.5,0,0.0%,1,50.0%,0,0,0%,0,0%,7,25%,
155,2023,2023-11-05,9,9,33.201,WAS,@,NWE,W 20-17,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,239,47.80,-2,201,40.2,1,20.0%,4,80.0%,0,0,0%,0,0%,10,36%,
156,2023,2023-11-12,10,10,33.208,WAS,@,SEA,L 26-29,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,227,45.40,14,213,42.6,0,0.0%,2,40.0%,0,0,0%,0,0%,10,29%,
157,2023,2023-11-19,11,11,33.215,WAS,,NYG,L 19-31,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,90,45.00,16,74,37.0,0,0.0%,0,0.0%,0,0,0%,0,0%,6,21%,
158,2023,2023-11-23,12,12,33.219,WAS,@,DAL,L 10-45,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,119,39.67,5,114,38.0,0,0.0%,3,100.0%,0,0,0%,0,0%,5,20%,
159,2023,2023-12-03,13,13,33.229,WAS,,MIA,L 15-45,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,214,42.80,7,207,41.4,0,0.0%,2,40.0%,0,0,0%,0,0%,7,25%,
160,2023,2023-12-17,14,15,33.243,WAS,@,LAR,L 20-28,,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,1,0,0,5,203,40.60,4,199,39.8,0,0.0%,2,40.0%,0,0,0%,0,0%,9,33%,
161,2023,2023-12-24,15,16,33.250,WAS,@,NYJ,L 28-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,7,294,42.00,9,285,40.7,0,0.0%,3,42.9%,0,0,0%,0,0%,12,33%,
162,2023,2023-12-31,16,17,33.257,WAS,,SFO,L 10-27,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,156,52.00,17,139,46.3,0,0.0%,1,33.3%,0,0,0%,0,0%,5,24%,
163,2023,2024-01-07,17,18,33.264,WAS,,DAL,L 10-38,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,50,50.00,4,46,23.0,0,0.0%,0,0.0%,1,0,0%,0,0%,4,18%,
164,2024,2024-09-08,1,1,34.143,WAS,@,TAM,L 20-37,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,139,46.33,15,124,41.3,0,0.0%,1,33.3%,0,0,0%,0,0%,7,26%,
165,2024,2024-09-15,2,2,34.150,WAS,,NYG,W 21-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,7,33%,
166,2024,2024-09-23,3,3,34.158,WAS,@,CIN,W 38-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,6,23%,
167,2024,2024-09-29,4,4,34.164,WAS,@,ARI,W 42-14,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,51,51.00,4,47,47.0,0,0.0%,0,0.0%,0,0,0%,0,0%,7,30%,
168,2024,2024-10-06,5,5,34.171,WAS,,CLE,W 34-13,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,4,192,48.00,26,146,36.5,1,25.0%,0,0.0%,0,0,0%,0,0%,10,32%,
169,2024,2024-10-13,6,6,34.178,WAS,@,BAL,L 23-30,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,3,127,42.33,4,123,41.0,0,0.0%,2,66.7%,0,0,0%,0,0%,9,31%,
170,2024,2024-10-20,7,7,34.185,WAS,,CAR,W 40-7,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,40,40.00,0,40,40.0,0,0.0%,1,100.0%,0,0,0%,0,0%,9,35%,
171,2024,2024-10-27,8,8,34.192,WAS,,CHI,W 18-15,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,214,42.80,11,203,40.6,0,0.0%,2,40.0%,0,0,0%,0,0%,10,38%,
172,2024,2024-11-03,9,9,34.199,WAS,@,NYG,W 27-22,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,2,109,54.50,21,88,44.0,0,0.0%,1,50.0%,0,0,0%,0,0%,7,32%,
173,2024,2024-11-10,10,10,34.206,WAS,,PIT,L 27-28,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,6,330,55.00,20,290,48.3,1,16.7%,2,33.3%,0,0,0%,0,0%,11,34%,
174,2024,2024-11-14,11,11,34.210,WAS,@,PHI,L 18-26,,0,0,,0,0,0,,0,0,0,,0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,5,221,44.20,20,201,40.2,0,0.0%,2,40.0%,0,0,0%,0,0%,7,26%,
