Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Rt,Yds,Y/Rt,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
70,2023,2023-12-17,14,15,,SFO,@,ARI,W 45-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
71,2023,2023-12-25,15,16,27.364,SFO,,BAL,L 19-33,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,2,7%,
72,2023,2023-12-31,16,17,,SFO,@,WAS,W 27-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
73,2023,2024-01-07,17,18,28.012,SFO,,LAR,L 20-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,63%,
74,2024,2024-09-08,1,1,28.257,WAS,@,TAM,L 20-37,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,16,59%,
75,2024,2024-09-15,2,2,28.264,WAS,,NYG,W 21-18,,,,,,,,,,,0.0%,,,,,,0,0,,,,,,,,,,,,,1,1%,0,0%,12,57%,
76,2024,2024-09-23,3,3,28.272,WAS,@,CIN,W 38-33,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,14%,0,0%,13,50%,
77,2024,2024-09-29,4,4,28.278,WAS,@,ARI,W 42-14,,8,68,8.50,2,1,1,6,6.00,0,100.0%,6.00,0,0,,0,2,12,0.0,0,1,1,0,0,0,0,0,0,0,0,27,38%,0,0%,8,35%,
78,2024,2024-10-06,5,5,28.285,WAS,,CLE,W 34-13,,7,44,6.29,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,2,2,4,0,0,0,0,0,0,0,0,15,22%,0,0%,21,68%,
79,2024,2024-10-13,6,6,28.292,WAS,@,BAL,L 23-30,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,37%,0,0%,13,45%,
80,2024,2024-10-20,7,7,28.299,WAS,,CAR,W 40-7,*,7,42,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,17,25%,0,0%,16,62%,
81,2024,2024-10-27,8,8,28.306,WAS,,CHI,W 18-15,,1,-1,-1.00,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,5,7%,0,0%,17,65%,
82,2024,2024-11-03,9,9,28.313,WAS,@,NYG,W 27-22,,8,20,2.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,39%,0,0%,12,55%,
83,2024,2024-11-10,10,10,28.320,WAS,,PIT,L 27-28,,4,7,1.75,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,19,30%,0,0%,17,53%,
84,2024,2024-11-14,11,11,28.324,WAS,@,PHI,L 18-26,,3,5,1.67,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,17%,0,0%,18,67%,
