Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
122,2020,2020-11-22,10,11,,PHI,@,CLE,L 17-22,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
123,2020,2020-11-30,11,12,,PHI,,SEA,L 17-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
124,2020,2020-12-06,12,13,30.026,PHI,@,GNB,L 16-30,*,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,27,44%,0,0%,0,0%,
125,2020,2020-12-13,13,14,30.033,PHI,,NOR,W 24-21,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,50,72%,0,0%,0,0%,
126,2020,2020-12-20,14,15,30.040,PHI,@,ARI,L 26-33,*,7,2,69,34.50,0,28.6%,9.86,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,63,75%,0,0%,3,10%,
127,2020,2020-12-27,15,16,30.047,PHI,@,DAL,L 17-37,*,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,62,85%,0,0%,0,0%,
128,2020,2021-01-03,16,17,30.054,PHI,,WAS,L 14-20,*,6,3,16,5.33,0,50.0%,2.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,61,90%,0,0%,0,0%,
129,2021,2021-09-12,1,1,30.306,PHI,@,ATL,W 32-6,,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,58%,0,0%,0,0%,
130,2021,2021-09-19,2,2,30.313,PHI,,SFO,L 11-17,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,64%,0,0%,0,0%,
131,2021,2021-09-27,3,3,30.321,PHI,@,DAL,L 21-41,,7,4,53,13.25,1,57.1%,7.57,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,30,52%,0,0%,0,0%,
132,2021,2021-10-03,4,4,30.327,PHI,,KAN,L 30-42,,8,6,60,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,37,50%,0,0%,0,0%,
133,2021,2021-10-10,5,5,30.334,PHI,@,CAR,W 21-18,*,6,1,7,7.00,0,16.7%,1.17,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,40,60%,0,0%,0,0%,
134,2021,2021-10-14,6,6,30.338,PHI,,TAM,L 22-28,*,6,4,29,7.25,1,66.7%,4.83,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,46,88%,0,0%,0,0%,
135,2021,2021-10-17,6,6,,ARI,@,CLE,W 37-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
136,2021,2021-10-24,7,7,30.348,ARI,,HOU,W 31-5,*,5,3,66,22.00,1,60.0%,13.20,1,4,4.00,0,0,0,,0,,1,6,0,0,0,0,0,0,35,49%,0,0%,0,0%,
137,2021,2021-10-28,8,8,30.352,ARI,,GNB,L 21-24,*,4,4,42,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,43,73%,0,0%,0,0%,
138,2021,2021-11-07,9,9,30.362,ARI,@,SFO,W 31-17,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,80%,0,0%,1,4%,
139,2021,2021-11-14,10,10,31.004,ARI,,CAR,L 10-34,*,6,4,46,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,45,82%,0,0%,0,0%,
140,2021,2021-11-21,11,11,31.011,ARI,@,SEA,W 23-13,*,9,8,88,11.00,2,88.9%,9.78,0,0,,0,0,0,,0,,2,12,0,0,0,0,0,0,63,76%,0,0%,0,0%,
141,2021,2021-12-05,12,13,31.025,ARI,@,CHI,W 33-22,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,41,77%,0,0%,0,0%,
142,2021,2021-12-13,13,14,31.033,ARI,,LAR,L 23-30,*,7,5,42,8.40,0,71.4%,6.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,65,83%,0,0%,0,0%,
143,2021,2021-12-19,14,15,31.039,ARI,@,DET,L 12-30,*,11,6,74,12.33,0,54.5%,6.73,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,67,89%,0,0%,0,0%,
144,2021,2021-12-25,15,16,31.045,ARI,,IND,L 16-22,*,13,8,54,6.75,0,61.5%,4.15,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,63,97%,0,0%,0,0%,
145,2021,2022-01-02,16,17,31.053,ARI,@,DAL,W 25-22,*,9,7,41,5.86,0,77.8%,4.56,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,70,91%,0,0%,0,0%,
146,2021,2022-01-09,17,18,31.060,ARI,,SEA,L 30-38,*,10,7,84,12.00,0,70.0%,8.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,70,92%,0,0%,0,0%,
147,2022,2022-09-11,1,1,31.305,ARI,,KAN,L 21-44,*,4,2,14,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,39,60%,0,0%,0,0%,
148,2022,2022-09-18,2,2,31.312,ARI,@,LVR,W 29-23,*,11,8,75,9.38,0,72.7%,6.82,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,73,84%,0,0%,0,0%,
149,2022,2022-09-25,3,3,31.319,ARI,,LAR,L 12-20,*,10,6,45,7.50,0,60.0%,4.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,77,93%,0,0%,0,0%,
150,2022,2022-10-02,4,4,31.326,ARI,@,CAR,W 26-16,*,6,6,47,7.83,1,100.0%,7.83,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,62,82%,0,0%,1,4%,
151,2022,2022-10-09,5,5,31.333,ARI,,PHI,L 17-20,*,10,6,48,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,64,93%,0,0%,0,0%,
152,2022,2022-10-16,6,6,31.340,ARI,@,SEA,L 9-19,*,10,7,70,10.00,0,70.0%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,68,96%,0,0%,0,0%,
153,2022,2022-10-20,7,7,31.344,ARI,,NOR,W 42-34,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,1,0,2,0,0,0,0,0,0,53,80%,0,0%,2,6%,
154,2022,2022-10-30,8,8,31.354,ARI,@,MIN,L 26-34,*,5,4,34,8.50,1,80.0%,6.80,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,69,88%,0,0%,0,0%,
155,2022,2022-11-06,9,9,31.361,ARI,,SEA,L 21-31,*,8,5,40,8.00,1,62.5%,5.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,61,97%,0,0%,0,0%,
156,2022,2022-11-13,10,10,32.003,ARI,@,LAR,W 27-17,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,9,13%,0,0%,0,0%,
157,2022,2022-11-21,11,11,,ARI,,SFO,L 10-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
158,2022,2022-11-27,12,12,,ARI,,LAC,L 24-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
159,2022,2022-12-12,13,14,,ARI,,NWE,L 13-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
160,2022,2022-12-18,14,15,,ARI,@,DEN,L 15-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
161,2022,2022-12-25,15,16,,ARI,,TAM,L 16-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
162,2022,2023-01-01,16,17,,ARI,@,ATL,L 19-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
163,2022,2023-01-08,17,18,,ARI,@,SFO,L 13-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
164,2023,2023-09-10,1,1,32.304,ARI,@,WAS,L 16-20,*,10,6,21,3.50,0,60.0%,2.10,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,48,77%,0,0%,0,0%,
165,2023,2023-09-17,2,2,32.311,ARI,,NYG,L 28-31,*,8,6,56,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,44,68%,0,0%,0,0%,
166,2023,2023-09-24,3,3,32.318,ARI,,DAL,W 28-16,*,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,36,59%,0,0%,0,0%,
167,2023,2023-10-01,4,4,32.325,ARI,@,SFO,L 16-35,*,10,6,53,8.83,0,60.0%,5.30,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,54,76%,0,0%,0,0%,
168,2023,2023-10-08,5,5,32.332,ARI,,CIN,L 20-34,*,4,2,10,5.00,1,50.0%,2.50,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,43,75%,0,0%,0,0%,
169,2023,2023-10-15,6,6,32.339,ARI,@,LAR,L 9-26,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,35,46%,0,0%,0,0%,
170,2023,2023-10-22,7,7,32.346,ARI,@,SEA,L 10-20,*,4,3,19,6.33,0,75.0%,4.75,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,35,53%,0,0%,0,0%,
171,2023,2023-10-29,8,8,,ARI,,BAL,L 24-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
172,2023,2023-11-05,9,9,,ARI,@,CLE,L 0-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
173,2023,2023-11-12,10,10,,ARI,,ATL,W 25-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
174,2023,2023-11-19,11,11,,ARI,@,HOU,L 16-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
175,2023,2023-11-26,12,12,,ARI,,LAR,L 14-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
176,2024,2024-09-08,1,1,33.303,WAS,@,TAM,L 20-37,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,42,71%,0,0%,1,4%,
177,2024,2024-09-15,2,2,33.310,WAS,,NYG,W 21-18,*,4,4,62,15.50,0,100.0%,15.50,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,65%,0,0%,0,0%,
178,2024,2024-09-23,3,3,33.318,WAS,@,CIN,W 38-33,*,5,5,38,7.60,0,100.0%,7.60,0,0,,0,0,0,,0,,0,0,1,0,0,0,0,0,38,64%,0,0%,1,4%,
179,2024,2024-09-29,4,4,33.324,WAS,@,ARI,W 42-14,*,3,3,22,7.33,0,100.0%,7.33,0,0,,0,0,0,,0,1,0,2,0,0,0,0,0,0,49,68%,0,0%,0,0%,
180,2024,2024-10-06,5,5,33.331,WAS,,CLE,W 34-13,*,8,2,10,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,38,57%,0,0%,0,0%,
181,2024,2024-10-13,6,6,33.338,WAS,@,BAL,L 23-30,*,5,4,68,17.00,0,80.0%,13.60,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,47,80%,0,0%,0,0%,
182,2024,2024-10-20,7,7,33.345,WAS,,CAR,W 40-7,*,5,4,40,10.00,1,80.0%,8.00,0,0,,0,0,0,,0,,1,6,0,0,0,0,0,0,40,58%,0,0%,0,0%,
183,2024,2024-10-27,8,8,33.352,WAS,,CHI,W 18-15,*,11,7,77,11.00,0,63.6%,7.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,56,76%,0,0%,0,0%,
184,2024,2024-11-03,9,9,33.359,WAS,@,NYG,W 27-22,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,30,48%,0,0%,0,0%,
185,2024,2024-11-10,10,10,34.000,WAS,,PIT,L 27-28,*,8,4,31,7.75,0,50.0%,3.88,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,49,77%,0,0%,0,0%,
186,2024,2024-11-14,11,11,34.004,WAS,@,PHI,L 18-26,*,7,6,47,7.83,1,85.7%,6.71,0,0,,0,0,0,,0,1,1,8,0,0,0,0,0,0,53,80%,0,0%,0,0%,
