Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,22.298,DAL,@,LAR,L 17-20,,,,,,,,0,,,0,0,0,2,3%,0,0%,4,15%,
2,2020,2020-09-20,2,2,22.305,DAL,,ATL,W 40-39,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,16%,
3,2020,2020-09-27,3,3,22.312,DAL,@,SEA,L 31-38,,,,,,,,0,,,0,0,0,52,63%,0,0%,5,15%,
4,2020,2020-10-04,4,4,22.319,DAL,,CLE,L 38-49,,,,,,,,0,,,0,0,0,81,99%,0,0%,2,6%,
5,2020,2020-10-11,5,5,22.326,DAL,,NYG,W 37-34,*,,,,,,,0,,,0,0,0,66,100%,0,0%,7,21%,
6,2020,2020-10-19,6,6,22.334,DAL,,ARI,L 10-38,*,,,,,,,0,,,0,0,0,89,100%,0,0%,3,11%,
7,2020,2020-10-25,7,7,22.340,DAL,@,WAS,L 3-25,*,,,,,,,0,,,0,0,0,57,100%,0,0%,1,5%,
8,2020,2020-11-01,8,8,22.347,DAL,@,PHI,L 9-23,*,,,,,,,0,,,0,0,0,79,100%,0,0%,4,19%,
9,2020,2020-11-08,9,9,,DAL,,PIT,L 19-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2020,2020-11-22,10,11,,DAL,@,MIN,W 31-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
11,2020,2020-11-26,11,12,,DAL,,WAS,L 16-41,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
12,2020,2020-12-08,12,13,,DAL,@,BAL,L 17-34,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
13,2020,2020-12-13,13,14,23.023,DAL,@,CIN,W 30-7,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,29%,
14,2020,2020-12-20,14,15,23.030,DAL,,SFO,W 41-33,,,,,,,,0,,,0,0,0,0,0%,0,0%,8,21%,
15,2020,2020-12-27,15,16,23.037,DAL,,PHI,W 37-17,,,,,,,,0,,,0,0,0,1,1%,0,0%,7,23%,
16,2020,2021-01-03,16,17,23.044,DAL,@,NYG,L 19-23,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,17%,
17,2021,2021-09-09,1,1,23.293,DAL,@,TAM,L 29-31,*,,,,,,,,,,,,,83,99%,0,0%,8,24%,
18,2021,2021-09-19,2,2,23.303,DAL,@,LAC,W 20-17,*,,,,,,,,,,,,,62,100%,0,0%,4,21%,
19,2021,2021-09-27,3,3,23.311,DAL,,PHI,W 41-21,*,,,,,,,,,,,,,76,100%,0,0%,6,20%,
20,2021,2021-10-03,4,4,23.317,DAL,,CAR,W 36-28,*,0.0,0,0,0,0,0,1,0,0,0,0,0,61,100%,0,0%,5,17%,
21,2021,2021-10-10,5,5,23.324,DAL,,NYG,W 44-20,*,0.0,0,0,0,0,0,0,0,0,1,0,0,78,100%,0,0%,8,27%,
22,2021,2021-10-17,6,6,23.331,DAL,@,NWE,W 35-29,*,,,,,,,,,,,,,89,100%,0,0%,6,21%,
23,2021,2021-10-31,7,8,23.345,DAL,@,MIN,W 20-16,*,,,,,,,,,,,,,73,100%,0,0%,5,17%,
24,2021,2021-11-07,8,9,23.352,DAL,,DEN,L 16-30,*,,,,,,,,,,,,,62,100%,0,0%,0,0%,
25,2021,2021-11-14,9,10,23.359,DAL,,ATL,W 43-3,*,,,,,,,,,,,,,72,94%,0,0%,6,24%,
