Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
39,2019,2019-10-20,7,7,24.277,WAS,,SFO,L 0-9,*,,0,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,81%,0,0%,
40,2019,2019-10-24,8,8,24.281,WAS,@,MIN,L 9-19,*,,0,0,1.0,3,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,57,79%,0,0%,
41,2019,2019-11-03,9,9,24.291,WAS,@,BUF,L 9-24,*,,0,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,76%,1,4%,
42,2019,2019-11-17,10,11,24.305,WAS,,NYJ,L 17-34,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,84%,10,32%,
43,2019,2019-11-24,11,12,24.312,WAS,,DET,W 19-16,*,,0,0,0.5,3,2,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0%,64,86%,0,0%,
44,2019,2019-12-01,12,13,24.319,WAS,@,CAR,W 29-21,*,,0,0,0.5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,48,66%,0,0%,
45,2019,2019-12-08,13,14,24.326,WAS,@,GNB,L 15-20,*,,0,0,0.0,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,49,82%,0,0%,
46,2019,2019-12-15,14,15,24.333,WAS,,PHI,L 27-37,*,,0,0,0.0,7,2,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0%,54,70%,0,0%,
47,2019,2019-12-22,15,16,24.340,WAS,,NYG,L 35-41,*,,0,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,49,70%,0,0%,
48,2019,2019-12-29,16,17,24.347,WAS,@,DAL,L 16-47,*,,0,0,1.0,7,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,55,72%,0,0%,
49,2020,2020-09-13,1,1,25.241,WAS,,PHI,W 27-17,*,,0,0,0.5,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,36,53%,0,0%,
50,2020,2020-09-20,2,2,25.248,WAS,@,ARI,L 15-30,*,,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,65%,0,0%,
51,2020,2020-09-27,3,3,25.255,WAS,@,CLE,L 20-34,*,,0,0,1.0,6,3,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,50,79%,0,0%,
52,2020,2020-10-04,4,4,25.262,WAS,,BAL,L 17-31,*,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,79%,0,0%,
53,2020,2020-10-11,5,5,25.269,WAS,,LAR,L 10-30,*,,0,0,0.0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,78%,0,0%,
54,2020,2020-10-18,6,6,25.276,WAS,@,NYG,L 19-20,*,,0,0,0.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,38,79%,0,0%,
55,2020,2020-10-25,7,7,25.283,WAS,,DAL,W 25-3,*,1,0,2,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,42,74%,0,0%,
56,2020,2020-11-08,8,9,25.297,WAS,,NYG,L 20-23,*,,0,0,0.5,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,59,77%,0,0%,
57,2020,2020-11-15,9,10,25.304,WAS,@,DET,L 27-30,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,86%,0,0%,
58,2020,2020-11-22,10,11,25.311,WAS,,CIN,W 20-9,*,,0,0,0.0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,51,75%,0,0%,
59,2020,2020-11-26,11,12,25.315,WAS,@,DAL,W 41-16,*,,0,0,0.0,1,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0%,47,80%,0,0%,
60,2020,2020-12-07,12,13,25.326,WAS,@,PIT,W 23-17,*,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,62,87%,0,0%,
61,2020,2020-12-13,13,14,25.332,WAS,@,SFO,W 23-15,*,,0,0,0.0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,58,72%,0,0%,
62,2020,2020-12-20,14,15,25.339,WAS,,SEA,L 15-20,*,,0,0,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,53,93%,0,0%,
63,2020,2020-12-27,15,16,25.346,WAS,,CAR,L 13-20,*,,0,0,0.0,5,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,57,85%,0,0%,
64,2020,2021-01-03,16,17,25.353,WAS,@,PHI,W 20-14,*,,0,0,0.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,84%,0,0%,
65,2021,2021-09-12,1,1,26.239,WAS,,LAC,L 16-20,*,,0,0,1.0,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0%,47,58%,4,17%,
66,2021,2021-09-16,2,2,26.243,WAS,,NYG,W 30-29,*,,0,0,2.0,5,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0%,56,81%,7,20%,
67,2021,2021-09-26,3,3,26.253,WAS,@,BUF,L 21-43,*,,0,0,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,69,87%,8,28%,
68,2021,2021-10-03,4,4,26.260,WAS,@,ATL,W 34-30,*,,0,0,0.0,3,5,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,49,64%,5,19%,
69,2021,2021-10-10,5,5,26.267,WAS,,NOR,L 22-33,*,,0,0,0.0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,41,73%,3,10%,
70,2021,2021-10-17,6,6,26.274,WAS,,KAN,L 13-31,*,,0,0,0.0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,55,67%,5,20%,
71,2021,2021-10-24,7,7,26.281,WAS,@,GNB,L 10-24,*,,0,0,2.0,2,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0%,35,63%,5,26%,
72,2021,2021-10-31,8,8,26.288,WAS,@,DEN,L 10-17,*,,0,0,1.0,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,35,66%,5,26%,
73,2021,2021-11-14,9,10,26.302,WAS,,TAM,W 29-19,*,,0,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,39,81%,6,24%,
74,2021,2021-11-21,10,11,26.309,WAS,@,CAR,W 27-21,*,,0,0,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,43,84%,6,23%,
75,2021,2021-11-29,11,12,26.317,WAS,,SEA,W 17-15,*,,0,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,36,77%,4,17%,
76,2021,2021-12-05,12,13,26.323,WAS,@,LVR,W 17-15,*,,0,0,0.5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,31,53%,3,13%,
77,2021,2021-12-12,13,14,26.330,WAS,,DAL,L 20-27,*,,0,0,1.0,5,2,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,46,54%,0,0%,
78,2021,2021-12-21,14,15,26.339,WAS,@,PHI,L 17-27,*,,0,0,1.0,5,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,59,83%,5,20%,
79,2021,2021-12-26,15,16,26.344,WAS,@,DAL,L 14-56,*,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,42,58%,7,21%,
80,2021,2022-01-02,16,17,26.351,WAS,,PHI,L 16-20,*,,0,0,0.0,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,47,77%,6,28%,
81,2021,2022-01-09,17,18,26.358,WAS,@,NYG,W 22-7,*,,0,0,0.5,0,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,42,70%,1,4%,
82,2022,2022-09-11,1,1,27.238,WAS,,JAX,W 28-22,*,,0,0,1.0,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,54,77%,5,21%,
83,2022,2022-09-18,2,2,27.245,WAS,@,DET,L 27-36,*,,0,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,85%,0,0%,
84,2022,2022-09-25,3,3,27.252,WAS,,PHI,L 8-24,*,,0,0,0.0,4,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,51,73%,0,0%,
85,2022,2022-10-02,4,4,27.259,WAS,@,DAL,L 10-25,*,,0,0,1.0,5,3,8,4,1,0,0,0,1,0,0,0,0,0,0,0,0%,49,80%,0,0%,
86,2022,2022-10-09,5,5,27.266,WAS,,TEN,L 17-21,*,,0,0,0.5,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,53,83%,0,0%,
87,2022,2022-10-13,6,6,27.270,WAS,@,CHI,W 12-7,*,,0,0,1.0,4,0,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0%,62,86%,0,0%,
88,2022,2022-10-23,7,7,27.280,WAS,,GNB,W 23-21,*,,0,0,,,,,,,,,,,,,,,,,0,0%,47,87%,0,0%,
89,2022,2022-10-30,8,8,27.287,WAS,@,IND,W 17-16,*,,0,0,1.0,7,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,46,79%,0,0%,
90,2022,2022-11-06,9,9,27.294,WAS,,MIN,L 17-20,*,,0,0,0.0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0%,62,94%,0,0%,
91,2022,2022-11-14,10,10,27.302,WAS,@,PHI,W 32-21,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,42,84%,0,0%,
92,2022,2022-11-20,11,11,27.308,WAS,@,HOU,W 23-10,*,,0,0,2.0,3,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0%,45,80%,0,0%,
93,2022,2022-11-27,12,12,27.315,WAS,,ATL,W 19-13,*,,0,0,0.0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,51,90%,0,0%,
94,2022,2022-12-04,13,13,27.322,WAS,@,NYG,T 20-20,*,,0,0,1.0,7,1,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0%,65,98%,0,0%,
95,2022,2022-12-18,14,15,27.336,WAS,,NYG,L 12-20,*,,0,0,0.0,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,89%,0,0%,
96,2022,2022-12-24,15,16,27.342,WAS,@,SFO,L 20-37,*,,0,0,0.0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,96%,1,4%,
97,2022,2023-01-01,16,17,27.350,WAS,,CLE,L 10-24,*,,0,0,,,,,,,,,,,,,,,,,0,0%,17,30%,0,0%,
98,2022,2023-01-08,17,18,,WAS,,DAL,W 26-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
99,2023,2023-09-10,1,1,28.237,WAS,,ARI,W 20-16,*,,0,0,1.0,3,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0%,57,92%,0,0%,
100,2023,2023-09-17,2,2,28.244,WAS,@,DEN,W 35-33,*,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,86%,0,0%,
101,2023,2023-09-24,3,3,28.251,WAS,,BUF,L 3-37,*,,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,56,82%,0,0%,
102,2023,2023-10-01,4,4,28.258,WAS,@,PHI,L 31-34,*,,0,0,1.0,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,57,80%,1,3%,
103,2023,2023-10-05,5,5,28.262,WAS,,CHI,L 20-40,*,,0,0,1.0,2,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,57,89%,1,3%,
104,2023,2023-10-15,6,6,28.272,WAS,@,ATL,W 24-16,*,,0,0,0.0,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,69,83%,0,0%,
105,2023,2023-10-22,7,7,28.279,WAS,@,NYG,L 7-14,*,,0,0,0.0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,76%,0,0%,
106,2023,2023-10-29,8,8,28.286,WAS,,PHI,L 31-38,*,,0,0,0.0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,47,75%,1,4%,
107,2023,2023-11-05,9,9,28.293,WAS,@,NWE,W 20-17,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,77%,0,0%,
108,2023,2023-11-12,10,10,28.300,WAS,@,SEA,L 26-29,*,,0,0,1.0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,67,83%,0,0%,
109,2023,2023-11-19,11,11,28.307,WAS,,NYG,L 19-31,*,,0,0,1.5,3,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,40,73%,0,0%,
110,2023,2023-11-23,12,12,28.311,WAS,@,DAL,L 10-45,*,,0,0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,44,81%,0,0%,
111,2023,2023-12-03,13,13,28.321,WAS,,MIA,L 15-45,*,,0,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,40,66%,0,0%,
112,2023,2023-12-17,14,15,28.335,WAS,@,LAR,L 20-28,*,,0,0,0.0,1,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,60,80%,0,0%,
113,2023,2023-12-24,15,16,28.342,WAS,@,NYJ,L 28-30,*,,0,0,0.0,2,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,66,73%,1,3%,
114,2023,2023-12-31,16,17,28.349,WAS,,SFO,L 10-27,*,,0,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,71%,0,0%,
115,2023,2024-01-07,17,18,,WAS,,DAL,L 10-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
116,2024,2024-09-08,1,1,29.236,WAS,@,TAM,L 20-37,*,,0,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,41,64%,2,7%,
117,2024,2024-09-15,2,2,29.243,WAS,,NYG,W 21-18,*,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,41,73%,2,10%,
118,2024,2024-09-23,3,3,29.251,WAS,@,CIN,W 38-33,*,,0,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,46,74%,0,0%,
119,2024,2024-09-29,4,4,29.257,WAS,@,ARI,W 42-14,*,,0,0,1.0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,33,56%,0,0%,
120,2024,2024-10-06,5,5,29.264,WAS,,CLE,W 34-13,*,,0,0,1.0,4,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,32,52%,1,3%,
121,2024,2024-10-13,6,6,29.271,WAS,@,BAL,L 23-30,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,54%,0,0%,
122,2024,2024-10-20,7,7,,WAS,,CAR,W 40-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
123,2024,2024-10-27,8,8,,WAS,,CHI,W 18-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
