Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
11,2019,2019-11-24,11,12,22.124,ATL,,TAM,L 22-35,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,7,8%,0,0%,21,62%,
12,2019,2019-11-28,12,13,22.128,ATL,,NOR,L 18-26,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,8%,0,0%,20,67%,
13,2019,2019-12-08,13,14,22.138,ATL,,CAR,W 40-20,,2,1,93,93.00,1,50.0%,46.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,30%,0,0%,13,38%,
14,2019,2019-12-15,14,15,22.145,ATL,@,SFO,W 29-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,1,0,1,5,7%,0,0%,21,70%,
15,2019,2019-12-22,15,16,22.152,ATL,,JAX,W 24-12,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,15,20%,0,0%,11,44%,
16,2019,2019-12-29,16,17,22.159,ATL,@,TAM,W 28-22,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,16%,0,0%,17,61%,
17,2020,2020-09-13,1,1,23.052,ATL,,SEA,L 25-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,11,14%,0,0%,17,59%,
18,2020,2020-09-20,2,2,23.059,ATL,@,DAL,L 39-40,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,16,21%,0,0%,19,51%,
19,2020,2020-09-27,3,3,23.066,ATL,,CHI,L 26-30,,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,1,3%,
20,2020,2020-10-05,4,4,23.074,ATL,@,GNB,L 16-30,,9,8,86,10.75,0,88.9%,9.56,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,76%,0,0%,9,39%,
21,2020,2020-10-11,5,5,23.080,ATL,,CAR,L 16-23,*,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,97%,0,0%,1,4%,
22,2020,2020-10-18,6,6,23.087,ATL,@,MIN,W 40-23,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,18%,0,0%,5,17%,
23,2020,2020-10-25,7,7,23.094,ATL,,DET,L 22-23,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,11,15%,0,0%,9,39%,
24,2020,2020-10-29,8,8,23.098,ATL,@,CAR,W 25-17,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,9,13%,0,0%,13,54%,
25,2020,2020-11-08,9,9,23.108,ATL,,DEN,W 34-27,*,6,4,103,25.75,1,66.7%,17.17,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,73%,0,0%,2,6%,
26,2020,2020-11-22,10,11,23.122,ATL,@,NOR,L 9-24,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,21%,0,0%,15,56%,
27,2020,2020-11-29,11,12,23.129,ATL,,LVR,W 43-6,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,15%,0,0%,0,0%,
28,2020,2020-12-06,12,13,,ATL,,NOR,L 16-21,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
29,2020,2020-12-13,13,14,,ATL,@,LAC,L 17-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
30,2020,2020-12-20,14,15,,ATL,,TAM,L 27-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
31,2020,2020-12-27,15,16,,ATL,@,KAN,L 14-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
32,2020,2021-01-03,16,17,,ATL,@,TAM,L 27-44,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
33,2021,2021-09-12,1,1,24.051,ATL,,PHI,L 6-32,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,19,26%,0,0%,11,42%,
34,2021,2021-09-19,2,2,24.058,ATL,@,TAM,L 25-48,,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,58%,0,0%,8,27%,
35,2021,2021-09-26,3,3,24.065,ATL,@,NYG,W 17-14,,6,3,32,10.67,1,50.0%,5.33,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,69%,0,0%,0,0%,
36,2021,2021-10-03,4,4,24.072,ATL,,WAS,L 30-34,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,80%,0,0%,0,0%,
37,2021,2021-10-10,5,5,24.079,ATL,,NYJ,W 27-20,*,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,2,19,9.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,85%,0,0%,5,21%,
38,2021,2021-10-24,6,7,24.093,ATL,@,MIA,W 30-28,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,1,17,17.00,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,12,19%,0,0%,11,39%,
39,2021,2021-10-31,7,8,24.100,ATL,,CAR,L 13-19,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,40%,0,0%,13,50%,
40,2021,2021-11-07,8,9,24.107,ATL,@,NOR,W 27-25,,3,3,58,19.33,2,100.0%,19.33,0,0,,0,0,0,,0,0,0,,0,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,29,49%,0,0%,5,19%,
41,2021,2021-11-14,9,10,24.114,ATL,@,DAL,L 3-43,,7,2,22,11.00,0,28.6%,3.14,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,23,43%,0,0%,5,20%,
42,2021,2021-11-18,10,11,24.118,ATL,,NWE,L 0-25,,5,3,23,7.67,0,60.0%,4.60,0,0,,0,1,17,17.00,0,0,0,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,25,46%,0,0%,15,63%,
43,2021,2021-11-28,11,12,24.128,ATL,@,JAX,W 21-14,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,50%,0,0%,12,55%,
44,2021,2021-12-05,12,13,24.135,ATL,,TAM,L 17-30,*,5,3,44,14.67,0,60.0%,8.80,1,2,2.00,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,43,61%,0,0%,13,50%,
45,2021,2021-12-12,13,14,24.142,ATL,@,CAR,W 29-21,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,29,42%,0,0%,6,26%,
46,2021,2021-12-19,14,15,24.149,ATL,@,SFO,L 13-31,*,2,2,53,26.50,0,100.0%,26.50,0,0,,0,1,24,24.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,62%,0,0%,11,46%,
47,2021,2021-12-26,15,16,24.156,ATL,,DET,W 20-16,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,87%,0,0%,0,0%,
48,2021,2022-01-02,16,17,24.163,ATL,@,BUF,L 15-29,*,3,2,8,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,96%,0,0%,1,5%,
49,2021,2022-01-09,17,18,24.170,ATL,,NOR,L 20-30,,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,78%,0,0%,7,26%,
50,2022,2022-09-11,1,1,25.050,ATL,,NOR,L 26-27,*,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,45,60%,0,0%,1,3%,
51,2022,2022-09-18,2,2,25.057,ATL,@,LAR,L 27-31,*,2,2,21,10.50,1,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,26,43%,0,0%,1,4%,
52,2022,2022-09-25,3,3,25.064,ATL,@,SEA,W 27-23,,2,2,49,24.50,0,100.0%,24.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,67%,0,0%,0,0%,
53,2022,2022-10-02,4,4,25.071,ATL,,CLE,W 23-20,,2,2,55,27.50,0,100.0%,27.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,56%,0,0%,5,19%,
54,2022,2022-10-09,5,5,25.078,ATL,@,TAM,L 15-21,*,4,2,39,19.50,1,50.0%,9.75,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,67%,0,0%,4,18%,
55,2022,2022-10-16,6,6,25.085,ATL,,SFO,W 28-14,*,4,4,58,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,74%,0,0%,3,14%,
56,2022,2022-10-23,7,7,25.092,ATL,@,CIN,L 17-35,,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,62%,0,0%,6,24%,
57,2022,2022-10-30,8,8,25.099,ATL,,CAR,W 37-34,*,1,1,10,10.00,0,100.0%,10.00,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,81%,0,0%,8,23%,
58,2022,2022-11-06,9,9,25.106,ATL,,LAC,L 17-20,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,43,70%,0,0%,4,17%,
59,2022,2022-11-10,10,10,25.110,ATL,@,CAR,L 15-25,*,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,76%,0,0%,0,0%,
60,2022,2022-11-20,11,11,25.120,ATL,,CHI,W 27-24,*,2,1,9,9.00,0,50.0%,4.50,1,13,13.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,76%,0,0%,0,0%,
61,2022,2022-11-27,12,12,25.127,ATL,@,WAS,L 13-19,*,8,5,91,18.20,0,62.5%,11.38,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,74%,0,0%,0,0%,
62,2022,2022-12-04,13,13,25.134,ATL,,PIT,L 16-19,,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,87%,0,0%,0,0%,
63,2022,2022-12-18,14,15,25.148,ATL,@,NOR,L 18-21,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,81%,0,0%,0,0%,
64,2022,2022-12-24,15,16,25.154,ATL,@,BAL,L 9-17,*,7,4,18,4.50,0,57.1%,2.57,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,92%,0,0%,0,0%,
65,2022,2023-01-01,16,17,25.162,ATL,,ARI,W 20-19,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,61%,0,0%,1,4%,
66,2022,2023-01-08,17,18,25.169,ATL,,TAM,W 30-17,*,7,4,37,9.25,1,57.1%,5.29,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,62%,0,0%,0,0%,
67,2023,2023-09-10,1,1,26.049,PHI,@,NWE,W 25-20,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,7,11%,0,0%,7,24%,
68,2023,2023-09-14,2,2,26.053,PHI,,MIN,W 34-28,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,35,45%,0,0%,7,24%,
69,2023,2023-09-25,3,3,26.064,PHI,@,TAM,W 25-11,,3,2,58,29.00,1,66.7%,19.33,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,55%,0,0%,5,25%,
70,2023,2023-10-01,4,4,26.070,PHI,,WAS,W 34-31,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,86%,0,0%,0,0%,
71,2023,2023-10-08,5,5,26.077,PHI,@,LAR,W 23-14,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,9,11%,0,0%,1,5%,
72,2023,2023-10-15,6,6,26.084,PHI,@,NYJ,L 14-20,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,81%,0,0%,0,0%,
73,2023,2023-10-22,7,7,26.091,PHI,,MIA,W 31-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,1,7,7.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,57%,0,0%,6,27%,
74,2023,2023-10-29,8,8,26.098,PHI,@,WAS,W 38-31,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,48%,0,0%,7,25%,
75,2023,2023-11-05,9,9,26.105,PHI,,DAL,W 28-23,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,42%,0,0%,5,21%,
76,2023,2023-11-20,10,11,26.120,PHI,@,KAN,W 21-17,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,39%,0,0%,7,27%,
77,2023,2023-11-26,11,12,26.126,PHI,,BUF,W 37-34,,1,1,29,29.00,1,100.0%,29.00,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,18,27%,0,0%,9,25%,
78,2023,2023-12-03,12,13,26.133,PHI,,SFO,L 19-42,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,24,33%,0,0%,9,35%,
79,2023,2023-12-10,13,14,26.140,PHI,@,DAL,L 13-33,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,27%,0,0%,10,40%,
80,2023,2023-12-18,14,15,26.148,PHI,@,SEA,L 17-20,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,5,7%,0,0%,13,48%,
81,2023,2023-12-25,15,16,26.155,PHI,,NYG,W 33-25,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,24%,0,0%,9,31%,
82,2023,2023-12-31,16,17,26.161,PHI,,ARI,L 31-35,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,6,12%,0,0%,7,28%,
83,2023,2024-01-07,17,18,26.168,PHI,@,NYG,L 10-27,,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,82%,0,0%,10,38%,
84,2024,2024-09-08,1,1,27.047,WAS,@,TAM,L 20-37,*,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,44%,0,0%,0,0%,
85,2024,2024-09-15,2,2,27.054,WAS,,NYG,W 21-18,,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,1,24,24.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,33%,0,0%,2,10%,
86,2024,2024-09-23,3,3,27.062,WAS,@,CIN,W 38-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,4,15%,
87,2024,2024-09-29,4,4,27.068,WAS,@,ARI,W 42-14,,6,6,85,14.17,0,100.0%,14.17,0,0,,0,0,0,,0,1,16,16.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,25%,0,0%,4,17%,
88,2024,2024-10-06,5,5,27.075,WAS,,CLE,W 34-13,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,2,33,16.50,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,34,51%,0,0%,7,23%,
89,2024,2024-10-13,6,6,27.082,WAS,@,BAL,L 23-30,,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,39%,0,0%,1,3%,
90,2024,2024-10-20,7,7,27.089,WAS,,CAR,W 40-7,,6,4,25,6.25,0,66.7%,4.17,0,0,,0,0,0,,0,1,15,15.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,42%,0,0%,5,19%,
91,2024,2024-10-27,8,8,27.096,WAS,,CHI,W 18-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,29,14.50,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,26,35%,0,0%,7,27%,
92,2024,2024-11-03,9,9,27.103,WAS,@,NYG,W 27-22,,2,2,48,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,39%,0,0%,2,9%,
93,2024,2024-11-10,10,10,27.110,WAS,,PIT,L 27-28,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,2,0,0.00,0,0,0,0.0,0,0,0,0,0,2,1,0,1,0,0,16,25%,0,0%,6,19%,
94,2024,2024-11-14,11,11,27.114,WAS,@,PHI,L 18-26,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,2,7,3.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,42%,0,0%,3,11%,
