Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-10,,1,,DAL,,NYG,W 19-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,2022,2022-12-29,16,17,26.357,DAL,@,TEN,W 27-13,*,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,59%,0,0%,3,12%,
83,2022,2023-01-08,17,18,27.002,DAL,@,WAS,L 6-26,,6,1,10,10.00,0,16.7%,1.67,0,0,,0,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,44,66%,0,0%,12,35%,
84,2023,2023-09-10,1,1,27.247,HOU,@,BAL,L 9-25,,4,3,20,6.67,0,75.0%,5.00,1,-1,-1.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,68%,0,0%,8,32%,
85,2023,2023-09-17,2,2,,HOU,,IND,L 20-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
86,2023,2023-09-24,3,3,,HOU,@,JAX,W 37-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
87,2023,2023-10-01,4,4,,HOU,,PIT,W 30-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
88,2023,2023-10-08,5,5,,HOU,@,ATL,L 19-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
89,2023,2023-10-15,6,6,27.282,HOU,,NOR,W 20-13,,5,2,37,18.50,0,40.0%,7.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,56%,0,0%,3,12%,
90,2023,2023-10-29,7,8,27.296,HOU,@,CAR,L 13-15,*,5,3,57,19.00,0,60.0%,11.40,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,72%,0,0%,3,13%,
91,2023,2023-11-05,8,9,27.303,HOU,,TAM,W 39-37,,6,6,153,25.50,1,100.0%,25.50,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,72%,0,0%,9,27%,
92,2023,2023-11-12,9,10,27.310,HOU,@,CIN,W 30-27,*,8,7,172,24.57,0,87.5%,21.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,75%,0,0%,5,16%,
93,2023,2023-11-19,10,11,,HOU,,ARI,W 21-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
94,2023,2023-11-26,11,12,,HOU,,JAX,L 21-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
95,2023,2023-12-03,12,13,27.331,HOU,,DEN,W 22-17,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,
96,2023,2023-12-10,13,14,27.338,HOU,@,NYJ,L 6-30,*,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,37,66%,0,0%,1,3%,
97,2023,2023-12-17,14,15,27.345,HOU,@,TEN,W 19-16,*,11,8,82,10.25,1,72.7%,7.45,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,86%,0,0%,0,0%,
98,2023,2023-12-24,15,16,27.352,HOU,,CLE,L 22-36,*,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,81%,0,0%,2,8%,
99,2023,2023-12-31,16,17,27.359,HOU,,TEN,W 26-3,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,
100,2023,2024-01-06,17,18,,HOU,@,IND,W 23-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
101,2024,2024-09-08,1,1,,WAS,@,TAM,L 20-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
102,2024,2024-09-15,2,2,28.253,WAS,,NYG,W 21-18,,3,3,56,18.67,0,100.0%,18.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,28%,0,0%,0,0%,
103,2024,2024-09-23,3,3,28.261,WAS,@,CIN,W 38-33,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,58%,0,0%,0,0%,
104,2024,2024-09-29,4,4,28.267,WAS,@,ARI,W 42-14,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,67%,0,0%,0,0%,
105,2024,2024-10-06,5,5,,WAS,,CLE,W 34-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
106,2024,2024-10-13,6,6,28.281,WAS,@,BAL,L 23-30,*,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,64%,0,0%,0,0%,
107,2024,2024-10-20,7,7,28.288,WAS,,CAR,W 40-7,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,61%,0,0%,1,4%,
108,2024,2024-10-27,8,8,28.295,WAS,,CHI,W 18-15,*,6,3,73,24.33,1,50.0%,12.17,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,81%,0,0%,0,0%,
109,2024,2024-11-03,9,9,28.302,WAS,@,NYG,W 27-22,,6,5,60,12.00,0,83.3%,10.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,50%,0,0%,0,0%,
110,2024,2024-11-10,10,10,28.309,WAS,,PIT,L 27-28,*,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,89%,0,0%,0,0%,
111,2024,2024-11-14,11,11,28.313,WAS,@,PHI,L 18-26,*,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,77%,0,0%,0,0%,
