Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,24.191,WAS,@,TAM,L 20-37,,,,,,,,0,0%,0,0%,16,59%,
2.0,2024.0,2024-09-15,2.0,2.0,24.198,WAS,,NYG,W 21-18,,0.0,0,1,1,0,0,0,0%,0,0%,12,57%,
3.0,2024.0,2024-09-23,3.0,3.0,,WAS,@,CIN,W 38-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4.0,2024.0,2024-09-29,4.0,4.0,24.212,WAS,@,ARI,W 42-14,,0.0,1,0,1,0,0,0,0%,0,0%,14,61%,
5.0,2024.0,2024-10-06,5.0,5.0,24.219,WAS,,CLE,W 34-13,,0.0,0,1,1,0,0,1,1%,0,0%,21,68%,
6.0,2024.0,2024-10-13,6.0,6.0,24.226,WAS,@,BAL,L 23-30,,,,,,,,0,0%,0,0%,17,59%,
7.0,2024.0,2024-10-20,7.0,7.0,24.233,WAS,,CAR,W 40-7,,0.0,1,0,1,0,0,5,7%,0,0%,21,81%,
8.0,2024.0,2024-10-27,8.0,8.0,,WAS,,CHI,W 18-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9.0,2024.0,2024-11-03,9.0,9.0,,WAS,@,NYG,W 27-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10.0,2024.0,2024-11-10,10.0,10.0,,WAS,,PIT,L 27-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11.0,2024.0,2024-11-14,11.0,11.0,,WAS,@,PHI,L 18-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
