Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,20.291,MIA,@,NWE,L 11-21,,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,58%,8,42%,
2,2020,2020-09-20,2,2,20.298,MIA,,BUF,L 28-31,,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,57,94%,11,37%,
3,2020,2020-09-24,3,3,20.302,MIA,@,JAX,W 31-13,*,0,0,,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,66,100%,8,35%,
4,2020,2020-10-04,4,4,20.312,MIA,,SEA,L 23-31,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,63,100%,12,46%,
5,2020,2020-10-11,5,5,20.319,MIA,@,SFO,W 43-17,,,,,,,,,,,,,,,,0,,,0,0,0,0,0%,10,16%,3,9%,
6,2020,2020-10-18,6,6,20.326,MIA,,NYJ,W 24-0,,,,,,,,,,,,,,,,0,,,0,0,0,0,0%,13,18%,1,3%,
7,2020,2020-11-01,7,8,20.340,MIA,,LAR,W 28-17,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,7,7%,24,73%,
8,2020,2020-11-08,8,9,20.347,MIA,@,ARI,W 34-31,,2,36,18.00,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,18,64%,
9,2020,2020-11-15,9,10,20.354,MIA,,LAC,W 29-21,,,,,,,,,,,,,,,,0,,,0,0,0,0,0%,1,2%,18,62%,
10,2020,2020-11-22,10,11,20.361,MIA,@,DEN,L 13-20,,,,,,,,,,,,,,,,0,,,0,0,0,0,0%,2,3%,14,58%,
11,2020,2020-11-29,11,12,21.002,MIA,@,NYJ,W 20-3,,,,,,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,17,74%,
12,2020,2020-12-06,12,13,21.009,MIA,,CIN,W 19-7,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0%,22,42%,19,68%,
13,2020,2020-12-13,13,14,21.016,MIA,,KAN,L 27-33,,,,,,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,25,74%,
14,2020,2020-12-20,14,15,21.023,MIA,,NWE,W 22-12,,2,32,16.00,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,19,86%,
15,2020,2020-12-26,15,16,21.029,MIA,@,LVR,W 26-25,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,30,83%,
16,2020,2021-01-03,16,17,21.037,MIA,@,BUF,L 26-56,,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,9,14%,28,76%,
17,2021,2021-09-12,1,1,,MIA,@,NWE,W 17-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2021,2021-09-19,2,2,,MIA,,BUF,L 0-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2021,2021-09-26,3,3,21.303,MIA,@,LVR,L 28-31,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,15,46%,
20,2021,2021-10-03,4,4,,MIA,,IND,L 17-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2021,2021-10-10,5,5,,MIA,@,TAM,L 17-45,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
