Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
22,2021,2021-10-17,6,6,21.324,MIA,@,JAX,L 20-23,*,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,100%,0,0%,
23,2021,2021-10-24,7,7,,MIA,,ATL,L 28-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2021,2021-10-31,8,8,,MIA,@,BUF,L 11-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2021,2021-11-07,9,9,,MIA,,HOU,W 17-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2021,2021-11-11,10,10,21.349,MIA,,BAL,W 22-10,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,25,78%,
27,2021,2021-11-21,11,11,,MIA,@,NYJ,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2021,2021-11-28,12,12,22.001,MIA,,CAR,W 33-10,,,,,,,,,,,,,,,,,,,,,,0,0%,10,18%,18,64%,
29,2021,2021-12-05,13,13,22.008,MIA,,NYG,W 20-9,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,17,57%,
30,2021,2021-12-19,14,15,22.022,MIA,,NYJ,W 31-24,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,16,53%,
31,2021,2021-12-27,15,16,22.030,MIA,@,NOR,W 20-3,,,,,,,,,,,,,,,,,,,,,,0,0%,2,4%,19,73%,
32,2021,2022-01-02,16,17,,MIA,@,TEN,L 3-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2021,2022-01-09,17,18,,MIA,,NWE,W 33-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2022,2022-09-11,1,1,,MIA,,NWE,W 20-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,2022,2022-09-18,2,2,22.295,MIA,@,BAL,W 42-38,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,7,23%,
36,2022,2022-09-25,3,3,22.302,MIA,,BUF,W 21-19,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,2,9%,
37,2022,2022-09-29,4,4,,MIA,@,CIN,L 15-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,2022,2022-10-09,5,5,22.316,MIA,@,NYJ,L 17-40,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,53%,0,0%,
39,2022,2022-10-16,6,6,22.323,MIA,,MIN,L 16-24,,0,0,,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,31,60%,5,16%,
40,2022,2022-10-23,7,7,22.330,MIA,,PIT,W 16-10,*,0,0,,0,0.0,3,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,75,100%,6,23%,
41,2022,2022-10-30,8,8,22.337,MIA,@,DET,W 31-27,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,32%,0,0%,
42,2022,2022-11-06,9,9,22.344,MIA,@,CHI,W 35-32,,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,26%,0,0%,
43,2022,2022-11-13,10,10,,MIA,,CLE,W 39-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,2022,2022-11-27,11,12,,MIA,,HOU,W 30-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,2022,2022-12-04,12,13,,MIA,@,SFO,L 17-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,2022,2022-12-11,13,14,,MIA,@,LAC,L 17-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,2022,2022-12-17,14,15,23.020,MIA,@,BUF,L 29-32,*,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,42%,16,53%,
48,2022,2022-12-25,15,16,,MIA,,GNB,L 20-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
49,2022,2023-01-01,16,17,23.035,MIA,@,NWE,L 21-23,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,50%,5,19%,
50,2022,2023-01-08,17,18,,MIA,,NYJ,W 11-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,2023,2023-09-10,1,1,23.287,DAL,@,NYG,W 40-0,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,23%,13,54%,
52,2023,2023-09-17,2,2,,DAL,,NYJ,W 30-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
53,2023,2023-09-24,3,3,23.301,DAL,@,ARI,L 16-28,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,13,52%,
54,2023,2023-10-01,4,4,23.308,DAL,,NWE,W 38-3,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,15,58%,
55,2023,2023-10-08,5,5,23.315,DAL,@,SFO,L 10-42,,,,,,,,,,,,,,,,,,,,,,0,0%,9,13%,22,81%,
56,2023,2023-10-16,6,6,,DAL,@,LAC,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
57,2023,2023-10-29,7,8,,DAL,,LAR,W 43-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,2023,2023-11-05,8,9,,DAL,@,PHI,L 23-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,2023,2023-11-12,9,10,,DAL,,NYG,W 49-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,2023,2023-11-19,10,11,,DAL,@,CAR,W 33-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
61,2023,2023-11-23,11,12,,DAL,,WAS,W 45-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
62,2023,2023-11-30,12,13,,DAL,,SEA,W 41-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
63,2023,2023-12-10,13,14,,DAL,,PHI,W 33-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
64,2023,2023-12-17,14,15,24.020,DAL,@,BUF,L 10-31,,,,,,,,,,,,,,,,,,,,,,0,0%,0,0%,14,59%,
65,2023,2023-12-24,15,16,,DAL,@,MIA,L 20-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,2023,2023-12-30,16,17,,DAL,,DET,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
67,2023,2024-01-07,17,18,,DAL,@,WAS,W 38-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,2024,2024-09-08,1,1,24.286,WAS,@,TAM,L 20-37,,0,0,,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,28,44%,1,4%,
69,2024,2024-09-15,2,2,24.293,WAS,,NYG,W 21-18,,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,59%,3,14%,
70,2024,2024-09-23,3,3,24.301,WAS,@,CIN,W 38-33,*,1,25,25.00,0,0.0,4,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,84%,6,23%,
71,2024,2024-09-29,4,4,24.307,WAS,@,ARI,W 42-14,,0,0,,0,0.0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,28,48%,7,30%,
72,2024,2024-10-06,5,5,24.314,WAS,,CLE,W 34-13,*,0,0,,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,54,87%,4,13%,
73,2024,2024-10-13,6,6,24.321,WAS,@,BAL,L 23-30,,0,0,,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,35,51%,1,3%,
74,2024,2024-10-20,7,7,24.328,WAS,,CAR,W 40-7,*,0,0,,0,0.0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,21,49%,4,15%,
75,2024,2024-10-27,8,8,24.335,WAS,,CHI,W 18-15,*,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,89%,7,27%,
76,2024,2024-11-03,9,9,24.342,WAS,@,NYG,W 27-22,*,0,0,,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,54,83%,2,9%,
77,2024,2024-11-10,10,10,24.349,WAS,,PIT,L 27-28,*,0,0,,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,65%,3,9%,
78,2024,2024-11-14,11,11,24.353,WAS,@,PHI,L 18-26,*,0,0,,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,57,80%,3,11%,
