Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-10,1,1,24.049,CHI,,ATL,L 17-23,,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0%,18,31%,14,54%,
2,2017,2017-09-17,2,2,24.056,CHI,@,TAM,L 7-29,,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,38%,16,73%,
3,2017,2017-09-24,3,3,24.063,CHI,,PIT,W 23-17,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,11,17%,13,48%,
4,2017,2017-09-28,4,4,24.067,CHI,@,GNB,L 14-35,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,11,20%,17,65%,
5,2017,2017-10-09,5,5,24.078,CHI,,MIN,L 17-20,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,7,10%,16,57%,
6,2017,2017-10-15,6,6,24.084,CHI,@,BAL,W 27-24,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,7,10%,21,57%,
7,2017,2017-10-22,7,7,24.091,CHI,,CAR,W 17-3,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,4,6%,6,27%,
8,2017,2017-10-29,,8,,CHI,@,NOR,L 12-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2017,2017-11-12,,10,,CHI,,GNB,L 16-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2017,2017-11-19,10,11,24.119,CHI,,DET,L 24-27,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,5,17%,
11,2017,2017-11-26,,12,,CHI,@,PHI,L 3-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2017,2017-12-03,12,13,24.133,CHI,,SFO,L 14-15,,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,21,28%,5,22%,
13,2017,2017-12-10,13,14,24.140,CHI,@,CIN,W 33-7,,0,0,,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,20,37%,5,21%,
14,2017,2017-12-16,14,15,24.146,CHI,@,DET,L 10-20,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,26,41%,15,65%,
15,2017,2017-12-24,15,16,24.154,CHI,,CLE,W 20-3,,1,7,7.00,0,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,22,37%,13,52%,
16,2017,2017-12-31,16,17,24.161,CHI,@,MIN,L 10-23,,0,0,,0,1.0,3,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,38,51%,18,62%,
17,2018,2018-09-09,1,1,25.048,CHI,@,GNB,L 23-24,,0,0,,0,1.0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0%,22,37%,4,14%,
18,2018,2018-09-17,2,2,25.056,CHI,,SEA,W 24-17,,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,25,38%,4,15%,
19,2018,2018-09-23,3,3,25.062,CHI,@,ARI,W 16-14,,0,0,,0,0.0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,18,36%,4,18%,
20,2018,2018-09-30,4,4,25.069,CHI,,TAM,W 48-10,,0,0,,0,0.5,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,32,51%,2,7%,
21,2018,2018-10-14,5,6,25.083,CHI,@,MIA,L 28-31,,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,23,29%,9,32%,
22,2018,2018-10-21,6,7,25.090,CHI,,NWE,L 31-38,,0,0,,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,16,25%,6,18%,
23,2018,2018-10-28,7,8,25.097,CHI,,NYJ,W 24-10,,0,0,,0,0.0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,16,30%,2,7%,
24,2018,2018-11-04,8,9,25.104,CHI,@,BUF,W 41-9,,0,0,,0,1.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,33,36%,11,38%,
25,2018,2018-11-11,9,10,25.111,CHI,,DET,W 34-22,,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,26,33%,10,37%,
26,2018,2018-11-18,10,11,25.118,CHI,,MIN,W 25-20,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,1%,20,30%,8,36%,
27,2018,2018-11-22,11,12,25.122,CHI,@,DET,W 23-16,,0,0,,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,15,23%,5,21%,
28,2018,2018-12-02,12,13,25.132,CHI,@,NYG,L 27-30,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,1%,17,24%,14,38%,
29,2018,2018-12-09,13,14,25.139,CHI,,LAR,W 15-6,,0,0,,0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1%,30,48%,10,42%,
30,2018,2018-12-16,14,15,25.146,CHI,,GNB,W 24-17,,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,24,35%,11,41%,
31,2018,2018-12-23,15,16,25.153,CHI,@,SFO,W 14-9,,0,0,,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,20,36%,7,37%,
32,2018,2018-12-30,16,17,25.160,CHI,@,MIN,W 24-10,,0,0,,0,0.5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,16,28%,8,36%,
33,2019,2019-09-05,1,1,26.044,CHI,,GNB,L 3-10,,0,0,,0,1.0,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,25,41%,2,8%,
34,2019,2019-09-15,2,2,26.054,CHI,@,DEN,W 16-14,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,36,44%,4,16%,
35,2019,2019-09-23,3,3,26.062,CHI,@,WAS,W 31-15,*,0,0,,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,30,39%,9,43%,
36,2019,2019-09-29,4,4,26.068,CHI,,MIN,W 16-6,*,0,0,,0,1.5,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,36,60%,6,30%,
37,2019,2019-10-06,5,5,26.075,CHI,@,OAK,L 21-24,,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,72%,9,32%,
38,2019,2019-10-20,6,7,26.089,CHI,,NOR,L 25-36,*,0,0,,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,44,58%,13,37%,
39,2019,2019-10-27,7,8,26.096,CHI,,LAC,L 16-17,,0,0,,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,19,42%,15,58%,
40,2019,2019-11-03,8,9,26.103,CHI,@,PHI,L 14-22,*,0,0,,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,46,55%,7,24%,
41,2019,2019-11-10,9,10,26.110,CHI,,DET,W 20-13,*,0,0,,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,50,61%,10,33%,
42,2019,2019-11-17,10,11,26.117,CHI,@,LAR,L 7-17,*,0,0,,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,57%,11,44%,
43,2019,2019-11-24,11,12,26.124,CHI,,NYG,W 19-14,,0,0,,0,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,28,47%,8,30%,
44,2019,2019-11-28,12,13,26.128,CHI,@,DET,W 24-20,,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,38,51%,10,37%,
45,2019,2019-12-05,13,14,26.135,CHI,,DAL,W 31-24,,,,,,,,,,,,,,,,0,,,0,0,0,0,0%,35,48%,9,30%,
46,2019,2019-12-15,,15,,CHI,@,GNB,L 13-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,2019,2019-12-22,15,16,26.152,CHI,,KAN,L 3-26,,0,0,,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,65%,6,30%,
48,2019,2019-12-29,16,17,26.159,CHI,@,MIN,W 21-19,*,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,61%,10,40%,
49,2020,2020-09-13,1,1,27.052,CHI,@,DET,W 27-23,*,0,0,,0,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,37,47%,13,40%,
50,2020,2020-09-20,2,2,27.059,CHI,,NYG,W 17-13,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,51%,9,41%,
51,2020,2020-09-27,3,3,27.066,CHI,@,ATL,W 30-26,*,0,0,,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,37,54%,12,34%,
52,2020,2020-10-04,4,4,27.073,CHI,,IND,L 11-19,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,47%,6,22%,
53,2020,2020-10-08,5,5,27.077,CHI,,TAM,W 20-19,,0,0,,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,37,52%,9,32%,
54,2020,2020-10-18,6,6,27.087,CHI,@,CAR,W 23-16,,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18,26%,10,38%,
55,2020,2020-10-26,7,7,27.095,CHI,@,LAR,L 10-24,*,0,0,,0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,34,47%,10,40%,
56,2020,2020-11-01,8,8,27.101,CHI,,NOR,L 23-26,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,15,20%,11,31%,
57,2020,2020-11-08,9,9,,CHI,@,TEN,L 17-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,2020,2020-11-16,10,10,,CHI,,MIN,L 13-19,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
59,2020,2020-11-29,11,12,,CHI,@,GNB,L 25-41,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
