Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rt,Yds,Y/Rt,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
60,2020,2020-12-06,12,13,,CHI,,DET,L 30-34,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
61,2020,2020-12-13,13,14,,CHI,,HOU,W 36-7,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
62,2020,2020-12-20,14,15,,CHI,@,MIN,W 33-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
63,2020,2020-12-27,15,16,,CHI,@,JAX,W 41-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
64,2020,2021-01-03,16,17,,CHI,,GNB,L 16-35,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
65,2021,2021-09-12,1,1,28.051,JAX,@,HOU,L 21-37,*,0,0,,0,0.0,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,45,58%,7,20%,
66,2021,2021-09-19,2,2,28.058,JAX,,DEN,L 13-23,*,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,49%,3,12%,
67,2021,2021-09-26,3,3,,JAX,,ARI,L 19-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,2021,2021-09-30,4,4,,JAX,@,CIN,L 21-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
69,2021,2021-10-10,5,5,,JAX,,TEN,L 19-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,2021,2021-10-17,6,6,28.086,JAX,,MIA,W 23-20,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,54%,4,14%,
71,2021,2021-10-31,7,8,28.100,JAX,@,SEA,L 7-31,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,53%,5,22%,
72,2021,2021-11-07,8,9,28.107,JAX,,BUF,W 9-6,*,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,39,58%,2,10%,
73,2021,2021-11-14,9,10,28.114,JAX,@,IND,L 17-23,*,0,0,,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,39,61%,5,16%,
74,2021,2021-11-21,10,11,28.121,JAX,,SFO,L 10-30,*,0,0,,0,1.0,2,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,38,55%,6,26%,
75,2021,2021-11-28,11,12,28.128,JAX,,ATL,L 14-21,*,0,0,,0,1.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,37,62%,4,18%,
76,2021,2021-12-05,12,13,28.135,JAX,@,LAR,L 7-37,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,56%,0,0%,
77,2021,2021-12-12,13,14,28.142,JAX,@,TEN,L 0-20,*,0,0,,0,1.0,4,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,50,70%,0,0%,
78,2021,2021-12-19,14,15,28.149,JAX,,HOU,L 16-30,*,0,0,,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,63%,0,0%,
79,2021,2021-12-26,15,16,28.156,JAX,@,NYJ,L 21-26,*,0,0,,0,0.0,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,40,69%,0,0%,
80,2021,2022-01-02,16,17,28.163,JAX,@,NWE,L 10-50,*,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,63%,0,0%,
81,2021,2022-01-09,17,18,28.170,JAX,,IND,W 26-11,*,0,0,,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,37,65%,1,5%,
82,2022,2022-09-11,1,1,29.050,JAX,@,WAS,L 22-28,*,0,0,,0,0.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,44,57%,0,0%,
83,2022,2022-09-18,2,2,29.057,JAX,,IND,W 24-0,*,0,0,,0,1.0,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,26,52%,0,0%,
84,2022,2022-09-25,3,3,29.064,JAX,@,LAC,W 38-10,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,26,43%,2,8%,
85,2022,2022-10-02,4,4,29.071,JAX,@,PHI,L 21-29,*,0,0,,0,0.0,3,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,80%,5,21%,
86,2022,2022-10-09,5,5,29.078,JAX,,HOU,L 6-13,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,74%,4,19%,
87,2022,2022-10-16,6,6,29.085,JAX,@,IND,L 27-34,*,0,0,,0,0.0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,49,60%,4,16%,
88,2022,2022-10-23,7,7,29.092,JAX,,NYG,L 17-23,*,0,0,,0,0.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,52,67%,6,27%,
89,2022,2022-10-30,8,8,29.099,JAX,,DEN,L 17-21,*,0,0,,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,53%,3,12%,
90,2022,2022-11-06,9,9,29.106,JAX,,LVR,W 27-20,*,0,0,,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,49%,0,0%,
91,2022,2022-11-13,10,10,29.113,JAX,@,KAN,L 17-27,*,0,0,,0,0.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,38,60%,0,0%,
92,2022,2022-11-27,11,12,29.127,JAX,,BAL,W 28-27,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,56%,0,0%,
93,2022,2022-12-04,12,13,29.134,JAX,@,DET,L 14-40,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,57%,0,0%,
94,2022,2022-12-11,13,14,29.141,JAX,@,TEN,W 36-22,*,0,0,,0,0.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,37,55%,0,0%,
95,2022,2022-12-18,14,15,29.148,JAX,,DAL,W 40-34,*,0,0,,0,0.0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,53,71%,0,0%,
96,2022,2022-12-22,15,16,29.152,JAX,@,NYJ,W 19-3,*,0,0,,0,1.0,1,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0%,49,83%,1,5%,
97,2022,2023-01-01,16,17,29.162,JAX,@,HOU,W 31-3,*,0,0,,0,0.0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,35,50%,0,0%,
98,2022,2023-01-07,17,18,29.168,JAX,,TEN,W 20-16,*,0,0,,0,1.0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,52,69%,1,4%,
99,2023,2023-09-10,1,1,30.049,JAX,@,IND,W 31-21,*,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,67%,4,14%,
100,2023,2023-09-17,2,2,30.056,JAX,,KAN,L 9-17,*,0,0,,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,41,61%,4,18%,
101,2023,2023-09-24,3,3,30.063,JAX,,HOU,L 17-37,*,0,0,,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,73%,7,24%,
102,2023,2023-10-01,4,4,30.070,JAX,,ATL,W 23-7,*,0,0,,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,38,66%,2,9%,
103,2023,2023-10-08,5,5,30.077,JAX,@,BUF,W 25-20,*,0,0,,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,68%,4,16%,
104,2023,2023-10-15,6,6,30.084,JAX,,IND,W 37-20,*,0,0,,0,0.5,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0%,46,59%,5,16%,
105,2023,2023-10-19,7,7,30.088,JAX,@,NOR,W 31-24,*,0,0,,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,53,59%,6,19%,
106,2023,2023-10-29,8,8,30.098,JAX,@,PIT,W 20-10,*,0,0,,0,0.0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,41,61%,5,19%,
107,2023,2023-11-12,9,10,30.112,JAX,,SFO,L 3-34,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,44%,6,26%,
108,2023,2023-11-19,10,11,30.119,JAX,,TEN,W 34-14,*,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,23,58%,5,20%,
109,2023,2023-11-26,11,12,30.126,JAX,@,HOU,W 24-21,*,0,0,,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,35,58%,5,19%,
110,2023,2023-12-04,12,13,30.134,JAX,,CIN,L 31-34,*,0,0,,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,48,66%,7,22%,
111,2023,2023-12-10,13,14,30.140,JAX,@,CLE,L 27-31,*,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,70%,7,21%,
112,2023,2023-12-17,14,15,30.147,JAX,,BAL,L 7-23,*,0,0,,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,39,56%,5,23%,
113,2023,2023-12-24,15,16,30.154,JAX,@,TAM,L 12-30,*,0,0,,0,1.0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,39,53%,6,30%,
114,2023,2023-12-31,16,17,30.161,JAX,,CAR,W 26-0,*,0,0,,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,30,56%,0,0%,
115,2023,2024-01-07,17,18,30.168,JAX,@,TEN,L 20-28,*,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,73%,4,18%,
116,2024,2024-09-08,1,1,31.047,JAX,@,MIA,L 17-20,*,0,0,,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,42,59%,5,20%,
117,2024,2024-09-15,2,2,31.054,JAX,,CLE,L 13-18,*,0,0,,0,0.0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,68%,4,15%,
118,2024,2024-09-23,3,3,31.062,JAX,@,BUF,L 10-47,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,42%,8,32%,
119,2024,2024-09-29,4,4,31.068,JAX,@,HOU,L 20-24,,0,0,,0,1.0,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,34,45%,5,17%,
120,2024,2024-10-06,5,5,31.075,JAX,,IND,W 37-34,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,46%,6,18%,
121,2024,2024-10-13,6,6,31.082,JAX,@,CHI,L 16-35,,0,0,,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,26,39%,6,25%,
122,2024,2024-10-20,7,7,31.089,SEA,@,ATL,W 34-14,,0,0,,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,37%,1,4%,
123,2024,2024-10-27,8,8,31.096,SEA,,BUF,L 10-31,,0,0,,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,29,38%,6,26%,
124,2024,2024-11-03,9,9,31.103,SEA,,LAR,L 20-26,,0,0,,0,0.0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,26,34%,7,22%,
125,2024,2024-11-17,10,11,31.117,SEA,@,SFO,W 20-17,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,30%,3,14%,
126,2024,2024-11-24,11,12,31.124,SEA,,ARI,W 16-6,,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,17,29%,4,17%,
