Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
14,2019,2019-12-15,14,15,22.025,DEN,@,KAN,L 3-23,*,3,2,56,28.00,0,66.7%,18.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,46%,0,0%,0,0%,
15,2019,2019-12-22,15,16,22.032,DEN,,DET,W 27-17,*,2,2,10,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,58%,0,0%,0,0%,
16,2019,2019-12-29,16,17,22.039,DEN,,OAK,W 16-15,,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,59%,0,0%,0,0%,
17,2020,2020-09-14,1,1,22.299,DEN,,TEN,L 14-16,*,6,5,81,16.20,1,83.3%,13.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,73%,0,0%,0,0%,
18,2020,2020-09-20,2,2,22.305,DEN,@,PIT,L 21-26,*,5,4,57,14.25,1,80.0%,11.40,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,61,79%,0,0%,0,0%,
19,2020,2020-09-27,3,3,22.312,DEN,,TAM,L 10-28,*,10,5,46,9.20,0,50.0%,4.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,84%,0,0%,0,0%,
20,2020,2020-10-01,4,4,22.316,DEN,@,NYJ,W 37-28,*,6,5,35,7.00,0,83.3%,5.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,50%,0,0%,0,0%,
21,2020,2020-10-18,5,6,,DEN,@,NWE,W 18-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,2020,2020-10-25,6,7,22.340,DEN,,KAN,L 16-43,*,7,3,38,12.67,0,42.9%,5.43,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,70%,0,0%,0,0%,
23,2020,2020-11-01,7,8,22.347,DEN,,LAC,W 31-30,*,9,7,47,6.71,0,77.8%,5.22,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,78%,0,0%,0,0%,
24,2020,2020-11-08,8,9,22.354,DEN,@,ATL,L 27-34,*,3,3,45,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,78%,0,0%,0,0%,
25,2020,2020-11-15,9,10,22.361,DEN,@,LVR,L 12-37,,7,3,18,6.00,0,42.9%,2.57,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,85%,0,0%,0,0%,
26,2020,2020-11-22,10,11,23.002,DEN,,MIA,W 20-13,*,5,4,55,13.75,0,80.0%,11.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,75%,0,0%,0,0%,
27,2020,2020-11-29,11,12,23.009,DEN,,NOR,L 3-31,*,2,1,13,13.00,0,50.0%,6.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,70%,0,0%,0,0%,
28,2020,2020-12-06,12,13,23.016,DEN,@,KAN,L 16-22,*,7,4,57,14.25,0,57.1%,8.14,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,82%,0,0%,0,0%,
29,2020,2020-12-13,13,14,23.023,DEN,@,CAR,W 32-27,*,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,5,8%,0,0%,0,0%,
30,2020,2020-12-19,14,15,23.029,DEN,,BUF,L 19-48,*,11,8,68,8.50,1,72.7%,6.18,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,69%,0,0%,0,0%,
31,2020,2020-12-27,15,16,23.037,DEN,@,LAC,L 16-19,*,9,6,65,10.83,0,66.7%,7.22,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,83%,0,0%,0,0%,
32,2020,2021-01-03,16,17,23.044,DEN,,LVR,L 31-32,*,6,4,48,12.00,0,66.7%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,73,90%,0,0%,0,0%,
33,2021,2021-09-12,1,1,23.296,DEN,@,NYG,W 27-13,*,8,6,62,10.33,0,75.0%,7.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,77%,0,0%,0,0%,
34,2021,2021-09-19,2,2,23.303,DEN,@,JAX,W 23-13,*,6,4,33,8.25,1,66.7%,5.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,77%,0,0%,0,0%,
35,2021,2021-09-26,3,3,23.310,DEN,,NYJ,W 26-0,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,87%,0,0%,0,0%,
36,2021,2021-10-03,4,4,23.317,DEN,,BAL,L 7-23,*,10,6,46,7.67,1,60.0%,4.60,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,57,93%,0,0%,0,0%,
37,2021,2021-10-10,5,5,23.324,DEN,@,PIT,L 19-27,*,4,3,20,6.67,0,75.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,97%,0,0%,0,0%,
38,2021,2021-10-17,6,6,23.331,DEN,,LVR,L 24-34,*,11,9,97,10.78,1,81.8%,8.82,0,0,,0,,1,6,0.0,2,0,2,0,0,0,0,0,0,0,0,72,89%,0,0%,0,0%,
39,2021,2021-10-21,7,7,23.335,DEN,@,CLE,L 14-17,*,7,5,39,7.80,0,71.4%,5.57,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,90%,0,0%,0,0%,
40,2021,2021-10-31,8,8,23.345,DEN,,WAS,W 17-10,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,77%,0,0%,0,0%,
41,2021,2021-11-07,9,9,,DEN,@,DAL,W 30-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,2021,2021-11-14,10,10,23.359,DEN,,PHI,L 13-30,*,6,5,59,11.80,0,83.3%,9.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,76%,0,0%,0,0%,
43,2021,2021-11-28,11,12,24.008,DEN,,LAC,W 28-13,*,4,3,12,4.00,0,75.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,85%,0,0%,0,0%,
44,2021,2021-12-05,12,13,24.015,DEN,@,KAN,L 9-22,*,4,4,33,8.25,0,100.0%,8.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,75%,0,0%,0,0%,
45,2021,2021-12-12,13,14,24.022,DEN,,DET,W 38-10,*,4,4,51,12.75,0,100.0%,12.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,74%,0,0%,0,0%,
46,2021,2021-12-19,14,15,24.029,DEN,,CIN,L 10-15,*,6,5,57,11.40,0,83.3%,9.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,80%,0,0%,0,0%,
47,2021,2021-12-26,15,16,24.036,DEN,@,LVR,L 13-17,*,4,3,30,10.00,0,75.0%,7.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,90%,0,0%,0,0%,
48,2021,2022-01-02,16,17,24.043,DEN,@,LAC,L 13-34,*,7,6,92,15.33,1,85.7%,13.14,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,88%,0,0%,0,0%,
49,2021,2022-01-08,17,18,24.049,DEN,,KAN,L 24-28,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,96%,0,0%,0,0%,
50,2022,2022-09-12,1,1,24.296,SEA,,DEN,W 17-16,*,4,3,16,5.33,0,75.0%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,56%,0,0%,0,0%,
51,2022,2022-09-18,2,2,24.302,SEA,@,SFO,L 7-27,*,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,53%,0,0%,0,0%,
52,2022,2022-09-25,3,3,24.309,SEA,,ATL,L 23-27,*,4,4,27,6.75,0,100.0%,6.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,55%,0,0%,0,0%,
53,2022,2022-10-02,4,4,24.316,SEA,@,DET,W 48-45,*,1,1,2,2.00,1,100.0%,2.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,41,58%,0,0%,3,9%,
54,2022,2022-10-09,5,5,24.323,SEA,@,NOR,L 32-39,*,5,3,49,16.33,0,60.0%,9.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,60%,0,0%,0,0%,
55,2022,2022-10-16,6,6,24.330,SEA,,ARI,W 19-9,*,7,6,45,7.50,0,85.7%,6.43,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,63%,0,0%,0,0%,
56,2022,2022-10-23,7,7,24.337,SEA,@,LAC,W 37-23,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,73%,0,0%,1,3%,
57,2022,2022-10-30,8,8,24.344,SEA,,NYG,W 27-13,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,72%,0,0%,0,0%,
58,2022,2022-11-06,9,9,24.351,SEA,@,ARI,W 31-21,*,6,5,96,19.20,0,83.3%,16.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,60%,0,0%,0,0%,
59,2022,2022-11-13,10,10,24.358,SEA,@,TAM,L 16-21,*,4,3,34,11.33,0,75.0%,8.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,52%,0,0%,0,0%,
60,2022,2022-11-27,11,12,25.007,SEA,,LVR,L 34-40,,3,3,34,11.33,0,100.0%,11.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,62%,0,0%,0,0%,
61,2022,2022-12-04,12,13,25.014,SEA,@,LAR,W 27-23,*,5,4,42,10.50,1,80.0%,8.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,45,67%,0,0%,0,0%,
62,2022,2022-12-11,13,14,25.021,SEA,,CAR,L 24-30,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,56%,0,0%,0,0%,
63,2022,2022-12-15,14,15,25.025,SEA,,SFO,L 13-21,*,6,5,32,6.40,1,83.3%,5.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,33,52%,0,0%,0,0%,
64,2022,2022-12-24,15,16,25.034,SEA,@,KAN,L 10-24,*,3,2,12,6.00,1,66.7%,4.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,42,55%,0,0%,2,8%,
65,2022,2023-01-01,16,17,25.042,SEA,,NYJ,W 23-6,*,3,2,40,20.00,0,66.7%,13.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,63%,0,0%,0,0%,
66,2022,2023-01-08,17,18,25.049,SEA,,LAR,W 19-16,*,4,4,20,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,64%,0,0%,0,0%,
67,2023,2023-09-10,1,1,25.294,SEA,,LAR,L 13-30,*,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,25,49%,0,0%,0,0%,
68,2023,2023-09-17,2,2,25.301,SEA,@,DET,W 37-31,*,4,4,56,14.00,0,100.0%,14.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,47%,0,0%,0,0%,
69,2023,2023-09-24,3,3,25.308,SEA,,CAR,W 37-27,*,5,4,41,10.25,0,80.0%,8.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,63%,0,0%,1,3%,
70,2023,2023-10-02,4,4,25.316,SEA,@,NYG,W 24-3,*,2,2,63,31.50,0,100.0%,31.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,45%,0,0%,0,0%,
71,2023,2023-10-15,5,6,25.329,SEA,@,CIN,L 13-17,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,42%,0,0%,0,0%,
72,2023,2023-10-22,6,7,25.336,SEA,,ARI,W 20-10,*,1,1,25,25.00,0,100.0%,25.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,60%,0,0%,0,0%,
73,2023,2023-10-29,7,8,25.343,SEA,,CLE,W 24-20,*,3,2,32,16.00,0,66.7%,10.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,59%,0,0%,0,0%,
74,2023,2023-11-05,8,9,25.350,SEA,@,BAL,L 3-37,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,53%,0,0%,0,0%,
75,2023,2023-11-12,9,10,25.357,SEA,,WAS,W 29-26,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,59%,0,0%,0,0%,
76,2023,2023-11-19,10,11,25.364,SEA,@,LAR,L 16-17,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,62%,0,0%,0,0%,
77,2023,2023-11-23,11,12,26.003,SEA,,SFO,L 13-31,*,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,59%,0,0%,0,0%,
78,2023,2023-11-30,12,13,26.010,SEA,@,DAL,L 35-41,*,4,3,43,14.33,0,75.0%,10.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,64%,0,0%,0,0%,
79,2023,2023-12-10,13,14,26.020,SEA,@,SFO,L 16-28,*,4,2,35,17.50,0,50.0%,8.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,61%,0,0%,0,0%,
80,2023,2023-12-18,14,15,26.028,SEA,,PHI,W 20-17,*,5,3,16,5.33,0,60.0%,3.20,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,62%,0,0%,0,0%,
81,2023,2023-12-24,15,16,26.034,SEA,@,TEN,W 20-17,*,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,47,76%,0,0%,0,0%,
82,2023,2023-12-31,16,17,26.041,SEA,,PIT,L 23-30,*,6,5,59,11.80,0,83.3%,9.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,45%,0,0%,0,0%,
83,2023,2024-01-07,17,18,26.048,SEA,@,ARI,W 21-20,*,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,8,15%,0,0%,0,0%,
84,2024,2024-09-08,1,1,26.293,SEA,,DEN,W 26-20,*,4,2,11,5.50,0,50.0%,2.75,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,75%,0,0%,0,0%,
85,2024,2024-09-15,2,2,26.300,SEA,@,NWE,W 23-20,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,81%,0,0%,0,0%,
86,2024,2024-09-22,3,3,26.307,SEA,,MIA,W 24-3,,6,6,60,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,28,44%,0,0%,0,0%,
87,2024,2024-09-30,4,4,26.315,SEA,@,DET,L 29-42,*,2,2,26,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,57%,0,0%,0,0%,
88,2024,2024-10-06,5,5,26.321,SEA,,NYG,L 20-29,*,3,3,24,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,69%,0,0%,0,0%,
89,2024,2024-10-10,6,6,26.325,SEA,,SFO,L 24-36,,6,6,63,10.50,0,100.0%,10.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,69%,0,0%,0,0%,
90,2024,2024-10-20,7,7,26.335,SEA,@,ATL,W 34-14,,4,4,65,16.25,0,100.0%,16.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,53%,0,0%,0,0%,
91,2024,2024-10-27,8,8,26.342,SEA,,BUF,L 10-31,*,4,3,22,7.33,0,75.0%,5.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,61%,0,0%,0,0%,
92,2024,2024-11-03,9,9,,SEA,,LAR,L 20-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
93,2024,2024-11-17,10,11,,SEA,@,SFO,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
94,2024,2024-11-24,11,12,,SEA,,ARI,W 16-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
