Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
25,2020,2020-11-15,9,10,22.337,SEA,@,LAR,L 16-23,*,4,2,28,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,0,0%,
26,2020,2020-11-19,10,11,22.341,SEA,,ARI,W 28-21,*,5,3,46,15.33,1,60.0%,9.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,92%,0,0%,0,0%,
27,2020,2020-11-30,11,12,22.352,SEA,@,PHI,W 23-17,*,13,10,177,17.70,0,76.9%,13.62,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,82%,0,0%,1,4%,
28,2020,2020-12-06,12,13,22.358,SEA,,NYG,L 12-17,*,8,5,80,16.00,0,62.5%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,97%,0,0%,0,0%,
29,2020,2020-12-13,13,14,22.365,SEA,,NYJ,W 40-3,*,8,6,61,10.17,1,75.0%,7.63,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,63%,0,0%,0,0%,
30,2020,2020-12-20,14,15,23.006,SEA,@,WAS,W 20-15,*,6,5,43,8.60,0,83.3%,7.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,89%,0,0%,0,0%,
31,2020,2020-12-27,15,16,23.013,SEA,,LAR,W 20-9,*,8,6,59,9.83,0,75.0%,7.38,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,97%,0,0%,0,0%,
32,2020,2021-01-03,16,17,23.020,SEA,@,SFO,W 26-23,*,9,3,21,7.00,0,33.3%,2.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,88%,0,0%,1,3%,
33,2021,2021-09-12,1,1,23.272,SEA,@,IND,W 28-16,*,5,4,60,15.00,1,80.0%,12.00,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,93%,0,0%,1,4%,
34,2021,2021-09-19,2,2,23.279,SEA,,TEN,L 30-33,*,11,6,53,8.83,0,54.5%,4.82,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,94%,0,0%,0,0%,
35,2021,2021-09-26,3,3,23.286,SEA,@,MIN,L 17-30,*,9,6,107,17.83,1,66.7%,11.89,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,89%,0,0%,0,0%,
36,2021,2021-10-03,4,4,23.293,SEA,@,SFO,W 28-21,*,8,4,65,16.25,1,50.0%,8.13,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,82%,0,0%,1,3%,
37,2021,2021-10-07,5,5,23.297,SEA,,LAR,L 17-26,*,5,5,98,19.60,2,100.0%,19.60,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,48,74%,0,0%,0,0%,
38,2021,2021-10-17,6,6,23.307,SEA,@,PIT,L 20-23,*,7,6,58,9.67,0,85.7%,8.29,0,0,,0,,0,0,0.0,1,0,1,0,0,1,0,0,0,0,0,49,75%,0,0%,0,0%,
39,2021,2021-10-25,7,7,23.315,SEA,,NOR,L 10-13,*,5,2,96,48.00,1,40.0%,19.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,82%,0,0%,0,0%,
40,2021,2021-10-31,8,8,23.321,SEA,,JAX,W 31-7,*,6,6,43,7.17,2,100.0%,7.17,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,41,72%,0,0%,1,4%,
41,2021,2021-11-14,9,10,23.335,SEA,@,GNB,L 0-17,*,8,3,26,8.67,0,37.5%,3.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,74%,0,0%,0,0%,
42,2021,2021-11-21,10,11,23.342,SEA,,ARI,L 13-23,*,8,4,31,7.75,0,50.0%,3.88,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,92%,0,0%,0,0%,
43,2021,2021-11-29,11,12,23.350,SEA,@,WAS,L 15-17,*,4,1,13,13.00,0,25.0%,3.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,94%,0,0%,0,0%,
44,2021,2021-12-05,12,13,23.356,SEA,,SFO,W 30-23,*,8,5,60,12.00,0,62.5%,7.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,89%,0,0%,0,0%,
45,2021,2021-12-12,13,14,23.363,SEA,@,HOU,W 33-13,*,8,4,43,10.75,0,50.0%,5.38,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,74%,0,0%,1,4%,
46,2021,2021-12-21,14,15,24.007,SEA,@,LAR,L 10-20,*,12,6,52,8.67,0,50.0%,4.33,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,93%,0,0%,0,0%,
47,2021,2021-12-26,15,16,24.012,SEA,,CHI,L 24-25,*,5,2,41,20.50,1,40.0%,8.20,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,88%,0,0%,0,0%,
48,2021,2022-01-02,16,17,24.019,SEA,,DET,W 51-29,*,9,6,63,10.50,3,66.7%,7.00,1,6,6.00,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,48,67%,0,0%,2,6%,
49,2021,2022-01-09,17,18,24.026,SEA,@,ARI,W 38-30,*,11,5,58,11.60,0,45.5%,5.27,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,51,88%,0,0%,1,3%,
50,2022,2022-09-12,1,1,24.272,SEA,,DEN,W 17-16,*,7,7,36,5.14,0,100.0%,5.14,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,45,82%,0,0%,0,0%,
51,2022,2022-09-18,2,2,24.278,SEA,@,SFO,L 7-27,*,6,4,35,8.75,0,66.7%,5.83,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,92%,0,0%,0,0%,
52,2022,2022-09-25,3,3,24.285,SEA,,ATL,L 23-27,*,12,5,64,12.80,1,41.7%,5.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,93%,0,0%,0,0%,
53,2022,2022-10-02,4,4,24.292,SEA,@,DET,W 48-45,*,10,7,149,21.29,0,70.0%,14.90,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,76%,0,0%,1,3%,
54,2022,2022-10-09,5,5,24.299,SEA,@,NOR,L 32-39,*,8,5,88,17.60,1,62.5%,11.00,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,50,96%,0,0%,0,0%,
55,2022,2022-10-16,6,6,24.306,SEA,,ARI,W 19-9,*,7,2,34,17.00,0,28.6%,4.86,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,81%,0,0%,0,0%,
56,2022,2022-10-23,7,7,24.313,SEA,@,LAC,W 37-23,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,28%,0,0%,0,0%,
57,2022,2022-10-30,8,8,24.320,SEA,,NYG,W 27-13,*,10,6,55,9.17,1,60.0%,5.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,40,63%,0,0%,0,0%,
58,2022,2022-11-06,9,9,24.327,SEA,@,ARI,W 31-21,*,6,5,37,7.40,1,83.3%,6.17,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,59,81%,0,0%,1,4%,
59,2022,2022-11-13,10,10,24.334,SEA,@,TAM,L 16-21,*,9,6,71,11.83,0,66.7%,7.89,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,90%,0,0%,0,0%,
60,2022,2022-11-27,11,12,24.348,SEA,,LVR,L 34-40,*,15,11,90,8.18,0,73.3%,6.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,
61,2022,2022-12-04,12,13,24.355,SEA,@,LAR,W 27-23,*,8,8,127,15.88,1,100.0%,15.88,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,58,87%,0,0%,0,0%,
62,2022,2022-12-11,13,14,24.362,SEA,,CAR,L 24-30,*,10,5,71,14.20,1,50.0%,7.10,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,91%,0,0%,0,0%,
63,2022,2022-12-15,14,15,25.001,SEA,,SFO,L 13-21,*,9,7,55,7.86,0,77.8%,6.11,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,95%,0,0%,0,0%,
64,2022,2022-12-24,15,16,25.010,SEA,@,KAN,L 10-24,*,9,7,81,11.57,0,77.8%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,91%,0,0%,0,0%,
65,2022,2023-01-01,16,17,25.018,SEA,,NYJ,W 23-6,*,5,1,3,3.00,0,20.0%,0.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,82%,0,0%,0,0%,
66,2022,2023-01-08,17,18,25.025,SEA,,LAR,W 19-16,*,8,3,40,13.33,0,37.5%,5.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,58,83%,0,0%,0,0%,
67,2023,2023-09-10,1,1,25.270,SEA,,LAR,L 13-30,*,5,3,47,15.67,1,60.0%,9.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,94%,0,0%,0,0%,
68,2023,2023-09-17,2,2,25.277,SEA,@,DET,W 37-31,*,6,6,75,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,83%,0,0%,1,4%,
69,2023,2023-09-24,3,3,25.284,SEA,,CAR,W 37-27,*,8,6,112,18.67,0,75.0%,14.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,72%,0,0%,1,3%,
70,2023,2023-10-02,4,4,25.292,SEA,@,NYG,W 24-3,*,4,3,34,11.33,1,75.0%,8.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,71%,0,0%,0,0%,
71,2023,2023-10-15,5,6,25.305,SEA,@,CIN,L 13-17,*,9,4,69,17.25,0,44.4%,7.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,78%,0,0%,0,0%,
72,2023,2023-10-22,6,7,,SEA,,ARI,W 20-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
73,2023,2023-10-29,7,8,25.319,SEA,,CLE,W 24-20,*,14,5,67,13.40,0,35.7%,4.79,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,78%,0,0%,0,0%,
74,2023,2023-11-05,8,9,25.326,SEA,@,BAL,L 3-37,*,4,1,50,50.00,0,25.0%,12.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,86%,0,0%,0,0%,
75,2023,2023-11-12,9,10,25.333,SEA,,WAS,W 29-26,*,12,7,98,14.00,0,58.3%,8.17,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,89%,0,0%,0,0%,
76,2023,2023-11-19,10,11,25.340,SEA,@,LAR,L 16-17,*,9,5,94,18.80,1,55.6%,10.44,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,46,71%,0,0%,0,0%,
77,2023,2023-11-23,11,12,25.344,SEA,,SFO,L 13-31,*,9,3,32,10.67,0,33.3%,3.56,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,86%,0,0%,0,0%,
78,2023,2023-11-30,12,13,25.351,SEA,@,DAL,L 35-41,*,8,6,134,22.33,3,75.0%,16.75,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,62,90%,0,0%,0,0%,
79,2023,2023-12-10,13,14,25.361,SEA,@,SFO,L 16-28,*,5,2,52,26.00,1,40.0%,10.40,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,90%,0,0%,0,0%,
80,2023,2023-12-18,14,15,26.004,SEA,,PHI,W 20-17,*,6,5,78,15.60,0,83.3%,13.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,
81,2023,2023-12-24,15,16,26.010,SEA,@,TEN,W 20-17,*,6,4,56,14.00,1,66.7%,9.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,55,89%,0,0%,0,0%,
82,2023,2023-12-31,16,17,26.017,SEA,,PIT,L 23-30,*,8,5,106,21.20,0,62.5%,13.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,47,96%,0,0%,0,0%,
83,2023,2024-01-07,17,18,26.024,SEA,@,ARI,W 21-20,*,6,1,10,10.00,0,16.7%,1.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,84%,0,0%,0,0%,
84,2024,2024-09-08,1,1,26.269,SEA,,DEN,W 26-20,*,4,3,29,9.67,0,75.0%,7.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,88%,0,0%,0,0%,
85,2024,2024-09-15,2,2,26.276,SEA,@,NWE,W 23-20,*,14,10,129,12.90,1,71.4%,9.21,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,87%,0,0%,0,0%,
86,2024,2024-09-22,3,3,26.283,SEA,,MIA,W 24-3,*,6,4,104,26.00,1,66.7%,17.33,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,53,83%,0,0%,0,0%,
87,2024,2024-09-30,4,4,26.291,SEA,@,DET,L 29-42,*,12,7,104,14.86,0,58.3%,8.67,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,74,82%,0,0%,0,0%,
88,2024,2024-10-06,5,5,26.297,SEA,,NYG,L 20-29,*,7,4,55,13.75,0,57.1%,7.86,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,58,100%,0,0%,0,0%,
89,2024,2024-10-10,6,6,26.301,SEA,,SFO,L 24-36,,11,3,48,16.00,0,27.3%,4.36,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,90%,0,0%,0,0%,
90,2024,2024-10-20,7,7,26.311,SEA,@,ATL,W 34-14,*,7,4,99,24.75,1,57.1%,14.14,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,47,78%,0,0%,0,0%,
91,2024,2024-10-27,8,8,,SEA,,BUF,L 10-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
92,2024,2024-11-03,9,9,,SEA,,LAR,L 20-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
93,2024,2024-11-17,10,11,26.339,SEA,@,SFO,W 20-17,*,9,7,70,10.00,0,77.8%,7.78,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,90%,0,0%,0,0%,
94,2024,2024-11-24,11,12,26.346,SEA,,ARI,W 16-6,,5,4,59,14.75,0,80.0%,11.80,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,78%,0,0%,0,0%,
