Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2016,2016-09-12,1,1,21.134,PIT,@,WAS,W 38-16,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,9,16%,9,36%,
2,2016,2016-09-18,2,2,21.140,PIT,,CIN,W 24-16,,,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,32,42%,14,41%,
3,2016,2016-09-25,3,3,21.147,PIT,@,PHI,L 3-34,,,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,39,60%,7,27%,
4,2016,2016-10-02,4,4,21.154,PIT,,KAN,W 43-14,,,0,0,0.0,3,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,64,85%,13,45%,
5,2016,2016-10-09,5,5,21.161,PIT,,NYJ,W 31-13,,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,13,22%,13,46%,
6,2016,2016-10-16,6,6,21.168,PIT,@,MIA,L 15-30,,,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,49,70%,9,35%,
7,2016,2016-10-23,7,7,21.175,PIT,,NWE,L 16-27,,,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,61%,10,33%,
8,2016,2016-11-06,8,9,21.189,PIT,@,BAL,L 14-21,*,,0,0,0.0,3,1,4,1,0,1,9,0,2,0,0,0,0,0,0,0,0%,70,100%,16,46%,
9,2016,2016-11-13,9,10,21.196,PIT,,DAL,L 30-35,*,,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,86%,14,47%,
10,2016,2016-11-20,10,11,21.203,PIT,@,CLE,W 24-9,*,,0,0,0.0,3,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0%,64,97%,11,52%,
11,2016,2016-11-24,11,12,21.207,PIT,@,IND,W 28-7,*,,0,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,95%,10,45%,
12,2016,2016-12-04,12,13,21.217,PIT,,NYG,W 24-14,*,,0,0,0.0,6,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,60,100%,12,50%,
13,2016,2016-12-11,13,14,21.224,PIT,@,BUF,W 27-20,*,,0,0,0.0,3,0,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0%,52,100%,15,58%,
14,2016,2016-12-18,14,15,21.231,PIT,@,CIN,W 24-20,*,,0,0,0.0,2,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,54,93%,15,56%,
15,2016,2016-12-25,15,16,21.238,PIT,,BAL,W 31-27,*,,0,0,0.0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,75,100%,15,48%,
16,2016,2017-01-01,16,17,21.245,PIT,,CLE,W 27-24,*,,0,0,0.0,5,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,78,100%,13,42%,
17,2017,2017-09-10,1,1,22.132,PIT,@,CLE,W 21-18,*,,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,65,98%,8,32%,
18,2017,2017-09-17,2,2,22.139,PIT,,MIN,W 26-9,*,,0,0,0.0,2,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0%,64,98%,7,23%,
19,2017,2017-09-24,3,3,22.146,PIT,@,CHI,L 17-23,*,,0,0,0.0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,64,98%,10,37%,
20,2017,2017-10-01,4,4,22.153,PIT,@,BAL,W 26-9,*,,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,69,100%,7,28%,
21,2017,2017-10-08,5,5,22.160,PIT,,JAX,L 9-30,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,53,98%,10,38%,
22,2017,2017-10-15,6,6,22.167,PIT,@,KAN,W 19-13,*,,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,54,100%,8,32%,
23,2017,2017-10-22,7,7,22.174,PIT,,CIN,W 29-14,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,98%,7,26%,
24,2017,2017-10-29,8,8,22.181,PIT,@,DET,W 20-15,*,,0,0,0.0,8,1,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0%,70,99%,7,26%,
25,2017,2017-11-12,9,10,22.195,PIT,@,IND,W 20-17,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,59,100%,10,33%,
26,2017,2017-11-16,10,11,22.199,PIT,,TEN,W 40-17,*,,0,0,0.0,8,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,65,100%,7,23%,
27,2017,2017-11-26,11,12,22.209,PIT,,GNB,W 31-28,*,,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,55,100%,11,39%,
28,2017,2017-12-04,12,13,22.217,PIT,@,CIN,W 23-20,*,,0,0,0.0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,64,100%,8,30%,
29,2017,2017-12-10,13,14,22.223,PIT,,BAL,W 39-38,*,,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,64,100%,9,26%,
30,2017,2017-12-17,14,15,22.230,PIT,,NWE,L 24-27,*,,0,0,0.0,5,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,59,100%,6,24%,
31,2017,2017-12-25,15,16,22.238,PIT,@,HOU,W 34-6,*,,0,0,0.0,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0%,55,100%,8,31%,
32,2017,2017-12-31,16,17,22.244,PIT,,CLE,W 28-24,*,,0,0,0.0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,64,98%,9,33%,
33,2018,2018-09-09,1,1,23.131,PIT,@,CLE,T 21-21,*,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,88,99%,15,42%,
34,2018,2018-09-16,2,2,23.138,PIT,,KAN,L 37-42,*,1,0,2,0.0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,58,100%,9,26%,
35,2018,2018-09-24,3,3,23.146,PIT,@,TAM,W 30-27,,,0,0,0.0,4,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0%,25,34%,8,25%,
36,2018,2018-09-30,4,4,23.152,PIT,,BAL,L 14-26,*,,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,68%,12,41%,
37,2018,2018-10-07,5,5,23.159,PIT,,ATL,W 41-17,*,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,57%,13,48%,
38,2018,2018-10-14,6,6,23.166,PIT,@,CIN,W 28-21,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,48%,14,52%,
39,2018,2018-10-28,7,8,23.180,PIT,,CLE,W 33-18,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,33%,
40,2018,2018-11-04,8,9,23.187,PIT,@,BAL,W 23-16,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,32%,
41,2018,2018-11-08,9,10,23.191,PIT,,CAR,W 52-21,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,18%,8,26%,
42,2018,2018-11-18,10,11,23.201,PIT,@,JAX,W 20-16,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,43%,
43,2018,2018-11-25,11,12,23.208,PIT,@,DEN,L 17-24,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,14,52%,
44,2018,2018-12-02,12,13,23.215,PIT,,LAC,L 30-33,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,1,2%,16,53%,
45,2018,2018-12-09,13,14,23.222,PIT,@,OAK,L 21-24,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,12,48%,
46,2018,2018-12-16,14,15,23.229,PIT,,NWE,W 17-10,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,4,6%,10,50%,
47,2018,2018-12-23,15,16,23.236,PIT,@,NOR,L 28-31,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,15,52%,
48,2018,2018-12-30,16,17,23.243,PIT,,CIN,W 16-13,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,50%,
49,2019,2019-09-08,1,1,24.130,PIT,@,NWE,L 3-33,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,1%,10,38%,
50,2019,2019-09-15,2,2,24.137,PIT,,SEA,L 26-28,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,15,50%,
51,2019,2019-09-22,3,3,24.144,PIT,@,SFO,L 20-24,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,1,1%,13,48%,
52,2019,2019-09-30,4,4,24.152,PIT,,CIN,W 27-3,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,15,65%,
53,2019,2019-10-06,5,5,24.158,PIT,,BAL,L 23-26,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,13,43%,
54,2019,2019-10-13,6,6,24.165,PIT,@,LAC,W 24-17,*,,0,0,0.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,100%,4,15%,
55,2019,2019-10-28,7,8,24.180,PIT,,MIA,W 27-14,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,11,50%,
56,2019,2019-11-03,8,9,24.186,PIT,,IND,W 26-24,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,2,3%,11,42%,
57,2019,2019-11-10,9,10,24.193,PIT,,LAR,W 17-12,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,26,72%,
58,2019,2019-11-14,10,11,24.197,PIT,@,CLE,L 7-21,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,0,0%,3,12%,
