Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,23.094,SEA,,LAR,L 13-30,,,,,,,,,,,,0,0%,2,2%,8,29%,
2,2023,2023-09-17,2,2,23.101,SEA,@,DET,W 37-31,,0.0,1,1,2,1,0,0,0,0,0,0,0%,17,26%,5,18%,
3,2023,2023-09-24,3,3,23.108,SEA,,CAR,W 37-27,,0.0,0,0,0,0,1,0,0,0,0,0,0%,21,27%,6,17%,
4,2023,2023-10-02,4,4,23.116,SEA,@,NYG,W 24-3,,0.0,2,0,2,0,0,0,0,0,0,0,0%,21,28%,2,9%,
5,2023,2023-10-15,5,6,23.129,SEA,@,CIN,L 13-17,,,,,,,,,,,,0,0%,5,9%,5,22%,
6,2023,2023-10-22,6,7,23.136,SEA,,ARI,W 20-10,,,,,,,,,,,,0,0%,14,21%,5,21%,
7,2023,2023-10-29,7,8,23.143,SEA,,CLE,W 24-20,,0.0,2,1,3,0,0,0,0,0,0,0,0%,16,21%,5,19%,
8,2023,2023-11-05,8,9,23.150,SEA,@,BAL,L 3-37,,,,,,,,,,,,0,0%,12,16%,8,30%,
9,2023,2023-11-12,9,10,23.157,SEA,,WAS,W 29-26,,,,,,,,,,,,0,0%,5,8%,0,0%,
10,2023,2023-11-19,10,11,23.164,SEA,@,LAR,L 16-17,,0.0,1,0,1,0,0,0,0,0,0,0,0%,6,9%,3,12%,
11,2023,2023-11-23,11,12,,SEA,,SFO,L 13-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2023,2023-11-30,12,13,23.175,SEA,@,DAL,L 35-41,,0.0,1,2,3,0,0,0,0,0,0,0,0%,10,11%,7,25%,
13,2023,2023-12-10,13,14,23.185,SEA,@,SFO,L 16-28,,,,,,,,,,,,0,0%,4,7%,7,26%,
14,2023,2023-12-18,14,15,23.193,SEA,,PHI,W 20-17,,0.0,2,0,2,0,0,0,0,0,0,0,0%,12,17%,5,19%,
15,2023,2023-12-24,15,16,23.199,SEA,@,TEN,W 20-17,,0.0,0,1,1,0,0,0,0,0,0,0,0%,16,24%,5,23%,
16,2023,2023-12-31,16,17,23.206,SEA,,PIT,L 23-30,,0.0,0,0,0,0,0,0,0,0,0,0,0%,7,10%,6,21%,
17,2023,2024-01-07,17,18,23.213,SEA,@,ARI,W 21-20,*,0.0,1,3,4,0,0,0,0,0,1,0,0%,37,53%,9,35%,
18,2024,2024-09-08,1,1,,SEA,,DEN,W 26-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2024,2024-09-15,2,2,,SEA,@,NWE,W 23-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2024,2024-09-22,3,3,,SEA,,MIA,W 24-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2024,2024-09-30,4,4,,SEA,@,DET,L 29-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2024,2024-10-06,5,5,,SEA,,NYG,L 20-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2024,2024-10-10,6,6,24.124,SEA,,SFO,L 24-36,,,,,,,,,,,,0,0%,2,3%,1,3%,
24,2024,2024-10-20,7,7,,SEA,@,ATL,W 34-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,2024,2024-10-27,8,8,,SEA,,BUF,L 10-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2024,2024-11-03,9,9,,SEA,,LAR,L 20-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,2024,2024-11-17,10,11,,SEA,@,SFO,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,2024,2024-11-24,11,12,,SEA,,ARI,W 16-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
