Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-12,1,1,23.100,SEA,,DEN,W 17-16,,,,,,,0.0%,,,,,,,,4,7%,0,0%,5,26%,
2,2022,2022-09-18,2,2,,SEA,@,SFO,L 7-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2022,2022-09-25,3,3,,SEA,,ATL,L 23-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2022,2022-10-02,4,4,,SEA,@,DET,W 48-45,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2022,2022-10-09,5,5,,SEA,@,NOR,L 32-39,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2022,2022-10-16,6,6,23.134,SEA,,ARI,W 19-9,,,,,,,0.0%,,,,,,,,3,4%,0,0%,6,23%,
7,2022,2022-10-23,7,7,23.141,SEA,@,LAC,W 37-23,,,,,,,0.0%,,,,,,,,17,24%,0,0%,15,52%,
8,2022,2022-10-30,8,8,23.148,SEA,,NYG,W 27-13,,0,0,0,,0,0.0%,,0.0,2,1,3,0,0,4,6%,0,0%,20,67%,
9,2022,2022-11-06,9,9,23.155,SEA,@,ARI,W 31-21,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,14,19%,0,0%,18,67%,
10,2022,2022-11-13,10,10,23.162,SEA,@,TAM,L 16-21,,,,,,,0.0%,,,,,,,,6,12%,0,0%,15,71%,
11,2022,2022-11-27,11,12,23.176,SEA,,LVR,L 34-40,,,,,,,0.0%,,,,,,,,1,2%,0,0%,21,62%,
12,2022,2022-12-04,12,13,23.183,SEA,@,LAR,W 27-23,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,1,1%,0,0%,17,63%,
13,2022,2022-12-11,13,14,23.190,SEA,,CAR,L 24-30,,,,,,,0.0%,,,,,,,,2,4%,0,0%,18,64%,
14,2022,2022-12-15,14,15,23.194,SEA,,SFO,L 13-21,,0,0,0,,0,0.0%,,0.0,0,0,0,0,0,3,5%,0,0%,21,75%,
15,2022,2022-12-24,15,16,23.203,SEA,@,KAN,L 10-24,,,,,,,0.0%,,,,,,,,10,13%,0,0%,15,63%,
16,2022,2023-01-01,16,17,23.211,SEA,,NYJ,W 23-6,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,27,38%,0,0%,15,60%,
17,2022,2023-01-08,17,18,23.218,SEA,,LAR,W 19-16,,2,2,24,12.00,0,100.0%,12.00,0.0,1,0,1,0,0,17,24%,0,0%,23,70%,
18,2023,2023-09-10,1,1,,SEA,,LAR,L 13-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2023,2023-09-17,2,2,,SEA,@,DET,W 37-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2023,2023-09-24,3,3,,SEA,,CAR,W 37-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2023,2023-10-02,4,4,,SEA,@,NYG,W 24-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2023,2023-10-15,5,6,,SEA,@,CIN,L 13-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2023,2023-10-22,6,7,,SEA,,ARI,W 20-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2023,2023-10-29,7,8,,SEA,,CLE,W 24-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2023,2023-11-05,8,9,,SEA,@,BAL,L 3-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2023,2023-11-12,9,10,24.161,SEA,,WAS,W 29-26,,,,,,,0.0%,,,,,,,,2,2%,0,0%,17,49%,
27,2023,2023-11-19,10,11,,SEA,@,LAR,L 16-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2023,2023-11-23,11,12,,SEA,,SFO,L 13-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,2023,2023-11-30,12,13,,SEA,@,DAL,L 35-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,2023,2023-12-10,13,14,24.189,SEA,@,SFO,L 16-28,,,,,,,0.0%,,,,,,,,1,2%,0,0%,15,56%,
31,2023,2023-12-18,14,15,24.197,SEA,,PHI,W 20-17,,,,,,,0.0%,,,,,,,,1,2%,0,0%,20,74%,
32,2023,2023-12-24,15,16,24.203,SEA,@,TEN,W 20-17,,,,,,,0.0%,,,,,,,,1,2%,0,0%,15,68%,
33,2023,2023-12-31,16,17,24.210,SEA,,PIT,L 23-30,,,,,,,0.0%,,,,,,,,0,0%,0,0%,17,61%,
34,2023,2024-01-07,17,18,24.217,SEA,@,ARI,W 21-20,,0,0,0,,0,0.0%,,0.0,0,1,1,0,0,4,7%,0,0%,17,65%,
35,2024,2024-09-08,1,1,25.096,SEA,,DEN,W 26-20,,1,0,0,,0,0.0%,0.00,0.0,2,0,2,0,0,7,10%,0,0%,24,71%,
36,2024,2024-09-15,2,2,25.103,SEA,@,NWE,W 23-20,,,,,,,0.0%,,,,,,,,0,0%,0,0%,21,68%,
37,2024,2024-09-22,3,3,25.110,SEA,,MIA,W 24-3,,,,,,,0.0%,,,,,,,,4,6%,0,0%,18,67%,
38,2024,2024-09-30,4,4,25.118,SEA,@,DET,L 29-42,,,,,,,0.0%,,,,,,,,0,0%,0,0%,13,45%,
