Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,22.315,BAL,@,NYJ,W 24-9,,0.0,1,0,1,0,0,0,0%,0,0%,18,67%,
2,2022,2022-09-18,2,2,22.322,BAL,,MIA,L 38-42,,0.0,0,1,1,0,0,0,0%,0,0%,18,60%,
3,2022,2022-09-25,3,3,,BAL,@,NWE,W 37-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2022,2022-10-02,4,4,,BAL,,BUF,L 20-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2022,2022-10-09,5,5,,BAL,,CIN,W 19-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,2022,2022-10-16,6,6,,BAL,@,NYG,L 20-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2022,2022-10-23,7,7,,BAL,,CLE,W 23-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2022,2022-10-27,8,8,,BAL,@,TAM,W 27-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,2022,2022-11-07,9,9,,BAL,@,NOR,W 27-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2022,2022-11-20,10,11,,BAL,,CAR,W 13-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,2022,2022-11-27,11,12,,BAL,@,JAX,L 27-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2022,2022-12-04,12,13,,BAL,,DEN,W 10-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2022,2022-12-11,13,14,,BAL,@,PIT,W 16-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2022,2022-12-17,14,15,,BAL,@,CLE,L 3-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2022,2022-12-24,15,16,,BAL,,ATL,W 17-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2022,2023-01-01,16,17,,BAL,,PIT,L 13-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2022,2023-01-08,17,18,,BAL,@,CIN,L 16-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2023,2023-09-10,1,1,,BAL,,HOU,W 25-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2023,2023-09-17,2,2,,BAL,@,CIN,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2023,2023-09-24,3,3,,BAL,,IND,L 19-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2023,2023-10-01,4,4,,BAL,@,CLE,W 28-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2023,2023-10-08,5,5,,BAL,@,PIT,L 10-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2023,2023-10-15,6,6,,BAL,@,TEN,W 24-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2023,2023-10-22,7,7,,BAL,,DET,W 38-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2023,2023-10-29,8,8,,BAL,@,ARI,W 31-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2023,2023-11-05,9,9,,BAL,,SEA,W 37-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,2023,2023-11-12,10,10,,BAL,,CLE,L 31-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,2023,2023-11-16,11,11,24.016,BAL,,CIN,W 34-20,,,,,,,,0,0%,0,0%,24,75%,
29,2023,2023-11-26,12,12,24.026,BAL,@,LAC,W 20-10,,,,,,,,0,0%,0,0%,15,71%,
30,2023,2023-12-10,13,14,24.040,BAL,,LAR,W 37-31,,,,,,,,0,0%,0,0%,30,81%,
31,2023,2023-12-17,14,15,,BAL,@,JAX,W 23-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,2023,2023-12-25,15,16,,BAL,@,SFO,W 33-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2023,2023-12-31,16,17,,BAL,,MIA,W 56-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2023,2024-01-06,17,18,,BAL,,PIT,L 10-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,2024,2024-09-05,1,1,24.310,BAL,@,KAN,L 20-27,,0.0,1,0,1,0,0,0,0%,0,0%,15,58%,
36,2024,2024-09-15,2,2,24.320,BAL,,LVR,L 23-26,,0.0,1,1,2,0,0,0,0%,0,0%,20,61%,
37,2024,2024-09-22,3,3,24.327,BAL,@,DAL,W 28-25,,0.0,1,0,1,0,0,0,0%,0,0%,18,65%,
38,2024,2024-09-29,4,4,24.334,BAL,,BUF,W 35-10,,0.0,0,1,1,0,0,0,0%,0,0%,17,64%,
39,2024,2024-10-06,5,5,24.341,BAL,@,CIN,W 41-38,,,,,,,,0,0%,0,0%,26,74%,
40,2024,2024-10-13,6,6,24.348,BAL,,WAS,W 30-23,,,,,,,,0,0%,0,0%,23,80%,
41,2024,2024-10-21,7,7,24.356,BAL,@,TAM,W 41-31,,,,,,,,0,0%,0,0%,19,66%,
42,2024,2024-10-27,8,8,24.362,SEA,,BUF,L 10-31,,,,,,,,0,0%,0,0%,11,48%,
43,2024,2024-11-03,9,9,25.003,SEA,,LAR,L 20-26,,,,,,,,0,0%,0,0%,17,53%,
44,2024,2024-11-17,10,11,25.017,SEA,@,SFO,W 20-17,,0.0,0,1,1,0,0,0,0%,0,0%,14,67%,
45,2024,2024-11-24,11,12,25.024,SEA,,ARI,W 16-6,,,,,,,,0,0%,0,0%,18,75%,
