Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,23.197,SEA,,LAR,L 13-30,,0.0,0,1,1,0,0,0,0,0,0,0,0%,0,0%,16,57%,
2,2023,2023-09-17,2,2,23.204,SEA,@,DET,W 37-31,,,,,,,,,,,,0,0%,0,0%,15,54%,
3,2023,2023-09-24,3,3,23.211,SEA,,CAR,W 37-27,,,,,,,,,,,,0,0%,0,0%,21,60%,
4,2023,2023-10-02,4,4,23.219,SEA,@,NYG,W 24-3,,,,,,,,,,,,0,0%,1,1%,17,74%,
5,2023,2023-10-15,5,6,23.232,SEA,@,CIN,L 13-17,,,,,,,,,,,,0,0%,0,0%,16,70%,
6,2023,2023-10-22,6,7,23.239,SEA,,ARI,W 20-10,,,,,,,,,,,,0,0%,0,0%,15,63%,
7,2023,2023-10-29,7,8,,SEA,,CLE,W 24-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2023,2023-11-05,8,9,23.253,SEA,@,BAL,L 3-37,,0.0,1,1,2,0,0,0,0,0,0,0,0%,3,4%,18,67%,
9,2023,2023-11-12,9,10,,SEA,,WAS,W 29-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2023,2023-11-19,10,11,,SEA,@,LAR,L 16-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,2023,2023-11-23,11,12,,SEA,,SFO,L 13-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2023,2023-11-30,12,13,,SEA,@,DAL,L 35-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2023,2023-12-10,13,14,,SEA,@,SFO,L 16-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2023,2023-12-18,14,15,,SEA,,PHI,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2023,2023-12-24,15,16,,SEA,@,TEN,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2023,2023-12-31,16,17,,SEA,,PIT,L 23-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2023,2024-01-07,17,18,,SEA,@,ARI,W 21-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2024,2024-09-08,1,1,24.196,SEA,,DEN,W 26-20,,0.0,0,1,1,0,0,0,0,0,0,0,0%,0,0%,10,29%,
19,2024,2024-09-15,2,2,24.203,SEA,@,NWE,W 23-20,,,,,,,,,,,,0,0%,0,0%,18,58%,
20,2024,2024-09-22,3,3,24.210,SEA,,MIA,W 24-3,,0.0,0,3,3,0,0,0,0,0,1,0,0%,19,31%,19,71%,
21,2024,2024-09-30,4,4,24.218,SEA,@,DET,L 29-42,,0.0,0,1,1,0,0,0,0,0,0,0,0%,9,17%,25,86%,
22,2024,2024-10-06,5,5,24.224,SEA,,NYG,L 20-29,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,20,67%,
23,2024,2024-10-10,6,6,24.228,SEA,,SFO,L 24-36,,0.0,1,1,2,0,0,0,0,0,0,0,0%,0,0%,20,67%,
24,2024,2024-10-20,7,7,24.238,SEA,@,ATL,W 34-14,,,,,,,,,,,,0,0%,4,5%,17,66%,
25,2024,2024-10-27,8,8,24.245,SEA,,BUF,L 10-31,,,,,,,,,,,,0,0%,0,0%,16,70%,
26,2024,2024-11-03,9,9,24.252,SEA,,LAR,L 20-26,,0.0,0,1,1,0,0,0,0,0,0,0,0%,0,0%,25,78%,
27,2024,2024-11-17,10,11,24.266,SEA,@,SFO,W 20-17,,,,,,,,,,,,0,0%,2,3%,14,67%,
28,2024,2024-11-24,11,12,24.273,SEA,,ARI,W 16-6,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,18,75%,
