Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,,PHI,@,NWE,W 25-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2023,2023-09-14,2,2,,PHI,,MIN,W 34-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2023,2023-09-24,3,3,25.024,SEA,,CAR,W 37-27,,0.0,1,1,2,0,0,5,7%,0,0%,21,60%,
4,2023,2023-10-02,4,4,25.032,SEA,@,NYG,W 24-3,,,,,,,,0,0%,0,0%,17,74%,
5,2023,2023-10-15,5,6,25.045,SEA,@,CIN,L 13-17,,,,,,,,0,0%,0,0%,17,74%,
6,2023,2023-10-22,6,7,25.052,SEA,,ARI,W 20-10,,,,,,,,2,3%,0,0%,17,71%,
7,2023,2023-10-29,7,8,25.059,SEA,,CLE,W 24-20,,0.0,1,0,1,0,0,1,2%,0,0%,18,69%,
8,2023,2023-11-05,8,9,25.066,SEA,@,BAL,L 3-37,,,,,,,,0,0%,0,0%,19,70%,
9,2023,2023-11-12,9,10,25.073,SEA,,WAS,W 29-26,,0.0,0,1,1,0,0,0,0%,0,0%,30,87%,
10,2023,2023-11-19,10,11,25.080,SEA,@,LAR,L 16-17,,,,,,,,2,3%,0,0%,23,88%,
11,2023,2023-11-23,11,12,25.084,SEA,,SFO,L 13-31,,,,,,,,0,0%,0,0%,22,76%,
12,2023,2023-11-30,12,13,25.091,SEA,@,DAL,L 35-41,,0.0,1,0,1,0,0,0,0%,0,0%,21,75%,
13,2023,2023-12-10,13,14,25.101,SEA,@,SFO,L 16-28,,0.0,1,0,1,0,0,0,0%,0,0%,22,81%,
14,2023,2023-12-18,14,15,25.109,SEA,,PHI,W 20-17,,,,,,,,1,2%,0,0%,24,89%,
15,2023,2023-12-24,15,16,25.115,SEA,@,TEN,W 20-17,,0.0,1,0,1,0,0,0,0%,0,0%,19,86%,
16,2023,2023-12-31,16,17,25.122,SEA,,PIT,L 23-30,,,,,,,,0,0%,0,0%,22,79%,
17,2023,2024-01-07,17,18,25.129,SEA,@,ARI,W 21-20,,,,,,,,5,9%,0,0%,20,77%,
18,2024,2024-09-08,1,1,26.008,SEA,,DEN,W 26-20,,0.0,1,0,1,0,0,4,6%,0,0%,30,88%,
19,2024,2024-09-15,2,2,26.015,SEA,@,NWE,W 23-20,,0.0,0,0,0,0,0,6,9%,0,0%,20,65%,
20,2024,2024-09-22,3,3,26.022,SEA,,MIA,W 24-3,,,,,,,,3,5%,0,0%,20,74%,
21,2024,2024-09-30,4,4,26.030,SEA,@,DET,L 29-42,,0.0,1,0,1,0,0,3,3%,0,0%,19,66%,
22,2024,2024-10-06,5,5,26.036,SEA,,NYG,L 20-29,,0.0,1,0,1,0,0,2,3%,0,0%,20,67%,
23,2024,2024-10-10,6,6,26.040,SEA,,SFO,L 24-36,,0.0,1,1,2,0,0,1,1%,0,0%,20,67%,
24,2024,2024-10-20,7,7,26.050,SEA,@,ATL,W 34-14,,0.0,1,0,1,0,0,0,0%,0,0%,18,69%,
25,2024,2024-10-27,8,8,26.057,SEA,,BUF,L 10-31,,0.0,0,1,1,0,0,4,8%,0,0%,18,79%,
26,2024,2024-11-03,9,9,26.064,SEA,,LAR,L 20-26,,0.0,1,1,2,0,0,9,11%,0,0%,28,88%,
27,2024,2024-11-17,10,11,,SEA,@,SFO,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2024,2024-11-24,11,12,,SEA,,ARI,W 16-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
