Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,,SEA,,LAR,L 13-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2023,2023-09-17,2,2,24.043,SEA,@,DET,W 37-31,,6,8%,0,0%,0,0%,
3,2023,2023-09-24,3,3,24.050,SEA,,CAR,W 37-27,,0,0%,0,0%,7,20%,
4,2023,2023-10-02,4,4,24.058,SEA,@,NYG,W 24-3,,38,69%,0,0%,5,22%,
5,2023,2023-10-15,5,6,24.071,SEA,@,CIN,L 13-17,,0,0%,0,0%,3,13%,
6,2023,2023-10-22,6,7,24.078,SEA,,ARI,W 20-10,*,60,100%,0,0%,0,0%,
7,2023,2023-10-29,7,8,24.085,SEA,,CLE,W 24-20,,0,0%,0,0%,4,15%,
8,2023,2023-11-05,8,9,24.092,SEA,@,BAL,L 3-37,,0,0%,0,0%,1,4%,
9,2023,2023-11-12,9,10,24.099,SEA,,WAS,W 29-26,,0,0%,0,0%,7,20%,
10,2023,2023-11-19,10,11,24.106,SEA,@,LAR,L 16-17,,0,0%,0,0%,5,19%,
11,2023,2023-11-23,11,12,24.110,SEA,,SFO,L 13-31,,0,0%,0,0%,4,14%,
12,2023,2023-11-30,12,13,24.117,SEA,@,DAL,L 35-41,,0,0%,0,0%,6,21%,
13,2023,2023-12-10,13,14,24.127,SEA,@,SFO,L 16-28,,0,0%,0,0%,2,7%,
14,2023,2023-12-18,14,15,24.135,SEA,,PHI,W 20-17,,0,0%,0,0%,4,15%,
15,2023,2023-12-24,15,16,24.141,SEA,@,TEN,W 20-17,,0,0%,0,0%,4,18%,
16,2023,2023-12-31,16,17,24.148,SEA,,PIT,L 23-30,,25,51%,0,0%,3,11%,
17,2023,2024-01-07,17,18,24.155,SEA,@,ARI,W 21-20,,0,0%,0,0%,3,12%,
18,2024,2024-09-08,1,1,25.034,SEA,,DEN,W 26-20,,0,0%,0,0%,4,12%,
19,2024,2024-09-15,2,2,,SEA,@,NWE,W 23-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2024,2024-09-22,3,3,,SEA,,MIA,W 24-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2024,2024-09-30,4,4,,SEA,@,DET,L 29-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2024,2024-10-06,5,5,,SEA,,NYG,L 20-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2024,2024-10-10,6,6,,SEA,,SFO,L 24-36,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2024,2024-10-20,7,7,25.076,SEA,@,ATL,W 34-14,,0,0%,0,0%,6,23%,
25,2024,2024-10-27,8,8,25.083,SEA,,BUF,L 10-31,,3,6%,0,0%,2,9%,
26,2024,2024-11-03,9,9,25.090,SEA,,LAR,L 20-26,,1,1%,0,0%,3,9%,
27,2024,2024-11-17,10,11,25.104,SEA,@,SFO,W 20-17,*,60,100%,0,0%,0,0%,
28,2024,2024-11-24,11,12,25.111,SEA,,ARI,W 16-6,*,64,100%,0,0%,0,0%,
