Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,22.0,SEA,,DEN,W 26-20,,0.0,1,1,2,0,0,0,0%,40,58%,2,6%,
2.0,2024.0,2024-09-15,2.0,2.0,22.007,SEA,@,NWE,W 23-20,,0.5,1,3,4,1,1,0,0%,38,56%,5,16%,
3.0,2024.0,2024-09-22,3.0,3.0,22.014,SEA,,MIA,W 24-3,,0.0,0,0,0,0,0,0,0%,12,20%,2,7%,
4.0,2024.0,2024-09-30,4.0,4.0,,SEA,@,DET,L 29-42,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5.0,2024.0,2024-10-06,5.0,5.0,,SEA,,NYG,L 20-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6.0,2024.0,2024-10-10,6.0,6.0,,SEA,,SFO,L 24-36,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7.0,2024.0,2024-10-20,7.0,7.0,22.042,SEA,@,ATL,W 34-14,,0.0,2,2,4,1,0,0,0%,34,47%,3,12%,
8.0,2024.0,2024-10-27,8.0,8.0,22.049,SEA,,BUF,L 10-31,*,0.0,3,1,4,0,0,0,0%,50,66%,6,26%,
9.0,2024.0,2024-11-03,9.0,9.0,22.056,SEA,,LAR,L 20-26,*,0.0,1,5,6,0,0,0,0%,42,55%,4,13%,
10.0,2024.0,2024-11-17,10.0,11.0,22.07,SEA,@,SFO,W 20-17,*,0.0,0,2,2,0,0,0,0%,32,51%,3,14%,
11.0,2024.0,2024-11-24,11.0,12.0,22.077,SEA,,ARI,W 16-6,*,0.0,0,2,2,0,0,0,0%,24,41%,4,17%,
