Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
124,2020,2020-12-06,12,13,,PHI,@,GNB,L 16-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
125,2020,2020-12-13,13,14,,PHI,,NOR,W 24-21,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
126,2020,2020-12-20,14,15,,PHI,@,ARI,L 26-33,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
127,2020,2020-12-27,15,16,,PHI,@,DAL,L 17-37,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
128,2020,2021-01-03,16,17,,PHI,,WAS,L 14-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
129,2021,2021-09-12,1,1,31.127,PHI,@,ATL,W 32-6,*,,,,,,0.0%,,0,0,,,,,,,71,100%,0,0%,0,0%,
130,2021,2021-09-19,2,2,31.134,PHI,,SFO,L 11-17,*,,,,,,0.0%,,0,0,,,,,,,58,100%,0,0%,0,0%,
131,2021,2021-09-27,3,3,31.142,PHI,@,DAL,L 21-41,*,,,,,,0.0%,,0,0,,,,,,,58,100%,0,0%,0,0%,
132,2021,2021-10-03,4,4,,PHI,,KAN,L 30-42,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
133,2021,2021-10-10,5,5,,PHI,@,CAR,W 21-18,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
134,2021,2021-10-14,6,6,,PHI,,TAM,L 22-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
135,2021,2021-10-24,7,7,31.169,PHI,@,LVR,L 22-33,*,,,,,,0.0%,,0,0,,,,,,,58,84%,0,0%,0,0%,
136,2021,2021-10-31,8,8,31.176,PHI,@,DET,W 44-6,*,,,,,,0.0%,,0,0,,,,,,,51,78%,0,0%,0,0%,
137,2021,2021-11-07,9,9,31.183,PHI,,LAC,L 24-27,*,,,,,,0.0%,,0,0,,,,,,,57,100%,0,0%,0,0%,
138,2021,2021-11-14,10,10,31.190,PHI,@,DEN,W 30-13,*,,,,,,0.0%,,0,0,,,,,,,64,100%,0,0%,0,0%,
139,2021,2021-11-21,11,11,31.197,PHI,,NOR,W 40-29,*,,,,,,0.0%,,0,0,,,,,,,78,100%,0,0%,0,0%,
140,2021,2021-11-28,12,12,31.204,PHI,@,NYG,L 7-13,*,,,,,,0.0%,,0,0,,,,,,,67,100%,0,0%,0,0%,
141,2021,2021-12-05,13,13,31.211,PHI,@,NYJ,W 33-18,*,,,,,,0.0%,,0,0,,,,,,,71,100%,0,0%,0,0%,
142,2021,2021-12-21,14,15,31.227,PHI,,WAS,W 27-17,*,,,,,,0.0%,,0,0,,,,,,,71,100%,0,0%,0,0%,
143,2021,2021-12-26,15,16,31.232,PHI,,NYG,W 34-10,*,1,1,5,5.00,1,100.0%,5.00,1,6,0,0,0,0,0,0,56,89%,0,0%,0,0%,
144,2021,2022-01-02,16,17,31.239,PHI,@,WAS,W 20-16,*,,,,,,0.0%,,0,0,,,,,,,61,100%,0,0%,0,0%,
145,2021,2022-01-08,17,18,,PHI,,DAL,L 26-51,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
146,2022,2022-09-11,1,1,32.126,PHI,@,DET,W 38-35,*,,,,,,0.0%,,0,0,,,,,,,77,100%,0,0%,0,0%,
147,2022,2022-09-19,2,2,32.134,PHI,,MIN,W 24-7,*,,,,,,0.0%,,0,0,,,,,,,73,100%,0,0%,0,0%,
148,2022,2022-09-25,3,3,32.140,PHI,@,WAS,W 24-8,*,,,,,,0.0%,,0,0,,,,,,,70,100%,0,0%,0,0%,
149,2022,2022-10-02,4,4,32.147,PHI,,JAX,W 29-21,*,,,,,,0.0%,,0,0,,,,,,,82,100%,0,0%,0,0%,
150,2022,2022-10-09,5,5,32.154,PHI,@,ARI,W 20-17,*,,,,,,0.0%,,0,0,,,,,,,73,100%,0,0%,0,0%,
151,2022,2022-10-16,6,6,32.161,PHI,,DAL,W 26-17,*,,,,,,0.0%,,0,0,,,,,,,37,52%,0,0%,0,0%,
152,2022,2022-10-30,7,8,32.175,PHI,,PIT,W 35-13,*,,,,,,0.0%,,0,0,,,,,,,46,81%,0,0%,0,0%,
153,2022,2022-11-03,8,9,32.179,PHI,@,HOU,W 29-17,*,,,,,,0.0%,,0,0,,,,,,,65,100%,0,0%,0,0%,
154,2022,2022-11-14,9,10,32.190,PHI,,WAS,L 21-32,*,,,,,,0.0%,,0,0,,,,,,,50,100%,0,0%,0,0%,
155,2022,2022-11-20,10,11,32.196,PHI,@,IND,W 17-16,*,,,,,,0.0%,,0,0,,,,,,,68,100%,0,0%,0,0%,
156,2022,2022-11-27,11,12,32.203,PHI,,GNB,W 40-33,*,,,,,,0.0%,,0,0,,,,,,,80,100%,0,0%,0,0%,
157,2022,2022-12-04,12,13,32.210,PHI,,TEN,W 35-10,*,,,,,,0.0%,,0,0,,,,,,,64,88%,0,0%,0,0%,
158,2022,2022-12-11,13,14,32.217,PHI,@,NYG,W 48-22,*,,,,,,0.0%,,0,0,,,,,,,56,82%,0,0%,0,0%,
159,2022,2022-12-18,14,15,32.224,PHI,@,CHI,W 25-20,*,,,,,,0.0%,,0,0,,,,,,,73,100%,0,0%,0,0%,
160,2022,2022-12-24,15,16,32.230,PHI,@,DAL,L 34-40,*,,,,,,0.0%,,0,0,,,,,,,60,85%,0,0%,0,0%,
161,2022,2023-01-01,16,17,,PHI,,NOR,L 10-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
162,2022,2023-01-08,17,18,,PHI,,NYG,W 22-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
163,2023,2023-09-10,1,1,33.125,PHI,@,NWE,W 25-20,*,,,,,,0.0%,,0,0,,,,,,,66,100%,0,0%,0,0%,
164,2023,2023-09-14,2,2,33.129,PHI,,MIN,W 34-28,*,,,,,,0.0%,,0,0,,,,,,,77,100%,0,0%,0,0%,
165,2023,2023-09-25,3,3,33.140,PHI,@,TAM,W 25-11,*,,,,,,0.0%,,0,0,,,,,,,80,100%,0,0%,0,0%,
166,2023,2023-10-01,4,4,33.146,PHI,,WAS,W 34-31,*,0,0,0,,0,0.0%,,0,0,0,0,0,1,0,0,71,100%,0,0%,0,0%,
167,2023,2023-10-08,5,5,33.153,PHI,@,LAR,W 23-14,*,,,,,,0.0%,,0,0,,,,,,,79,100%,0,0%,0,0%,
168,2023,2023-10-15,6,6,33.160,PHI,@,NYJ,L 14-20,*,,,,,,0.0%,,0,0,,,,,,,9,13%,0,0%,0,0%,
169,2023,2023-10-22,7,7,33.167,PHI,,MIA,W 31-17,*,,,,,,0.0%,,0,0,,,,,,,72,100%,0,0%,0,0%,
170,2023,2023-10-29,8,8,33.174,PHI,@,WAS,W 38-31,*,,,,,,0.0%,,0,0,,,,,,,63,100%,0,0%,0,0%,
171,2023,2023-11-05,9,9,33.181,PHI,,DAL,W 28-23,*,,,,,,0.0%,,0,0,,,,,,,62,100%,0,0%,0,0%,
172,2023,2023-11-20,10,11,33.196,PHI,@,KAN,W 21-17,*,,,,,,0.0%,,0,0,,,,,,,56,100%,0,0%,0,0%,
173,2023,2023-11-26,11,12,,PHI,,BUF,W 37-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
174,2023,2023-12-03,12,13,33.209,PHI,,SFO,L 19-42,*,,,,,,0.0%,,0,0,,,,,,,72,100%,0,0%,0,0%,
175,2023,2023-12-10,13,14,33.216,PHI,@,DAL,L 13-33,*,,,,,,0.0%,,0,0,,,,,,,53,96%,0,0%,0,0%,
176,2023,2023-12-18,14,15,33.224,PHI,@,SEA,L 17-20,*,,,,,,0.0%,,0,0,,,,,,,69,100%,0,0%,0,0%,
177,2023,2023-12-25,15,16,33.231,PHI,,NYG,W 33-25,*,,,,,,0.0%,,0,0,,,,,,,75,100%,0,0%,0,0%,
178,2023,2023-12-31,16,17,33.237,PHI,,ARI,L 31-35,*,,,,,,0.0%,,0,0,,,,,,,49,100%,0,0%,0,0%,
179,2023,2024-01-07,17,18,33.244,PHI,@,NYG,L 10-27,*,,,,,,0.0%,,0,0,,,,,,,28,43%,0,0%,0,0%,
180,2024,2024-09-06,1,1,34.121,PHI,,GNB,W 34-29,*,,,,,,0.0%,,0,0,,,,,,,76,100%,0,0%,0,0%,
181,2024,2024-09-16,2,2,34.131,PHI,,ATL,L 21-22,*,,,,,,0.0%,,0,0,,,,,,,71,100%,0,0%,0,0%,
182,2024,2024-09-22,3,3,34.137,PHI,@,NOR,W 15-12,*,,,,,,0.0%,,0,0,,,,,,,18,25%,0,0%,0,0%,
183,2024,2024-09-29,4,4,,PHI,@,TAM,L 16-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
184,2024,2024-10-13,5,6,34.158,PHI,,CLE,W 20-16,*,,,,,,0.0%,,0,0,,,,,,,62,100%,0,0%,0,0%,
185,2024,2024-10-20,6,7,34.165,PHI,@,NYG,W 28-3,*,,,,,,0.0%,,0,0,,,,,,,54,82%,0,0%,0,0%,
186,2024,2024-10-27,7,8,34.172,PHI,@,CIN,W 37-17,*,,,,,,0.0%,,0,0,,,,,,,55,90%,0,0%,0,0%,
187,2024,2024-11-03,8,9,34.179,PHI,,JAX,W 28-23,*,,,,,,0.0%,,0,0,,,,,,,79,100%,0,0%,0,0%,
188,2024,2024-11-10,9,10,34.186,PHI,@,DAL,W 34-6,*,,,,,,0.0%,,0,0,,,,,,,54,79%,0,0%,0,0%,
189,2024,2024-11-14,10,11,34.190,PHI,,WAS,W 26-18,*,,,,,,0.0%,,0,0,,,,,,,71,100%,0,0%,0,0%,
