Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,21.148,NYJ,@,BUF,L 17-27,*,0,0,0,0,0,0,56,100%,0,0%,0,0%,
2,2020,2020-09-20,2,2,21.155,NYJ,,SFO,L 13-31,*,0,,,0,0,0,65,100%,0,0%,0,0%,
3,2020,2020-09-27,3,3,21.162,NYJ,@,IND,L 7-36,*,0,,,0,0,0,31,48%,0,0%,0,0%,
4,2020,2020-10-01,4,4,21.166,NYJ,,DEN,L 28-37,,0,,,0,0,0,17,22%,0,0%,0,0%,
5,2020,2020-10-11,5,5,,NYJ,,ARI,L 10-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2020,2020-10-18,6,6,,NYJ,@,MIA,L 0-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2020,2020-10-25,7,7,21.190,NYJ,,BUF,L 10-18,*,0,,,0,0,0,57,100%,0,0%,0,0%,
8,2020,2020-11-01,8,8,21.197,NYJ,@,KAN,L 9-35,*,0,,,0,0,0,57,100%,0,0%,0,0%,
9,2020,2020-11-09,9,9,21.205,NYJ,,NWE,L 27-30,*,0,,,0,0,0,15,33%,0,0%,0,0%,
10,2020,2020-11-22,10,11,21.218,NYJ,@,LAC,L 28-34,*,0,,,0,0,0,54,90%,0,0%,0,0%,
11,2020,2020-11-29,11,12,21.225,NYJ,,MIA,L 3-20,*,0,,,0,0,0,55,100%,0,0%,0,0%,
12,2020,2020-12-06,12,13,21.232,NYJ,,LVR,L 28-31,*,0,,,0,0,0,61,98%,0,0%,0,0%,
13,2020,2020-12-13,13,14,21.239,NYJ,@,SEA,L 3-40,*,0,,,0,0,0,53,100%,0,0%,0,0%,
14,2020,2020-12-20,14,15,21.246,NYJ,@,LAR,W 23-20,*,0,,,0,0,0,65,100%,0,0%,0,0%,
15,2020,2020-12-27,15,16,21.253,NYJ,,CLE,W 23-16,*,0,,,0,0,0,69,100%,0,0%,0,0%,
16,2020,2021-01-03,16,17,21.260,NYJ,@,NWE,L 14-28,*,0,,,0,0,0,36,57%,0,0%,0,0%,
17,2021,2021-09-12,1,1,22.147,NYJ,@,CAR,L 14-19,*,,,,,,,48,74%,0,0%,0,0%,
18,2021,2021-09-19,2,2,,NYJ,,NWE,L 6-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2021,2021-09-26,3,3,,NYJ,@,DEN,L 0-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2021,2021-10-03,4,4,,NYJ,,TEN,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2021,2021-10-10,5,5,,NYJ,@,ATL,L 20-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2021,2021-10-24,6,7,,NYJ,@,NWE,L 13-54,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2021,2021-10-31,7,8,,NYJ,,CIN,W 34-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2021,2021-11-04,8,9,,NYJ,@,IND,L 30-45,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2021,2021-11-14,9,10,,NYJ,,BUF,L 17-45,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2021,2021-11-21,10,11,,NYJ,,MIA,L 17-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,2021,2021-11-28,11,12,,NYJ,@,HOU,W 21-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,2021,2021-12-05,12,13,,NYJ,,PHI,L 18-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
29,2021,2021-12-12,13,14,,NYJ,,NOR,L 9-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
30,2021,2021-12-19,14,15,,NYJ,@,MIA,L 24-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
31,2021,2021-12-26,15,16,,NYJ,,JAX,W 26-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,2021,2022-01-02,16,17,,NYJ,,TAM,L 24-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2021,2022-01-09,17,18,,NYJ,@,BUF,L 10-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2022,2022-09-11,1,1,,NYJ,,BAL,L 9-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
