Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2016,2016-09-08,1,1,23.035,CAR,@,DEN,L 20-21,*,0,0,0.0,5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,55,95%,3,12%,
2,2016,2016-09-18,2,2,23.045,CAR,,SFO,W 46-27,*,0,0,0.0,2,0,2,1,0,1,16,0,2,0,0,0,0,0,0,0,0%,65,100%,12,30%,
3,2016,2016-09-25,3,3,23.052,CAR,,MIN,L 10-22,*,0,0,0.0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,54,98%,10,37%,
4,2016,2016-10-02,4,4,23.059,CAR,@,ATL,L 33-48,*,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,17,25%,5,14%,
5,2016,2016-10-10,,5,,CAR,,TAM,L 14-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2016,2016-10-16,,6,,CAR,@,NOR,L 38-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2016,2016-10-30,,8,,CAR,,ARI,W 30-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2016,2016-11-06,8,9,23.094,CAR,@,LAR,W 13-10,*,0,0,0.0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,68,100%,3,12%,
9,2016,2016-11-13,9,10,23.101,CAR,,KAN,L 17-20,*,0,0,0.0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,64,100%,4,15%,
10,2016,2016-11-17,10,11,23.105,CAR,,NOR,W 23-20,*,0,0,0.0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,76,100%,8,25%,
