Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,23.166,PHI,@,WAS,L 17-27,,,,,,,,0,,,0,0,0,18,26%,0,0%,4,12%,
2,2020,2020-09-20,2,2,23.173,PHI,,LAR,L 19-37,,,,,,,,0,,,0,0,0,0,0%,0,0%,3,12%,
3,2020,2020-09-27,3,3,23.180,PHI,,CIN,T 23-23,,,,,,,,0,,,0,0,0,2,2%,0,0%,6,16%,
4,2020,2020-10-04,4,4,23.187,PHI,@,SFO,W 25-20,*,,,,,,,0,,,0,0,0,62,100%,0,0%,3,13%,
5,2020,2020-10-11,5,5,23.194,PHI,@,PIT,L 29-38,*,,,,,,,0,,,0,0,0,59,100%,0,0%,4,15%,
6,2020,2020-10-18,6,6,23.201,PHI,,BAL,L 28-30,*,0.0,0,0,0,0,0,0,0,1,0,0,0,72,100%,0,0%,1,3%,
7,2020,2020-10-22,7,7,23.205,PHI,,NYG,W 22-21,*,,,,,,,0,,,0,0,0,81,100%,0,0%,3,12%,
8,2020,2020-11-01,8,8,23.215,PHI,,DAL,W 23-9,*,,,,,,,0,,,0,0,0,64,100%,0,0%,1,5%,
9,2020,2020-11-15,9,10,23.229,PHI,@,NYG,L 17-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,1,4%,
10,2020,2020-11-22,10,11,23.236,PHI,@,CLE,L 17-22,,,,,,,,0,,,0,0,0,26,38%,0,0%,3,10%,
11,2020,2020-11-30,11,12,23.244,PHI,,SEA,L 17-23,*,,,,,,,0,,,0,0,0,71,100%,0,0%,2,8%,
12,2020,2020-12-06,12,13,23.250,PHI,@,GNB,L 16-30,*,,,,,,,0,,,0,0,0,62,100%,0,0%,3,11%,
13,2020,2020-12-13,13,14,23.257,PHI,,NOR,W 24-21,*,,,,,,,0,,,0,0,0,69,100%,0,0%,5,19%,
14,2020,2020-12-20,14,15,23.264,PHI,@,ARI,L 26-33,*,,,,,,,0,,,0,0,0,84,100%,0,0%,3,10%,
15,2020,2020-12-27,15,16,23.271,PHI,@,DAL,L 17-37,*,0.0,0,0,0,0,0,0,0,0,1,0,0,63,86%,0,0%,3,10%,
16,2020,2021-01-03,16,17,,PHI,,WAS,L 14-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2021,2021-09-12,1,1,24.165,PHI,@,ATL,W 32-6,*,,,,,,,,,,,,,71,100%,0,0%,5,19%,
18,2021,2021-09-19,2,2,24.172,PHI,,SFO,L 11-17,*,,,,,,,,,,,,,58,100%,0,0%,2,10%,
