Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,23.173,PHI,@,NWE,W 25-20,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,19,66%,
2,2023,2023-09-14,2,2,23.177,PHI,,MIN,W 34-28,,0,0,,,,,,,,,,,,,,,,,0,0%,4,7%,18,62%,
3,2023,2023-09-25,3,3,23.188,PHI,@,TAM,W 25-11,,0,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,12,26%,5,25%,
4,2023,2023-10-01,4,4,,PHI,,WAS,W 34-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2023,2023-10-08,5,5,,PHI,@,LAR,W 23-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2023,2023-10-15,6,6,,PHI,@,NYJ,L 14-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2023,2023-10-22,7,7,23.215,PHI,,MIA,W 31-17,*,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,46,94%,9,41%,
8,2023,2023-10-29,8,8,23.222,PHI,@,WAS,W 38-31,*,0,0,0.0,7,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,56%,19,68%,
9,2023,2023-11-05,9,9,23.229,PHI,,DAL,W 28-23,*,0,0,0.0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0%,25,33%,18,75%,
10,2023,2023-11-20,10,11,23.244,PHI,@,KAN,W 21-17,,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,34%,22,85%,
11,2023,2023-11-26,11,12,23.250,PHI,,BUF,W 37-34,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,12,13%,30,83%,
12,2023,2023-12-03,12,13,23.257,PHI,,SFO,L 19-42,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,7,12%,22,85%,
13,2023,2023-12-10,13,14,23.264,PHI,@,DAL,L 13-33,,0,0,0.0,5,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,58,71%,20,80%,
14,2023,2023-12-18,14,15,23.272,PHI,@,SEA,L 17-20,*,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,79%,14,52%,
