Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
22,2023,2023-10-08,5,5,,PHI,@,LAR,W 23-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2023,2023-10-15,6,6,,PHI,@,NYJ,L 14-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2023,2023-10-22,7,7,,PHI,,MIA,W 31-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2023,2023-10-29,8,8,,PHI,@,WAS,W 38-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2023,2023-11-05,9,9,,PHI,,DAL,W 28-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,2023,2023-11-20,10,11,,PHI,@,KAN,W 21-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,2023,2023-11-26,11,12,,PHI,,BUF,W 37-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
29,2023,2023-12-03,12,13,,PHI,,SFO,L 19-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
30,2023,2023-12-10,13,14,,PHI,@,DAL,L 13-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
31,2023,2023-12-18,14,15,,PHI,@,SEA,L 17-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,2023,2023-12-25,15,16,,PHI,,NYG,W 33-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2023,2023-12-31,16,17,,PHI,,ARI,L 31-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2023,2024-01-07,17,18,,PHI,@,NYG,L 10-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,2024,2024-09-06,1,1,24.300,PHI,,GNB,W 34-29,,0.0,0,1,1,0,0,0,0,0,0,0,0%,8,12%,2,6%,
36,2024,2024-09-16,2,2,24.310,PHI,,ATL,L 21-22,,0.0,3,0,3,2,0,0,0,0,0,0,0%,9,15%,0,0%,
37,2024,2024-09-22,3,3,24.316,PHI,@,NOR,W 15-12,,0.0,0,0,0,0,0,0,0,0,1,0,0%,10,18%,1,6%,
38,2024,2024-09-29,4,4,24.323,PHI,@,TAM,L 16-33,,0.0,2,2,4,0,0,0,0,0,0,0,0%,24,31%,1,4%,
39,2024,2024-10-13,5,6,24.337,PHI,,CLE,W 20-16,,0.5,0,1,1,0,1,0,0,0,0,0,0%,8,14%,0,0%,
40,2024,2024-10-20,6,7,24.344,PHI,@,NYG,W 28-3,,0.0,1,2,3,0,0,0,0,0,0,0,0%,13,22%,2,6%,
41,2024,2024-10-27,7,8,24.351,PHI,@,CIN,W 37-17,,,,,,,,,,,,0,0%,5,9%,1,4%,
42,2024,2024-11-03,8,9,24.358,PHI,,JAX,W 28-23,,,,,,,,,,,,0,0%,1,2%,0,0%,
43,2024,2024-11-10,9,10,24.365,PHI,@,DAL,W 34-6,,,,,,,,,,,,0,0%,7,12%,0,0%,
44,2024,2024-11-14,10,11,25.003,PHI,,WAS,W 26-18,,,,,,,,,,,,0,0%,6,9%,1,4%,
