Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,,HOU,,IND,T 20-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2022,2022-09-18,2,2,22.311,HOU,@,DEN,L 9-16,,0.0,1,0,1,0,0,0,0,0,0,0,0%,22,31%,0,0%,
3,2022,2022-09-25,3,3,22.318,HOU,@,CHI,L 20-23,,0.0,0,0,0,0,0,0,0,0,0,0,0%,18,29%,4,14%,
4,2022,2022-10-02,4,4,22.325,HOU,,LAC,L 24-34,,0.5,0,2,2,0,1,0,0,0,0,0,0%,23,33%,0,0%,
5,2022,2022-10-09,5,5,,HOU,@,JAX,W 13-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2022,2022-10-23,6,7,22.346,HOU,@,LVR,L 20-38,,0.0,1,1,2,0,0,0,0,0,0,0,0%,27,48%,5,19%,
7,2022,2022-10-30,7,8,22.353,HOU,,TEN,L 10-17,*,0.0,2,0,2,0,0,0,0,0,0,0,0%,20,34%,1,4%,
8,2022,2022-11-03,8,9,22.357,HOU,,PHI,L 17-29,,0.0,2,0,2,0,0,0,0,0,0,0,0%,17,26%,0,0%,
9,2022,2022-11-13,9,10,23.002,HOU,@,NYG,L 16-24,,0.0,2,0,2,1,0,0,0,0,0,0,0%,14,20%,0,0%,
10,2022,2022-11-20,10,11,,HOU,,WAS,L 10-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2022,2022-11-27,11,12,,HOU,@,MIA,L 15-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2022,2022-12-04,12,13,,HOU,,CLE,L 14-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2022,2022-12-11,13,14,23.030,HOU,@,DAL,L 23-27,,0.0,0,0,0,0,0,0,0,0,1,0,0%,22,31%,5,18%,
14,2022,2022-12-18,14,15,23.037,HOU,,KAN,L 24-30,,0.0,2,0,2,0,0,0,0,0,0,0,0%,26,34%,4,14%,
15,2022,2022-12-24,15,16,23.043,HOU,@,TEN,W 19-14,,0.0,1,1,2,0,0,0,0,0,0,0,0%,17,28%,3,13%,
16,2022,2023-01-01,16,17,,HOU,,JAX,L 3-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2022,2023-01-08,17,18,,HOU,@,IND,W 32-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2023,2023-09-10,1,1,,PHI,@,NWE,W 25-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2023,2023-09-14,2,2,,PHI,,MIN,W 34-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2023,2023-09-25,3,3,,PHI,@,TAM,W 25-11,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2023,2023-10-01,4,4,,PHI,,WAS,W 34-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
