Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,23.021,PHI,@,DET,W 38-35,,,,,,,,0,0%,0,0%,6,19%,
2,2022,2022-09-19,2,2,23.029,PHI,,MIN,W 24-7,,,,,,,,0,0%,0,0%,5,24%,
3,2022,2022-09-25,3,3,23.035,PHI,@,WAS,W 24-8,,,,,,,,0,0%,0,0%,4,15%,
4,2022,2022-10-02,4,4,23.042,PHI,,JAX,W 29-21,,,,,,,,0,0%,0,0%,5,21%,
5,2022,2022-10-09,5,5,23.049,PHI,@,ARI,W 20-17,,,,,,,,3,4%,0,0%,4,16%,
6,2022,2022-10-16,6,6,23.056,PHI,,DAL,W 26-17,,,,,,,,0,0%,0,0%,4,17%,
7,2022,2022-10-30,7,8,23.070,PHI,,PIT,W 35-13,,,,,,,,11,19%,0,0%,5,19%,
8,2022,2022-11-03,8,9,23.074,PHI,@,HOU,W 29-17,,,,,,,,1,2%,0,0%,4,17%,
9,2022,2022-11-14,9,10,23.085,PHI,,WAS,L 21-32,,,,,,,,0,0%,0,0%,3,12%,
10,2022,2022-11-20,10,11,23.091,PHI,@,IND,W 17-16,,,,,,,,0,0%,0,0%,3,12%,
11,2022,2022-11-27,11,12,23.098,PHI,,GNB,W 40-33,,,,,,,,2,3%,0,0%,7,23%,
12,2022,2022-12-04,12,13,23.105,PHI,,TEN,W 35-10,,,,,,,,11,15%,0,0%,6,21%,
13,2022,2022-12-11,13,14,23.112,PHI,@,NYG,W 48-22,,,,,,,,5,7%,0,0%,8,26%,
14,2022,2022-12-18,14,15,23.119,PHI,@,CHI,W 25-20,,,,,,,,1,1%,0,0%,4,16%,
15,2022,2022-12-24,15,16,23.125,PHI,@,DAL,L 34-40,,,,,,,,0,0%,0,0%,6,19%,
16,2022,2023-01-01,16,17,23.133,PHI,,NOR,L 10-20,,,,,,,,0,0%,0,0%,2,8%,
17,2022,2023-01-08,17,18,23.140,PHI,,NYG,W 22-16,,,,,,,,1,1%,0,0%,6,21%,
18,2023,2023-09-10,1,1,24.020,PHI,@,NWE,W 25-20,*,,,,,,,66,100%,0,0%,6,21%,
19,2023,2023-09-14,2,2,24.024,PHI,,MIN,W 34-28,*,,,,,,,77,100%,0,0%,7,24%,
20,2023,2023-09-25,3,3,24.035,PHI,@,TAM,W 25-11,*,,,,,,,80,100%,0,0%,5,25%,
21,2023,2023-10-01,4,4,24.041,PHI,,WAS,W 34-31,*,,,,,,,28,39%,0,0%,2,6%,
22,2023,2023-10-08,5,5,,PHI,@,LAR,W 23-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2023,2023-10-15,6,6,,PHI,@,NYJ,L 14-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2023,2023-10-22,7,7,,PHI,,MIA,W 31-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2023,2023-10-29,8,8,,PHI,@,WAS,W 38-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2023,2023-11-05,9,9,,PHI,,DAL,W 28-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,2023,2023-11-20,10,11,24.091,PHI,@,KAN,W 21-17,*,,,,,,,56,100%,0,0%,3,12%,
28,2023,2023-11-26,11,12,24.097,PHI,,BUF,W 37-34,*,,,,,,,66,100%,0,0%,5,14%,
29,2023,2023-12-03,12,13,24.104,PHI,,SFO,L 19-42,*,,,,,,,72,100%,0,0%,3,12%,
30,2023,2023-12-10,13,14,24.111,PHI,@,DAL,L 13-33,*,,,,,,,53,96%,0,0%,3,12%,
31,2023,2023-12-18,14,15,,PHI,@,SEA,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,2023,2023-12-25,15,16,24.126,PHI,,NYG,W 33-25,*,,,,,,,75,100%,0,0%,7,24%,
33,2023,2023-12-31,16,17,24.132,PHI,,ARI,L 31-35,*,,,,,,,49,100%,0,0%,5,20%,
34,2023,2024-01-07,17,18,24.139,PHI,@,NYG,L 10-27,*,0,0,0,0,0,0,32,49%,0,0%,0,0%,
35,2024,2024-09-06,1,1,25.016,PHI,,GNB,W 34-29,*,,,,,,,76,100%,0,0%,0,0%,
36,2024,2024-09-16,2,2,25.026,PHI,,ATL,L 21-22,*,,,,,,,71,100%,0,0%,0,0%,
37,2024,2024-09-22,3,3,25.032,PHI,@,NOR,W 15-12,*,,,,,,,72,100%,0,0%,2,12%,
38,2024,2024-09-29,4,4,25.039,PHI,@,TAM,L 16-33,*,,,,,,,50,88%,0,0%,0,0%,
39,2024,2024-10-13,5,6,25.053,PHI,,CLE,W 20-16,*,1,0,0,0,0,0,62,100%,0,0%,1,4%,
40,2024,2024-10-20,6,7,25.060,PHI,@,NYG,W 28-3,*,,,,,,,66,100%,0,0%,4,13%,
41,2024,2024-10-27,7,8,25.067,PHI,@,CIN,W 37-17,*,,,,,,,61,100%,0,0%,0,0%,
42,2024,2024-11-03,8,9,25.074,PHI,,JAX,W 28-23,*,,,,,,,79,100%,0,0%,0,0%,
43,2024,2024-11-10,9,10,25.081,PHI,@,DAL,W 34-6,*,,,,,,,54,79%,0,0%,0,0%,
44,2024,2024-11-14,10,11,25.085,PHI,,WAS,W 26-18,*,,,,,,,71,100%,0,0%,1,4%,
