Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,,SFO,@,PIT,W 30-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2023,2023-09-17,2,2,,SFO,@,LAR,W 30-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2023,2023-09-21,3,3,22.339,SFO,,NYG,W 30-12,,,,,,,,,,,,0,0%,0,0%,17,61%,
4,2023,2023-10-01,4,4,22.349,SFO,,ARI,W 35-16,,0.0,1,0,1,0,0,0,0,0,0,0,0%,10,14%,13,59%,
5,2023,2023-10-08,5,5,22.356,SFO,,DAL,W 42-10,,0.0,1,0,1,0,0,0,0,0,0,0,0%,6,12%,14,52%,
6,2023,2023-10-15,6,6,22.363,SFO,@,CLE,L 17-19,,,,,,,,,,,,0,0%,0,0%,14,45%,
7,2023,2023-10-23,7,7,23.006,SFO,@,MIN,L 17-22,,,,,,,,,,,,0,0%,1,1%,10,45%,
8,2023,2023-10-29,8,8,23.012,SFO,,CIN,L 17-31,,0.0,0,1,1,0,0,0,0,0,0,0,0%,0,0%,13,52%,
9,2023,2023-11-12,9,10,23.026,SFO,@,JAX,W 34-3,,0.0,0,1,1,0,0,0,0,0,0,0,0%,1,2%,13,57%,
10,2023,2023-11-19,10,11,23.033,SFO,,TAM,W 27-14,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,15,68%,
11,2023,2023-11-23,11,12,23.037,SFO,@,SEA,W 31-13,,,,,,,,,,,,0,0%,0,0%,19,66%,
12,2023,2023-12-03,12,13,23.047,SFO,@,PHI,W 42-19,,0.0,2,0,2,0,0,0,0,0,1,0,0%,10,14%,16,62%,
13,2023,2023-12-10,13,14,23.054,SFO,,SEA,W 28-16,,0.0,0,1,1,0,0,0,0,0,0,0,0%,2,3%,20,74%,
14,2023,2023-12-17,14,15,23.061,SFO,@,ARI,W 45-29,,0.0,1,0,1,0,0,0,0,0,0,0,0%,12,16%,18,58%,
15,2023,2023-12-25,15,16,23.069,SFO,,BAL,L 19-33,,,,,,,,,,,,0,0%,0,0%,16,60%,
16,2023,2023-12-31,16,17,23.075,SFO,@,WAS,W 27-10,,,,,,,,,,,,0,0%,4,9%,14,67%,
17,2023,2024-01-07,17,18,23.082,SFO,,LAR,L 20-21,,0.0,0,1,1,0,0,0,0,0,0,0,0%,14,21%,14,74%,
18,2024,2024-09-09,1,1,,SFO,,NYJ,W 32-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2024,2024-09-15,2,2,,SFO,@,MIN,L 17-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2024,2024-09-22,3,3,23.341,SFO,@,LAR,L 24-27,,0.0,0,0,0,0,0,0,0,0,0,0,0%,6,10%,7,26%,
21,2024,2024-09-29,4,4,23.348,SFO,,NWE,W 30-13,,0.0,1,0,1,0,0,0,0,0,0,0,0%,7,11%,7,27%,
22,2024,2024-10-06,5,5,23.355,SFO,,ARI,L 23-24,*,0.0,0,2,2,0,0,0,0,0,1,0,0%,26,45%,7,29%,
23,2024,2024-10-10,6,6,23.359,SFO,@,SEA,W 36-24,*,0.0,2,0,2,0,0,0,0,0,0,0,0%,12,15%,12,40%,
24,2024,2024-10-20,7,7,24.003,SFO,,KAN,L 18-28,*,0.0,2,2,4,0,0,0,0,0,0,0,0%,39,56%,5,21%,
25,2024,2024-10-27,8,8,24.010,SFO,,DAL,W 30-24,*,0.0,1,1,2,0,0,0,0,0,0,0,0%,11,18%,9,30%,
26,2024,2024-11-10,9,10,24.024,SFO,@,TAM,W 23-20,,0.0,0,0,0,0,0,0,0,0,0,0,0%,15,25%,17,59%,
27,2024,2024-11-17,10,11,24.031,SFO,,SEA,L 17-20,*,0.0,0,1,1,0,0,0,0,0,1,0,0%,10,17%,14,67%,
28,2024,2024-11-24,11,12,24.038,SFO,@,GNB,L 10-38,,0.0,1,1,2,0,0,0,0,0,0,0,0%,22,31%,17,68%,
