Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2012,2012-09-09,1,1,22.033,CLE,,PHI,L 16-17,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,6,6%,18,60%,
2,2012,2012-09-16,2,2,22.040,CLE,@,CIN,L 27-34,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,7,11%,25,81%,
3,2012,2012-09-23,3,3,22.047,CLE,,BUF,L 14-24,,0,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,24,33%,18,64%,
4,2012,2012-09-27,4,4,22.051,CLE,@,BAL,L 16-23,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,17,21%,7,21%,
5,2012,2012-10-07,,5,,CLE,@,NYG,L 27-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2012,2012-10-14,,6,,CLE,,CIN,W 34-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2012,2012-10-21,,7,,CLE,@,IND,L 13-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2012,2012-10-28,,8,,CLE,,SDG,W 7-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2012,2012-11-04,,9,,CLE,,BAL,L 15-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2012,2012-11-18,10,11,22.103,CLE,@,DAL,L 20-23,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,62,69%,18,56%,
11,2012,2012-11-25,11,12,22.110,CLE,,PIT,W 20-14,*,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,46,73%,2,7%,
12,2012,2012-12-02,12,13,22.117,CLE,@,OAK,W 20-17,*,0,0,0.0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,73,100%,6,23%,
13,2012,2012-12-09,13,14,22.124,CLE,,KAN,W 30-7,,0,0,0.0,1,1,2,0,0,1,23,0,1,0,0,0,0,0,0,0,0%,25,46%,7,24%,
14,2012,2012-12-16,14,15,22.131,CLE,,WAS,L 21-38,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,51,68%,4,13%,
15,2012,2012-12-23,,16,,CLE,@,DEN,L 12-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2012,2012-12-30,16,17,22.145,CLE,@,PIT,L 10-24,*,0,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,56,98%,0,0%,
17,2013,2013-09-08,1,1,23.032,CLE,,MIA,L 10-23,*,0,0,0.0,3,0,3,0,0,1,29,0,1,0,0,0,0,0,0,0,0%,57,84%,8,29%,
18,2013,2013-09-15,2,2,23.039,CLE,@,BAL,L 6-14,*,0,0,0.0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,70,97%,5,19%,
19,2013,2013-09-22,3,3,23.046,CLE,@,MIN,W 31-27,*,0,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,77,97%,6,17%,
20,2013,2013-09-29,4,4,23.053,CLE,,CIN,W 17-6,*,0,0,0.0,3,3,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0%,68,100%,4,17%,
21,2013,2013-10-03,5,5,23.057,CLE,,BUF,W 37-24,*,0,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,76,99%,5,13%,
22,2013,2013-10-13,6,6,23.067,CLE,,DET,L 17-31,*,0,0,0.0,4,3,7,0,0,1,35,0,1,0,0,0,0,0,0,0,0%,69,92%,6,21%,
23,2013,2013-10-20,7,7,23.074,CLE,@,GNB,L 13-31,*,0,0,0.0,7,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,70,99%,12,40%,
24,2013,2013-10-27,8,8,23.081,CLE,@,KAN,L 17-23,*,0,0,0.0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,66,90%,12,40%,
