Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,23.228,SFO,@,PIT,W 30-7,,,,,,,,,,,,0,0%,0,0%,9,35%,
2,2023,2023-09-17,2,2,23.235,SFO,@,LAR,W 30-23,,,,,,,,,,,,0,0%,0,0%,17,61%,
3,2023,2023-09-21,3,3,23.239,SFO,,NYG,W 30-12,,,,,,,,,,,,0,0%,2,4%,17,61%,
4,2023,2023-10-01,4,4,23.249,SFO,,ARI,W 35-16,,0.0,1,1,2,0,0,0,0,0,0,0,0%,11,16%,14,64%,
5,2023,2023-10-08,5,5,23.256,SFO,,DAL,W 42-10,,0.0,0,1,1,0,0,0,0,0,0,0,0%,13,27%,18,67%,
6,2023,2023-10-15,6,6,23.263,SFO,@,CLE,L 17-19,,,,,,,,,,,,0,0%,0,0%,19,61%,
7,2023,2023-10-23,7,7,23.271,SFO,@,MIN,L 17-22,,0.0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,50%,
8,2023,2023-10-29,8,8,23.277,SFO,,CIN,L 17-31,,,,,,,,,,,,0,0%,0,0%,16,64%,
9,2023,2023-11-12,9,10,23.291,SFO,@,JAX,W 34-3,,0.0,0,1,1,0,0,0,0,0,0,0,0%,4,7%,16,70%,
10,2023,2023-11-19,10,11,23.298,SFO,,TAM,W 27-14,,0.0,2,2,4,0,0,1,0,0,3,0,0%,36,51%,12,55%,
11,2023,2023-11-23,11,12,23.302,SFO,@,SEA,W 31-13,*,0.0,1,3,4,0,0,0,0,0,0,0,0%,56,100%,5,17%,
12,2023,2023-12-03,12,13,23.312,SFO,@,PHI,W 42-19,*,0.0,5,1,6,0,0,0,0,0,0,0,0%,72,100%,3,12%,
13,2023,2023-12-10,13,14,23.319,SFO,,SEA,W 28-16,*,0.0,5,1,6,0,0,1,0,0,1,0,0%,59,100%,3,11%,
14,2023,2023-12-17,14,15,23.326,SFO,@,ARI,W 45-29,*,0.0,5,1,6,0,0,0,0,0,0,0,0%,74,100%,5,16%,
15,2023,2023-12-25,15,16,23.334,SFO,,BAL,L 19-33,*,0.0,3,2,5,0,0,0,0,0,0,0,0%,68,100%,8,30%,
16,2023,2023-12-31,16,17,,SFO,@,WAS,W 27-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,2023,2024-01-07,17,18,,SFO,,LAR,L 20-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2024,2024-09-09,1,1,24.228,SFO,,NYJ,W 32-19,*,0.0,2,1,3,0,0,0,0,0,0,0,0%,51,100%,1,4%,
19,2024,2024-09-15,2,2,24.234,SFO,@,MIN,L 17-23,*,0.0,4,1,5,0,0,0,0,0,0,0,0%,54,100%,5,22%,
20,2024,2024-09-22,3,3,24.241,SFO,@,LAR,L 24-27,*,0.0,2,2,4,0,0,0,0,0,2,0,0%,58,100%,3,11%,
21,2024,2024-09-29,4,4,24.248,SFO,,NWE,W 30-13,*,0.0,5,3,8,2,0,0,0,0,1,0,0%,64,100%,3,12%,
22,2024,2024-10-06,5,5,24.255,SFO,,ARI,L 23-24,*,0.0,5,0,5,0,0,0,0,0,0,0,0%,56,97%,5,21%,
23,2024,2024-10-10,6,6,24.259,SFO,@,SEA,W 36-24,*,0.0,6,2,8,1,0,0,0,0,0,0,0%,78,100%,5,17%,
24,2024,2024-10-20,7,7,24.269,SFO,,KAN,L 18-28,*,0.0,1,3,4,0,0,0,0,0,0,0,0%,70,100%,5,21%,
25,2024,2024-10-27,8,8,24.276,SFO,,DAL,W 30-24,*,0.0,4,1,5,0,0,1,0,0,1,0,0%,62,100%,6,20%,
26,2024,2024-11-10,9,10,24.290,SFO,@,TAM,W 23-20,*,0.0,1,2,3,0,0,0,0,0,0,0,0%,61,100%,4,14%,
27,2024,2024-11-17,10,11,24.297,SFO,,SEA,L 17-20,*,0.0,2,3,5,0,0,0,0,0,0,0,0%,60,100%,4,19%,
28,2024,2024-11-24,11,12,24.304,SFO,@,GNB,L 10-38,*,0.0,3,1,4,0,0,0,0,0,1,0,0%,72,100%,6,24%,
