Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
19,2022,2022-09-18,2,2,25.070,SFO,,SEA,W 27-7,,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,46%,0,0%,4,17%,
20,2022,2022-09-25,3,3,25.077,SFO,@,DEN,L 10-11,,3,1,5,5.00,0,33.3%,1.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,46%,0,0%,9,32%,
21,2022,2022-10-03,4,4,25.085,SFO,,LAR,W 24-9,,4,2,22,11.00,0,50.0%,5.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,36%,0,0%,4,16%,
22,2022,2022-10-09,5,5,25.091,SFO,@,CAR,W 37-15,,2,2,45,22.50,0,100.0%,22.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,22%,0,0%,6,21%,
23,2022,2022-10-16,6,6,25.098,SFO,@,ATL,L 14-28,,3,2,18,9.00,0,66.7%,6.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,19,32%,0,0%,10,45%,
24,2022,2022-10-23,7,7,25.105,SFO,,KAN,L 23-44,,4,2,24,12.00,0,50.0%,6.00,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,32,41%,0,0%,15,54%,
25,2022,2022-10-30,8,8,,SFO,@,LAR,W 31-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2022,2022-11-13,9,10,25.126,SFO,,LAC,W 22-16,,4,4,40,10.00,0,100.0%,10.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,32%,0,0%,2,7%,
27,2022,2022-11-21,10,11,25.134,SFO,@,ARI,W 38-10,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,38%,0,0%,3,12%,
28,2022,2022-11-27,11,12,25.140,SFO,,NOR,W 13-0,,7,6,49,8.17,1,85.7%,7.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,41%,0,0%,2,12%,
29,2022,2022-12-04,12,13,25.147,SFO,,MIA,W 33-17,,4,2,34,17.00,0,50.0%,8.50,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,22,26%,0,0%,4,13%,
30,2022,2022-12-11,13,14,25.154,SFO,,TAM,W 35-7,,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,35%,0,0%,3,14%,
31,2022,2022-12-15,14,15,25.158,SFO,@,SEA,W 21-13,*,5,3,31,10.33,0,60.0%,6.20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,84%,0,0%,0,0%,
32,2022,2022-12-24,15,16,25.167,SFO,,WAS,W 37-20,*,3,2,21,10.50,0,66.7%,7.00,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,46,88%,0,0%,0,0%,
33,2022,2023-01-01,16,17,25.175,SFO,@,LVR,W 37-34,*,3,2,46,23.00,0,66.7%,15.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,88%,0,0%,0,0%,
34,2022,2023-01-08,17,18,25.182,SFO,,ARI,W 38-13,,2,1,10,10.00,0,50.0%,5.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,42%,0,0%,0,0%,
35,2023,2023-09-10,1,1,26.062,SFO,@,PIT,W 30-7,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22,32%,0,0%,5,19%,
36,2023,2023-09-17,2,2,26.069,SFO,@,LAR,W 30-23,,3,2,51,25.50,0,66.7%,17.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,47%,0,0%,2,7%,
37,2023,2023-09-21,3,3,26.073,SFO,,NYG,W 30-12,,3,2,31,15.50,0,66.7%,10.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,37%,0,0%,0,0%,
38,2023,2023-10-01,4,4,,SFO,,ARI,W 35-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,2023,2023-10-08,5,5,26.090,SFO,,DAL,W 42-10,,1,1,19,19.00,0,100.0%,19.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,38%,0,0%,0,0%,
40,2023,2023-10-15,6,6,26.097,SFO,@,CLE,L 17-19,,4,2,26,13.00,0,50.0%,6.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,53%,0,0%,0,0%,
41,2023,2023-10-23,7,7,26.105,SFO,@,MIN,L 17-22,*,9,5,54,10.80,0,55.6%,6.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,74%,0,0%,0,0%,
42,2023,2023-10-29,8,8,26.111,SFO,,CIN,L 17-31,*,,,,,,0.0%,,0,0,,,,,,,,,,,,,50,85%,0,0%,0,0%,
43,2023,2023-11-12,9,10,26.125,SFO,@,JAX,W 34-3,,2,1,8,8.00,0,50.0%,4.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,29%,0,0%,0,0%,
44,2023,2023-11-19,10,11,26.132,SFO,,TAM,W 27-14,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,33%,0,0%,0,0%,
45,2023,2023-11-23,11,12,26.136,SFO,@,SEA,W 31-13,,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,24,36%,0,0%,4,14%,
46,2023,2023-12-03,12,13,26.146,SFO,@,PHI,W 42-19,,4,3,44,14.67,1,75.0%,11.00,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,29,49%,0,0%,4,15%,
47,2023,2023-12-10,13,14,26.153,SFO,,SEA,W 28-16,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,33%,0,0%,5,19%,
48,2023,2023-12-17,14,15,26.160,SFO,@,ARI,W 45-29,,2,2,25,12.50,0,100.0%,12.50,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,41%,0,0%,3,10%,
49,2023,2023-12-25,15,16,,SFO,,BAL,L 19-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
50,2023,2023-12-31,16,17,,SFO,@,WAS,W 27-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
51,2023,2024-01-07,17,18,,SFO,,LAR,L 20-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,2024,2024-09-09,1,1,27.061,SFO,,NYJ,W 32-19,,5,5,64,12.80,0,100.0%,12.80,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,49%,0,0%,0,0%,
53,2024,2024-09-15,2,2,27.067,SFO,@,MIN,L 17-23,,4,2,37,18.50,0,50.0%,9.25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,54%,0,0%,0,0%,
54,2024,2024-09-22,3,3,27.074,SFO,@,LAR,L 24-27,*,12,11,175,15.91,3,91.7%,14.58,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,60,85%,0,0%,0,0%,
55,2024,2024-09-29,4,4,27.081,SFO,,NWE,W 30-13,*,6,3,88,29.33,0,50.0%,14.67,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,57%,0,0%,0,0%,
56,2024,2024-10-06,5,5,27.088,SFO,,ARI,L 23-24,,4,1,13,13.00,0,25.0%,3.25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,56%,0,0%,0,0%,
57,2024,2024-10-10,6,6,27.092,SFO,@,SEA,W 36-24,,5,3,27,9.00,0,60.0%,5.40,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,34,52%,0,0%,0,0%,
58,2024,2024-10-20,7,7,,SFO,,KAN,L 18-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
59,2024,2024-10-27,8,8,,SFO,,DAL,W 30-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
60,2024,2024-11-10,9,10,27.123,SFO,@,TAM,W 23-20,*,11,7,93,13.29,0,63.6%,8.45,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,58,91%,0,0%,0,0%,
61,2024,2024-11-17,10,11,27.130,SFO,,SEA,L 17-20,*,11,10,91,9.10,1,90.9%,8.27,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,60,95%,0,0%,0,0%,
62,2024,2024-11-24,11,12,27.137,SFO,@,GNB,L 10-38,*,7,5,40,8.00,0,71.4%,5.71,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,92%,0,0%,0,0%,
