Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,,SFO,,ARI,L 20-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2020,2020-09-20,2,2,,SFO,@,NYJ,W 31-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2020,2020-09-27,3,3,24.023,SFO,@,NYG,W 36-9,,0.0,2,0,2,0,0,0,0,0,0,0,0%,7,13%,16,70%,
4,2020,2020-10-04,4,4,24.030,SFO,,PHI,L 20-25,,0.0,1,1,2,0,0,0,0,0,0,0,0%,0,0%,21,88%,
5,2020,2020-10-11,5,5,24.037,SFO,,MIA,L 17-43,,,,,,,,,,,,0,0%,0,0%,27,84%,
6,2020,2020-10-18,6,6,24.044,SFO,,LAR,W 24-16,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,22,81%,
7,2020,2020-10-25,7,7,24.051,SFO,@,NWE,W 33-6,,0.0,1,0,1,0,0,0,0,0,0,0,0%,11,21%,14,67%,
8,2020,2020-11-01,8,8,24.058,SFO,@,SEA,L 27-37,,,,,,,,,,,,0,0%,0,0%,1,3%,
9,2020,2020-11-05,9,9,,SFO,,GNB,L 17-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2020,2020-11-15,10,10,,SFO,@,NOR,L 13-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2020,2020-11-29,11,12,,SFO,@,LAR,W 23-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2020,2020-12-07,12,13,24.094,SFO,,BUF,L 24-34,,,,,,,,,,,,0,0%,0,0%,8,33%,
13,2020,2020-12-13,13,14,24.100,SFO,,WAS,L 15-23,,0.0,1,0,1,0,0,0,0,0,0,0,0%,10,16%,25,76%,
14,2020,2020-12-20,14,15,24.107,SFO,@,DAL,L 33-41,,,,,,,,,,,,0,0%,0,0%,22,58%,
15,2020,2020-12-26,15,16,24.113,SFO,@,ARI,W 20-12,,,,,,,,,,,,0,0%,0,0%,17,71%,
16,2020,2021-01-03,16,17,24.121,SFO,,SEA,L 23-26,*,0.0,0,2,2,0,0,0,0,0,0,0,0%,33,51%,22,69%,
17,2021,2021-09-12,1,1,25.008,SFO,@,DET,W 41-33,,0.0,2,1,3,0,0,0,0,0,0,0,0%,17,18%,22,71%,
18,2021,2021-09-19,2,2,25.015,SFO,@,PHI,W 17-11,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,17,81%,
19,2021,2021-09-26,3,3,25.022,SFO,,GNB,L 28-30,,,,,,,,,,,,0,0%,0,0%,23,85%,
20,2021,2021-10-03,4,4,25.029,SFO,,SEA,L 21-28,,,,,,,,,,,,0,0%,0,0%,27,87%,
21,2021,2021-10-10,5,5,25.036,SFO,@,ARI,L 10-17,,,,,,,,,,,,0,0%,0,0%,16,84%,
22,2021,2021-10-24,6,7,25.050,SFO,,IND,L 18-30,,0.0,0,1,1,0,0,0,0,0,0,0,0%,0,0%,24,87%,
23,2021,2021-10-31,7,8,25.057,SFO,@,CHI,W 33-22,*,0.0,1,1,2,0,0,0,0,0,0,0,0%,47,67%,18,67%,
24,2021,2021-11-07,8,9,25.064,SFO,,ARI,L 17-31,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,23,88%,
25,2021,2021-11-15,9,10,25.072,SFO,,LAR,W 31-10,,,,,,,,,,,,0,0%,0,0%,18,78%,
26,2021,2021-11-21,10,11,25.078,SFO,@,JAX,W 30-10,,0.0,0,2,2,0,0,0,0,0,0,0,0%,0,0%,16,70%,
27,2021,2021-11-28,11,12,25.085,SFO,,MIN,W 34-26,,0.0,0,3,3,0,0,0,0,0,0,0,0%,11,20%,21,75%,
28,2021,2021-12-05,12,13,25.092,SFO,@,SEA,L 23-30,*,0.0,1,3,4,0,0,0,0,0,0,0,0%,51,73%,8,28%,
