Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct
1.0,2024.0,2024-09-09,1.0,1.0,23.305,SFO,,NYJ,W 32-19,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0%,17.0,65%
2.0,2024.0,2024-09-15,2.0,2.0,23.311,SFO,@,MIN,L 17-23,,,,,,,,,,,,,,,,,,0.0,0%,4.0,7%,13.0,57%
3.0,2024.0,2024-09-22,3.0,3.0,23.318,SFO,@,LAR,L 24-27,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,5.0,9%,10.0,37%
4.0,2024.0,2024-09-29,4.0,4.0,23.325,SFO,,NWE,W 30-13,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,23.0,36%,10.0,39%
5.0,2024.0,2024-10-06,5.0,5.0,23.332,SFO,,ARI,L 23-24,,,,,,,,,,,,,,,,,,0.0,0%,1.0,2%,8.0,33%
6.0,2024.0,2024-10-10,6.0,6.0,23.336,SFO,@,SEA,W 36-24,,0.0,4.0,2.0,6.0,0.0,0.0,1.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,71.0,91%,4.0,13%
7.0,2024.0,2024-10-20,7.0,7.0,23.346,SFO,,KAN,L 18-28,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,44.0,63%,5.0,21%
8.0,2024.0,2024-10-27,8.0,8.0,23.353,SFO,,DAL,W 30-24,,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0%,45.0,73%,1.0,3%
9.0,2024.0,2024-11-10,9.0,10.0,24.001,SFO,@,TAM,W 23-20,*,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,48.0,79%,0.0,0%
10.0,2024.0,2024-11-17,10.0,11.0,24.008,SFO,,SEA,L 17-20,*,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,56.0,93%,0.0,0%
11.0,2024.0,2024-11-24,11.0,12.0,24.015,SFO,@,GNB,L 10-38,*,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,47.0,65%,1.0,4%
