Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
95,2020,2020-12-27,15,16,28.063,JAX,,CHI,L 17-41,,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,49%,0,0%,2,6%,
96,2020,2021-01-03,16,17,28.070,JAX,@,IND,L 14-28,*,9,7,87,12.43,0,77.8%,9.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,80%,0,0%,0,0%,
97,2021,2021-09-12,1,1,28.322,HOU,,JAX,W 37-21,*,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,51%,0,0%,3,9%,
98,2021,2021-09-19,2,2,28.329,HOU,@,CLE,L 21-31,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,90%,0,0%,6,24%,
99,2021,2021-09-23,3,3,28.333,HOU,,CAR,L 9-24,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,89%,0,0%,0,0%,
100,2021,2021-10-03,4,4,28.343,HOU,@,BUF,L 0-40,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,87%,0,0%,0,0%,
101,2021,2021-10-10,5,5,28.350,HOU,,NWE,L 22-25,*,4,3,84,28.00,1,75.0%,21.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,1,0,0,0,0,54,92%,0,0%,0,0%,
102,2021,2021-10-17,6,6,28.357,HOU,@,IND,L 3-31,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,43%,0,0%,5,21%,
103,2021,2021-10-24,7,7,28.364,HOU,@,ARI,L 5-31,*,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,27,48%,0,0%,7,27%,
104,2021,2021-10-31,8,8,29.006,HOU,,LAR,L 22-38,,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,41%,0,0%,0,0%,
105,2021,2021-11-07,9,9,29.013,HOU,@,MIA,L 9-17,*,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,27,39%,0,0%,4,17%,
106,2021,2021-11-21,10,11,29.027,HOU,@,TEN,W 22-13,*,5,4,37,9.25,0,80.0%,7.40,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,48%,0,0%,3,12%,
107,2021,2021-11-28,11,12,29.034,HOU,,NYJ,L 14-21,*,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,29,51%,0,0%,5,20%,
108,2021,2021-12-05,12,13,29.041,HOU,,IND,L 0-31,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,58%,0,0%,1,5%,
109,2021,2021-12-12,13,14,29.048,HOU,,SEA,L 13-33,,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,57%,0,0%,6,21%,
110,2021,2021-12-19,14,15,29.055,HOU,@,JAX,W 30-16,,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,64%,0,0%,0,0%,
111,2021,2021-12-26,15,16,29.062,HOU,,LAC,W 41-29,*,3,3,60,20.00,1,100.0%,20.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,74%,0,0%,1,4%,
112,2021,2022-01-02,16,17,29.069,HOU,@,SFO,L 7-23,*,2,1,-2,-2.00,0,50.0%,-1.00,1,3,3.00,0,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,49,73%,0,0%,0,0%,
113,2021,2022-01-09,17,18,,HOU,,TEN,L 25-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
114,2022,2022-09-11,1,1,29.321,HOU,,IND,T 20-20,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,14%,0,0%,0,0%,
115,2022,2022-09-18,2,2,29.328,HOU,@,DEN,L 9-16,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,20,32%,0,0%,1,4%,
116,2022,2022-09-25,3,3,,HOU,@,CHI,L 20-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
117,2022,2022-10-02,4,4,,HOU,,LAC,L 24-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
118,2022,2022-10-10,5,5,,KAN,,LVR,W 30-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
119,2022,2022-10-16,6,6,,KAN,,BUF,L 20-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
120,2022,2022-10-30,7,8,30.005,TEN,@,HOU,W 17-10,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,13,22%,0,0%,0,0%,
121,2022,2022-11-06,8,9,30.012,TEN,@,KAN,L 17-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,18%,0,0%,0,0%,
122,2022,2022-11-13,9,10,,TEN,,DEN,W 17-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
123,2022,2022-11-27,11,12,,TEN,,CIN,L 16-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
124,2022,2022-12-04,12,13,,TEN,@,PHI,L 10-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
125,2022,2022-12-11,13,14,30.047,TEN,,JAX,L 22-36,,1,1,27,27.00,0,100.0%,27.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,32,48%,0,0%,11,42%,
126,2022,2022-12-18,14,15,30.054,TEN,@,LAC,L 14-17,,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,31,50%,0,0%,10,37%,
127,2022,2022-12-24,15,16,30.060,TEN,,HOU,L 14-19,*,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,5,8%,0,0%,8,33%,
128,2022,2022-12-29,16,17,30.065,TEN,,DAL,L 13-27,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,18,28%,0,0%,12,48%,
129,2022,2023-01-07,17,18,30.074,TEN,@,JAX,L 16-20,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,14,19%,0,0%,5,21%,
130,2023,2023-09-10,1,1,,SFO,@,PIT,W 30-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
131,2023,2023-09-17,2,2,,SFO,@,LAR,W 30-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
132,2023,2023-09-21,3,3,30.331,SFO,,NYG,W 30-12,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,9,11%,0,0%,0,0%,
133,2023,2023-10-01,4,4,,SFO,,ARI,W 35-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
134,2023,2023-10-08,5,5,,SFO,,DAL,W 42-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
135,2023,2023-10-15,6,6,,SFO,@,CLE,L 17-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
136,2023,2023-10-23,7,7,30.363,SFO,@,MIN,L 17-22,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,1,2%,0,0%,6,27%,
137,2023,2023-10-29,8,8,,SFO,,CIN,L 17-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
138,2023,2023-11-12,9,10,,SFO,@,JAX,W 34-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
139,2023,2023-11-19,10,11,,SFO,,TAM,W 27-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
140,2023,2023-11-23,11,12,,SFO,@,SEA,W 31-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
141,2023,2023-12-03,12,13,31.039,SFO,@,PHI,W 42-19,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,9,15%,0,0%,3,12%,
142,2023,2023-12-10,13,14,31.046,SFO,,SEA,W 28-16,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,8,15%,0,0%,11,41%,
143,2023,2023-12-17,14,15,31.053,SFO,@,ARI,W 45-29,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,6,11%,0,0%,17,55%,
144,2023,2023-12-25,15,16,31.061,SFO,,BAL,L 19-33,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,12,17%,0,0%,14,52%,
145,2023,2023-12-31,16,17,31.067,SFO,@,WAS,W 27-10,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,22,31%,0,0%,12,57%,
146,2023,2024-01-07,17,18,31.074,SFO,,LAR,L 20-21,,6,3,69,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,70%,0,0%,10,53%,
147,2024,2024-09-09,1,1,31.320,SFO,,NYJ,W 32-19,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,29,40%,0,0%,16,62%,
148,2024,2024-09-15,2,2,31.326,SFO,@,MIN,L 17-23,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,13%,0,0%,13,57%,
149,2024,2024-09-22,3,3,31.333,SFO,@,LAR,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,20,28%,0,0%,14,52%,
150,2024,2024-09-29,4,4,31.340,SFO,,NWE,W 30-13,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,14,54%,
151,2024,2024-10-06,5,5,,SFO,,ARI,L 23-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
152,2024,2024-10-10,6,6,31.351,SFO,@,SEA,W 36-24,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,6,9%,0,0%,13,43%,
153,2024,2024-10-20,7,7,31.361,SFO,,KAN,L 18-28,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,70%,0,0%,14,58%,
154,2024,2024-10-27,8,8,32.002,SFO,,DAL,W 30-24,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,76%,0,0%,2,7%,
155,2024,2024-11-10,9,10,,SFO,@,TAM,W 23-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
156,2024,2024-11-17,10,11,32.023,SFO,,SEA,L 17-20,,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,,,,,,,3,5%,0,0%,14,67%,
157,2024,2024-11-24,11,12,32.030,SFO,@,GNB,L 10-38,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,4,8%,0,0%,17,68%,
