Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,,SFO,@,DET,W 41-33,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2021,2021-09-19,2,2,,SFO,@,PHI,W 17-11,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2021,2021-09-26,3,3,,SFO,,GNB,L 28-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2021,2021-10-03,4,4,,SFO,,SEA,L 21-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2021,2021-10-10,5,5,,SFO,@,ARI,L 10-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2021,2021-10-24,6,7,,SFO,,IND,L 18-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2021,2021-10-31,7,8,,SFO,@,CHI,W 33-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2021,2021-11-07,8,9,,SFO,,ARI,L 17-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2021,2021-11-15,9,10,24.073,SFO,,LAR,W 31-10,,,,,,,,0,0%,0,0%,4,17%,
10,2021,2021-11-21,10,11,24.079,SFO,@,JAX,W 30-10,,,,,,,,5,7%,0,0%,6,26%,
11,2021,2021-11-28,11,12,24.086,SFO,,MIN,W 34-26,,,,,,,,0,0%,0,0%,7,25%,
12,2021,2021-12-05,12,13,24.093,SFO,@,SEA,L 23-30,,,,,,,,0,0%,0,0%,4,14%,
13,2021,2021-12-12,13,14,24.100,SFO,@,CIN,W 26-23,,,,,,,,0,0%,0,0%,5,15%,
14,2021,2021-12-19,14,15,24.107,SFO,,ATL,W 31-13,,,,,,,,0,0%,0,0%,5,21%,
15,2021,2021-12-23,15,16,24.111,SFO,@,TEN,L 17-20,,,,,,,,0,0%,0,0%,3,13%,
16,2021,2022-01-02,16,17,24.121,SFO,,HOU,W 23-7,,,,,,,,0,0%,0,0%,5,20%,
17,2021,2022-01-09,17,18,24.128,SFO,@,LAR,W 27-24,,,,,,,,0,0%,0,0%,5,18%,
18,2022,2022-09-11,1,1,25.008,SFO,@,CHI,L 10-19,*,,,,,,,68,100%,0,0%,2,8%,
19,2022,2022-09-18,2,2,25.015,SFO,,SEA,W 27-7,*,,,,,,,76,100%,0,0%,6,26%,
20,2022,2022-09-25,3,3,25.022,SFO,@,DEN,L 10-11,*,,,,,,,56,100%,0,0%,2,7%,
21,2022,2022-10-03,4,4,25.030,SFO,,LAR,W 24-9,*,,,,,,,50,100%,0,0%,5,20%,
22,2022,2022-10-09,5,5,25.036,SFO,@,CAR,W 37-15,*,,,,,,,59,88%,0,0%,6,21%,
23,2022,2022-10-16,6,6,25.043,SFO,@,ATL,L 14-28,*,,,,,,,51,85%,0,0%,2,9%,
24,2022,2022-10-23,7,7,25.050,SFO,,KAN,L 23-44,*,,,,,,,79,100%,0,0%,5,18%,
25,2022,2022-10-30,8,8,25.057,SFO,@,LAR,W 31-14,*,,,,,,,53,100%,0,0%,5,21%,
