Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,,SFO,@,PIT,W 30-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2023,2023-09-17,2,2,,SFO,@,LAR,W 30-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2023,2023-09-21,3,3,,SFO,,NYG,W 30-12,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2023,2023-10-01,4,4,,SFO,,ARI,W 35-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2023,2023-10-08,5,5,,SFO,,DAL,W 42-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,2023,2023-10-15,6,6,,SFO,@,CLE,L 17-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2023,2023-10-23,7,7,,SFO,@,MIN,L 17-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2023,2023-10-29,8,8,,SFO,,CIN,L 17-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,2023,2023-11-12,9,10,,SFO,@,JAX,W 34-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2023,2023-11-19,10,11,,SFO,,TAM,W 27-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,2023,2023-11-23,11,12,,SFO,@,SEA,W 31-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2023,2023-12-03,12,13,,SFO,@,PHI,W 42-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2023,2023-12-10,13,14,,SFO,,SEA,W 28-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2023,2023-12-17,14,15,24.121,SFO,@,ARI,W 45-29,,,,,,,,0,0%,11,15%,11,36%,
15,2023,2023-12-25,15,16,24.129,SFO,,BAL,L 19-33,,0.0,1,0,1,0,0,0,0%,0,0%,6,22%,
16,2023,2023-12-31,16,17,24.135,SFO,@,WAS,W 27-10,,0.0,0,1,1,0,0,0,0%,4,9%,11,52%,
17,2023,2024-01-07,17,18,24.142,SFO,,LAR,L 20-21,,1.0,1,2,3,1,1,0,0%,24,36%,12,63%,
18,2024,2024-09-09,1,1,25.022,SFO,,NYJ,W 32-19,,0.0,1,1,2,0,0,0,0%,6,12%,13,50%,
19,2024,2024-09-15,2,2,25.028,SFO,@,MIN,L 17-23,,,,,,,,0,0%,4,7%,14,61%,
20,2024,2024-09-22,3,3,25.035,SFO,@,LAR,L 24-27,,0.0,1,0,1,0,0,0,0%,3,5%,18,67%,
21,2024,2024-09-29,4,4,25.042,SFO,,NWE,W 30-13,,,,,,,,0,0%,5,8%,11,42%,
22,2024,2024-10-06,5,5,25.049,SFO,,ARI,L 23-24,,,,,,,,0,0%,13,22%,18,75%,
23,2024,2024-10-10,6,6,25.053,SFO,@,SEA,W 36-24,,0.0,2,2,4,0,0,0,0%,16,21%,19,63%,
24,2024,2024-10-20,7,7,25.063,SFO,,KAN,L 18-28,,0.0,1,0,1,0,0,0,0%,12,17%,16,67%,
25,2024,2024-10-27,8,8,25.070,SFO,,DAL,W 30-24,,0.0,1,0,1,0,0,0,0%,5,8%,19,63%,
26,2024,2024-11-10,9,10,25.084,SFO,@,TAM,W 23-20,,0.0,1,0,1,0,0,0,0%,8,13%,20,69%,
27,2024,2024-11-17,10,11,25.091,SFO,,SEA,L 17-20,,0.0,0,0,0,0,0,0,0%,9,15%,15,72%,
28,2024,2024-11-24,11,12,25.098,SFO,@,GNB,L 10-38,,0.0,2,0,2,0,0,0,0%,21,29%,20,80%,
