Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,23.246,SFO,@,DET,W 41-33,,0,0%,0,0%,8,26%,
2,2021,2021-09-19,2,2,,SFO,@,PHI,W 17-11,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2021,2021-09-26,3,3,,SFO,,GNB,L 28-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2021,2021-10-03,4,4,23.267,SFO,,SEA,L 21-28,,22,29%,0,0%,0,0%,
5,2021,2021-10-10,5,5,,SFO,@,ARI,L 10-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,2021,2021-10-24,6,7,23.288,SFO,,IND,L 18-30,*,56,100%,0,0%,0,0%,
7,2021,2021-10-31,7,8,,SFO,@,CHI,W 33-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2021,2021-11-07,8,9,23.302,SFO,,ARI,L 17-31,,0,0%,0,0%,3,12%,
9,2021,2021-11-15,9,10,23.310,SFO,,LAR,W 31-10,*,19,28%,0,0%,1,4%,
10,2021,2021-11-21,10,11,23.316,SFO,@,JAX,W 30-10,*,45,65%,0,0%,0,0%,
11,2021,2021-11-28,11,12,,SFO,,MIN,W 34-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2021,2021-12-05,12,13,,SFO,@,SEA,L 23-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2021,2021-12-12,13,14,,SFO,@,CIN,W 26-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2021,2021-12-19,14,15,,SFO,,ATL,W 31-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2021,2021-12-23,15,16,,SFO,@,TEN,L 17-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2021,2022-01-02,16,17,23.358,SFO,,HOU,W 23-7,,3,5%,0,0%,0,0%,
17,2021,2022-01-09,17,18,,SFO,@,LAR,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2022,2022-09-11,1,1,24.245,SFO,@,CHI,L 10-19,,0,0%,0,0%,2,8%,
19,2022,2022-09-18,2,2,24.252,SFO,,SEA,W 27-7,,0,0%,0,0%,6,26%,
20,2022,2022-09-25,3,3,24.259,SFO,@,DEN,L 10-11,,7,13%,0,0%,2,7%,
21,2022,2022-10-03,4,4,24.267,SFO,,LAR,W 24-9,,18,36%,0,0%,5,20%,
22,2022,2022-10-09,5,5,24.273,SFO,@,CAR,W 37-15,*,67,100%,0,0%,7,25%,
23,2022,2022-10-16,6,6,24.280,SFO,@,ATL,L 14-28,*,60,100%,0,0%,2,9%,
24,2022,2022-10-23,7,7,24.287,SFO,,KAN,L 23-44,,0,0%,0,0%,5,18%,
25,2022,2022-10-30,8,8,24.294,SFO,@,LAR,W 31-14,,0,0%,0,0%,5,21%,
26,2022,2022-11-13,9,10,24.308,SFO,,LAC,W 22-16,,1,1%,0,0%,5,18%,
27,2022,2022-11-21,10,11,24.316,SFO,@,ARI,W 38-10,,7,12%,0,0%,6,23%,
28,2022,2022-11-27,11,12,24.322,SFO,,NOR,W 13-0,,0,0%,0,0%,3,18%,
29,2022,2022-12-04,12,13,24.329,SFO,,MIA,W 33-17,,3,4%,0,0%,7,23%,
30,2022,2022-12-11,13,14,24.336,SFO,,TAM,W 35-7,,5,8%,0,0%,5,24%,
31,2022,2022-12-15,14,15,24.340,SFO,@,SEA,W 21-13,,0,0%,0,0%,4,14%,
32,2022,2022-12-24,15,16,24.349,SFO,,WAS,W 37-20,,0,0%,0,0%,7,26%,
33,2022,2023-01-01,16,17,24.357,SFO,@,LVR,W 37-34,,0,0%,0,0%,8,24%,
34,2022,2023-01-08,17,18,24.364,SFO,,ARI,W 38-13,,17,27%,0,0%,6,23%,
35,2023,2023-09-10,1,1,25.244,SFO,@,PIT,W 30-7,,3,4%,0,0%,7,27%,
36,2023,2023-09-17,2,2,25.251,SFO,@,LAR,W 30-23,,0,0%,0,0%,6,21%,
37,2023,2023-09-21,3,3,25.255,SFO,,NYG,W 30-12,,4,5%,0,0%,6,21%,
