Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-28,4,4,23.123,GNB,,CHI,W 35-14,,0.0,0,0,0,,,0,0%,0,0%,10,38%,
2,2017,2017-10-08,5,5,23.133,GNB,@,DAL,W 35-31,,0.0,0,0,0,,,0,0%,0,0%,7,27%,
3,2017,2017-10-15,6,6,23.140,GNB,@,MIN,L 10-23,,0.0,0,0,0,,,0,0%,0,0%,8,31%,
4,2017,2017-10-22,7,7,23.147,GNB,,NOR,L 17-26,,0.0,0,0,0,,,0,0%,0,0%,9,35%,
5,2017,2017-11-06,,9,,GNB,,DET,L 17-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
6,2017,2017-11-12,,10,,GNB,@,CHI,W 23-16,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
7,2017,2017-11-19,,11,,GNB,,BAL,L 0-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
8,2017,2017-11-26,,12,,GNB,@,PIT,L 28-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
9,2017,2017-12-03,,13,,GNB,,TAM,W 26-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
10,2017,2017-12-10,,14,,GNB,@,CLE,W 27-21,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
11,2017,2017-12-17,,15,,GNB,@,CAR,L 24-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
12,2017,2017-12-23,,16,,GNB,,MIN,L 0-16,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
13,2017,2017-12-31,,17,,GNB,@,DET,L 11-35,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
14,2019,2019-09-08,1,1,25.103,MIA,,BAL,L 10-59,,,,,,,,0,0%,0,0%,8,25%,
15,2019,2019-09-15,2,2,25.110,MIA,,NWE,L 0-43,,,,,,,,0,0%,0,0%,7,26%,
16,2019,2019-09-22,3,3,25.117,MIA,@,DAL,L 6-31,,,,,,,,0,0%,0,0%,9,32%,
17,2019,2019-09-29,4,4,25.124,MIA,,LAC,L 10-30,,,,,,,,0,0%,0,0%,6,26%,
18,2019,2019-10-13,5,6,25.138,MIA,,WAS,L 16-17,,,,,,,,0,0%,0,0%,10,33%,
19,2019,2019-10-20,6,7,25.145,MIA,@,BUF,L 21-31,,,,,,,,0,0%,0,0%,8,30%,
20,2019,2019-10-28,7,8,25.153,MIA,@,PIT,L 14-27,,,,,,,,0,0%,0,0%,4,18%,
21,2019,2019-11-03,8,9,25.159,MIA,,NYJ,W 26-18,,,,,,,,0,0%,0,0%,9,30%,
22,2019,2019-11-10,9,10,25.166,MIA,@,IND,W 16-12,,,,,,,,0,0%,0,0%,11,41%,
23,2019,2019-11-17,10,11,25.173,MIA,,BUF,L 20-37,,,,,,,,1,1%,0,0%,8,25%,
24,2019,2019-11-24,11,12,25.180,MIA,@,CLE,L 24-41,,,,,,,,0,0%,0,0%,9,30%,
25,2019,2019-12-01,12,13,25.187,MIA,,PHI,W 37-31,,,,,,,,0,0%,0,0%,8,25%,
26,2019,2019-12-08,13,14,25.194,MIA,@,NYJ,L 21-22,,,,,,,,0,0%,0,0%,9,30%,
27,2019,2019-12-15,14,15,25.201,MIA,@,NYG,L 20-36,,,,,,,,0,0%,0,0%,8,27%,
28,2019,2019-12-22,15,16,25.208,MIA,,CIN,W 38-35,,,,,,,,0,0%,0,0%,13,34%,
29,2019,2019-12-29,16,17,25.215,MIA,@,NWE,W 27-24,,,,,,,,0,0%,0,0%,11,37%,
30,2020,2020-10-04,4,4,26.129,SFO,,PHI,L 20-25,,,,,,,,0,0%,0,0%,6,25%,
31,2020,2020-10-11,5,5,26.136,SFO,,MIA,L 17-43,,,,,,,,0,0%,0,0%,7,22%,
32,2020,2020-10-18,6,6,26.143,SFO,,LAR,W 24-16,,,,,,,,0,0%,0,0%,9,33%,
33,2020,2020-10-25,7,7,26.150,SFO,@,NWE,W 33-6,,,,,,,,0,0%,0,0%,7,33%,
34,2020,2020-11-01,8,8,26.157,SFO,@,SEA,L 27-37,,,,,,,,0,0%,0,0%,7,24%,
35,2020,2020-11-05,9,9,26.161,SFO,,GNB,L 17-34,,,,,,,,0,0%,0,0%,7,26%,
36,2020,2020-11-15,10,10,26.171,SFO,@,NOR,L 13-27,,,,,,,,0,0%,0,0%,8,29%,
37,2020,2020-11-29,11,12,26.185,SFO,@,LAR,W 23-20,,0.0,0,1,1,0,0,0,0%,0,0%,14,40%,
