Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2015,2015-09-13,1,1,23.123,STL,,SEA,W 34-31,*,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,6,19%,
2,2015,2015-09-20,2,2,23.130,STL,@,WAS,L 10-24,*,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,2,7%,
3,2015,2015-09-27,3,3,23.137,STL,,PIT,L 6-12,*,0.0,0,0,0,,,0,0,0,0,0,0,50,100%,0,0%,2,10%,
4,2015,2015-10-04,4,4,23.144,STL,@,ARI,W 24-22,*,0.0,0,0,0,0,0,0,0,0,1,0,0,53,100%,0,0%,4,13%,
5,2015,2015-10-11,5,5,23.151,STL,@,GNB,L 10-24,*,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,5,19%,
6,2015,2015-10-25,6,7,23.165,STL,,CLE,W 24-6,*,0.0,0,0,0,,,0,0,0,0,0,0,53,100%,0,0%,6,23%,
7,2015,2015-11-01,7,8,23.172,STL,,SFO,W 27-6,*,0.0,0,0,0,,,0,0,0,0,0,0,61,88%,0,0%,4,12%,
8,2015,2015-11-08,,9,,STL,@,MIN,L 18-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2015,2015-11-15,9,10,23.186,STL,,CHI,L 13-37,*,0.0,0,0,0,,,0,0,0,0,0,0,47,75%,0,0%,3,9%,
10,2015,2015-11-22,,11,,STL,@,BAL,L 13-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2015,2015-11-29,,12,,STL,@,CIN,L 7-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2015,2015-12-06,12,13,23.207,STL,,ARI,L 3-27,*,0.0,0,0,0,,,0,0,0,0,0,0,50,100%,0,0%,1,4%,
13,2015,2015-12-13,13,14,23.214,STL,,DET,W 21-14,*,0.0,0,0,0,,,0,0,0,0,0,0,55,100%,0,0%,3,12%,
14,2015,2015-12-17,14,15,23.218,STL,,TAM,W 31-23,*,0.0,0,0,0,,,0,0,0,0,0,0,52,100%,0,0%,5,17%,
15,2015,2015-12-27,15,16,23.228,STL,@,SEA,W 23-17,*,0.0,0,0,0,,,0,0,0,0,0,0,55,100%,0,0%,4,15%,
16,2015,2016-01-03,16,17,23.235,STL,@,SFO,L 16-19,*,0.0,0,0,0,0,0,0,0,0,1,0,0,71,100%,0,0%,6,18%,
17,2016,2016-09-12,1,1,24.122,LAR,@,SFO,L 0-28,*,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,
18,2016,2016-09-18,2,2,24.128,LAR,,SEA,W 9-3,*,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,
19,2016,2016-09-25,3,3,24.135,LAR,@,TAM,W 37-32,*,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,
20,2016,2016-10-02,4,4,24.142,LAR,@,ARI,W 17-13,*,0.0,0,0,0,,,0,0,0,0,0,0,59,100%,0,0%,3,12%,
21,2016,2016-10-09,5,5,24.149,LAR,,BUF,L 19-30,*,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,5,16%,
22,2016,2016-10-16,6,6,24.156,LAR,@,DET,L 28-31,*,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,4,17%,
23,2016,2016-10-23,7,7,24.163,LAR,,NYG,L 10-17,*,0.0,0,0,0,,,0,0,0,0,0,0,79,100%,0,0%,2,7%,
24,2016,2016-11-06,8,9,24.177,LAR,,CAR,L 10-13,*,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,4,15%,
25,2016,2016-11-13,9,10,24.184,LAR,@,NYJ,W 9-6,*,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,3,12%,
26,2016,2016-11-20,10,11,24.191,LAR,,MIA,L 10-14,*,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,3,10%,
