Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
25,2017,2017-11-12,9,10,24.315,LAR,,HOU,W 33-7,*,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,82%,0,0%,9,29%,
26,2017,2017-11-19,10,11,24.322,LAR,@,MIN,L 7-24,*,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,75%,0,0%,6,26%,
27,2017,2017-11-26,11,12,24.329,LAR,,NOR,W 26-20,*,3,3,48,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,62%,0,0%,8,24%,
28,2017,2017-12-03,12,13,24.336,LAR,@,ARI,W 32-16,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,38,66%,0,0%,12,39%,
29,2017,2017-12-10,13,14,24.343,LAR,,PHI,L 35-43,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,35,73%,0,0%,6,17%,
30,2017,2017-12-17,14,15,24.350,LAR,@,SEA,W 42-7,*,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,49,72%,0,0%,7,21%,
31,2017,2017-12-24,15,16,24.357,LAR,@,TEN,W 27-23,*,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,79%,0,0%,5,16%,
32,2017,2017-12-31,16,17,24.364,LAR,,SFO,L 13-34,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,18%,0,0%,3,10%,
33,2018,2018-09-10,1,1,25.252,LAR,@,OAK,W 33-13,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,95%,0,0%,8,27%,
34,2018,2018-09-16,2,2,25.258,LAR,,ARI,W 34-0,*,2,1,3,3.00,1,50.0%,1.50,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,64,89%,0,0%,2,11%,
35,2018,2018-09-23,3,3,25.265,LAR,,LAC,W 35-23,*,2,2,35,17.50,0,100.0%,17.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,75%,0,0%,6,24%,
36,2018,2018-09-27,4,4,25.269,LAR,,MIN,W 38-31,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,34,62%,0,0%,0,0%,
37,2018,2018-10-07,5,5,25.279,LAR,@,SEA,W 33-31,*,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,53,80%,0,0%,0,0%,
38,2018,2018-10-14,6,6,25.286,LAR,@,DEN,W 23-20,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,55,74%,0,0%,1,4%,
39,2018,2018-10-21,7,7,25.293,LAR,@,SFO,W 39-10,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,69%,0,0%,0,0%,
40,2018,2018-10-28,8,8,25.300,LAR,,GNB,W 29-27,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,79%,0,0%,0,0%,
41,2018,2018-11-04,9,9,25.307,LAR,@,NOR,L 35-45,*,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,70%,0,0%,7,23%,
42,2018,2018-11-11,10,10,25.314,LAR,,SEA,W 36-31,*,3,3,25,8.33,1,100.0%,8.33,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,50,77%,0,0%,7,23%,
43,2018,2018-11-19,11,11,25.322,LAR,,KAN,W 54-51,*,7,6,63,10.50,0,85.7%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,59,74%,0,0%,9,21%,
44,2018,2018-12-02,12,13,25.335,LAR,@,DET,W 30-16,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,47,68%,0,0%,7,23%,
45,2018,2018-12-09,13,14,25.342,LAR,@,CHI,L 6-15,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,27,43%,0,0%,3,12%,
46,2018,2018-12-16,14,15,25.349,LAR,,PHI,L 23-30,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,55%,0,0%,0,0%,
47,2018,2018-12-23,15,16,25.356,LAR,@,ARI,W 31-9,*,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,74%,0,0%,0,0%,
48,2018,2018-12-30,16,17,25.363,LAR,,SFO,W 48-32,*,1,1,36,36.00,0,100.0%,36.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,43,59%,0,0%,0,0%,
49,2019,2019-09-08,1,1,26.250,LAR,@,CAR,W 30-27,*,5,4,20,5.00,1,80.0%,4.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,39,51%,0,0%,8,23%,
50,2019,2019-09-15,2,2,26.257,LAR,,NOR,W 27-9,*,3,2,21,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,34%,0,0%,2,7%,
51,2019,2019-09-22,,3,,LAR,@,CLE,W 20-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,2019,2019-09-29,4,4,26.271,LAR,,TAM,L 40-55,*,7,4,41,10.25,0,57.1%,5.86,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,44%,0,0%,7,18%,
53,2019,2019-10-03,5,5,26.275,LAR,@,SEA,L 29-30,*,3,3,47,15.67,0,100.0%,15.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,39,56%,0,0%,6,19%,
54,2019,2019-10-13,6,6,26.285,LAR,,SFO,L 7-20,*,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,58%,0,0%,1,4%,
55,2019,2019-10-20,7,7,26.292,LAR,@,ATL,W 37-10,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,64%,0,0%,10,30%,
56,2019,2019-10-27,8,8,26.299,LAR,,CIN,W 24-10,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,55%,0,0%,4,17%,
57,2019,2019-11-10,9,10,26.313,LAR,@,PIT,L 12-17,*,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,33%,0,0%,2,6%,
58,2019,2019-11-17,10,11,26.320,LAR,,CHI,W 17-7,*,,,,,,0.0%,,,,,,,,,,,0,0,,,,,,,0,,,0,0,0,41,76%,0,0%,0,0%,
59,2019,2019-11-25,11,12,26.328,LAR,,BAL,L 6-45,*,6,5,20,4.00,0,83.3%,3.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,36,69%,0,0%,0,0%,
60,2019,2019-12-01,12,13,26.334,LAR,@,ARI,W 34-7,*,8,7,107,15.29,1,87.5%,13.38,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,72,91%,0,0%,0,0%,
61,2019,2019-12-08,13,14,26.341,LAR,,SEA,W 28-12,*,11,7,116,16.57,0,63.6%,10.55,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,97%,0,0%,0,0%,
62,2019,2019-12-15,14,15,26.348,LAR,@,DAL,L 21-44,*,14,12,111,9.25,0,85.7%,7.93,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,85%,0,0%,0,0%,
63,2019,2019-12-21,15,16,26.354,LAR,@,SFO,L 31-34,*,11,9,104,11.56,0,81.8%,9.45,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,89%,0,0%,1,3%,
64,2019,2019-12-29,16,17,26.362,LAR,,ARI,W 31-24,*,12,8,84,10.50,1,66.7%,7.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,79,96%,0,0%,0,0%,
65,2020,2020-09-13,1,1,27.256,LAR,,DAL,W 20-17,*,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,89%,0,0%,5,19%,
66,2020,2020-09-20,2,2,27.263,LAR,@,PHI,W 37-19,*,5,5,54,10.80,3,100.0%,10.80,0,0,,0,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,59,86%,0,0%,6,24%,
67,2020,2020-09-27,3,3,27.270,LAR,@,BUF,L 32-35,*,2,2,40,20.00,0,100.0%,20.00,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,50,72%,0,0%,5,21%,
68,2020,2020-10-04,4,4,27.277,LAR,,NYG,W 17-9,*,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,84%,0,0%,3,13%,
69,2020,2020-10-11,5,5,27.284,LAR,@,WAS,W 30-10,*,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,82%,0,0%,5,16%,
70,2020,2020-10-18,6,6,27.291,LAR,@,SFO,L 16-24,*,4,3,56,18.67,0,75.0%,14.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,75%,0,0%,3,11%,
71,2020,2020-10-26,7,7,,LAR,,CHI,W 24-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
72,2020,2020-11-01,8,8,27.305,LAR,@,MIA,L 17-28,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,60%,0,0%,0,0%,
73,2020,2020-11-15,9,10,27.319,LAR,,SEA,W 23-16,*,6,3,60,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,84%,0,0%,5,21%,
74,2020,2020-11-23,10,11,27.327,LAR,@,TAM,W 27-24,*,4,4,19,4.75,0,100.0%,4.75,1,1,1.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,72%,0,0%,6,20%,
75,2020,2020-11-29,11,12,27.333,LAR,,SFO,L 20-23,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,61%,0,0%,0,0%,
76,2020,2020-12-06,12,13,27.340,LAR,@,ARI,W 38-28,*,6,4,24,6.00,1,66.7%,4.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,69,84%,0,0%,0,0%,
77,2020,2020-12-10,13,14,27.344,LAR,,NWE,W 24-3,*,2,2,34,17.00,0,100.0%,17.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,87%,0,0%,0,0%,
78,2020,2020-12-20,14,15,27.354,LAR,,NYJ,L 20-23,*,5,4,67,16.75,1,80.0%,13.40,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,49,83%,0,0%,0,0%,
79,2020,2020-12-27,15,16,27.361,LAR,@,SEA,L 9-20,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,69%,0,0%,0,0%,
80,2020,2021-01-03,16,17,28.002,LAR,,ARI,W 18-7,*,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,82%,0,0%,0,0%,
81,2021,2021-09-12,1,1,28.254,LAR,,CHI,W 34-14,*,6,5,68,13.60,0,83.3%,11.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,6,30%,
82,2021,2021-09-19,2,2,28.261,LAR,@,IND,W 27-24,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,5,19%,
83,2021,2021-09-26,3,3,28.268,LAR,,TAM,W 34-24,*,5,5,40,8.00,1,100.0%,8.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,49,75%,0,0%,6,20%,
84,2021,2021-10-03,4,4,28.275,LAR,,ARI,L 20-37,*,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,79%,0,0%,4,14%,
85,2021,2021-10-07,5,5,28.279,LAR,@,SEA,W 26-17,*,2,2,14,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,84%,0,0%,5,18%,
86,2021,2021-10-17,6,6,28.289,LAR,@,NYG,W 38-11,*,5,5,36,7.20,0,100.0%,7.20,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,6,22%,
87,2021,2021-10-24,7,7,28.296,LAR,,DET,W 28-19,*,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,4,16%,
88,2021,2021-10-31,8,8,28.303,LAR,@,HOU,W 38-22,*,3,3,25,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,69%,0,0%,7,21%,
89,2021,2021-11-07,9,9,28.310,LAR,,TEN,L 16-28,*,10,5,51,10.20,0,50.0%,5.10,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,97%,0,0%,4,15%,
90,2021,2021-11-15,10,10,28.318,LAR,@,SFO,L 10-31,*,5,3,20,6.67,1,60.0%,4.00,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,54,98%,0,0%,3,13%,
