Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-14,1,1,,TEN,@,DEN,W 16-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2020,2020-09-20,2,2,23.149,TEN,,JAX,W 33-30,,0.0,0,1,1,0,0,0,0%,16,21%,5,18%,
3,2020,2020-09-27,3,3,23.156,TEN,@,MIN,W 31-30,,,,,,,,0,0%,15,23%,7,19%,
4,2020,2020-10-13,4,5,23.172,TEN,,BUF,W 42-16,,0.0,1,1,2,1,0,0,0%,27,37%,2,8%,
5,2020,2020-10-18,5,6,23.177,TEN,,HOU,W 42-36,,,,,,,,0,0%,8,11%,5,17%,
6,2020,2020-10-25,6,7,23.184,TEN,,PIT,L 24-27,,,,,,,,0,0%,11,14%,5,18%,
7,2020,2020-11-01,7,8,23.191,TEN,@,CIN,L 20-31,,,,,,,,0,0%,8,11%,7,30%,
8,2020,2020-11-08,8,9,23.198,TEN,,CHI,W 24-17,,,,,,,,0,0%,13,17%,7,21%,
9,2020,2020-11-12,9,10,23.202,TEN,,IND,L 17-34,,,,,,,,0,0%,3,4%,0,0%,
10,2020,2020-11-22,10,11,,TEN,@,BAL,W 30-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2020,2020-11-29,11,12,,TEN,@,IND,W 45-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2020,2020-12-06,12,13,,TEN,,CLE,L 35-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2020,2020-12-13,13,14,23.233,TEN,@,JAX,W 31-10,,0.0,0,1,1,0,0,0,0%,21,30%,0,0%,
14,2020,2020-12-20,14,15,,TEN,,DET,W 46-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2020,2020-12-27,15,16,,TEN,@,GNB,L 14-40,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2020,2021-01-03,16,17,23.254,TEN,@,HOU,W 41-38,,0.0,0,1,1,0,0,0,0%,15,24%,7,21%,
17,2021,2021-09-12,1,1,24.141,TEN,,ARI,L 13-38,*,0.0,0,1,1,0,0,0,0%,37,54%,8,30%,
18,2021,2021-09-19,2,2,24.148,TEN,@,SEA,W 33-30,*,0.0,1,0,1,1,0,0,0%,14,26%,9,25%,
