Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,,LAR,@,SEA,W 30-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2023,2023-09-17,2,2,,LAR,,SFO,L 23-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2023,2023-09-25,3,3,,LAR,@,CIN,L 16-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2023,2023-10-01,4,4,22.173,LAR,@,IND,W 29-23,,0,0%,0,0%,7,26%,
5,2023,2023-10-08,5,5,22.180,LAR,,PHI,L 14-23,,6,11%,0,0%,2,10%,
6,2023,2023-10-15,6,6,22.187,LAR,,ARI,W 26-9,,0,0%,0,0%,6,22%,
7,2023,2023-10-22,7,7,,LAR,,PIT,L 17-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2023,2023-10-29,8,8,22.201,LAR,@,DAL,L 20-43,,0,0%,0,0%,2,7%,
9,2023,2023-11-05,9,9,22.208,LAR,@,GNB,L 3-20,,0,0%,0,0%,2,9%,
10,2023,2023-11-19,10,11,,LAR,,SEA,W 17-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2023,2023-11-26,11,12,,LAR,@,ARI,W 37-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2023,2023-12-03,12,13,,LAR,,CLE,W 36-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2023,2023-12-10,13,14,,LAR,@,BAL,L 31-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2023,2023-12-17,14,15,,LAR,,WAS,W 28-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2023,2023-12-21,15,16,,LAR,,NOR,W 30-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2023,2023-12-31,16,17,,LAR,@,NYG,W 26-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2023,2024-01-07,17,18,22.271,LAR,@,SFO,W 21-20,,26,39%,0,0%,2,11%,
18,2024,2024-09-08,1,1,23.150,LAR,@,DET,L 20-26,*,78,100%,0,0%,4,15%,
19,2024,2024-09-15,2,2,23.157,LAR,@,ARI,L 10-41,*,52,100%,0,0%,2,8%,
20,2024,2024-09-22,3,3,23.164,LAR,,SFO,W 27-24,,0,0%,0,0%,5,19%,
21,2024,2024-09-29,4,4,23.171,LAR,@,CHI,L 18-24,,0,0%,0,0%,5,19%,
22,2024,2024-10-06,5,5,23.178,LAR,,GNB,L 19-24,,0,0%,0,0%,2,9%,
23,2024,2024-10-20,6,7,23.192,LAR,,LVR,W 20-15,,0,0%,0,0%,4,14%,
24,2024,2024-10-24,7,8,23.196,LAR,,MIN,W 30-20,,0,0%,0,0%,4,16%,
25,2024,2024-11-03,8,9,23.206,LAR,@,SEA,W 26-20,,19,25%,0,0%,4,13%,
26,2024,2024-11-11,9,10,23.214,LAR,,MIA,L 15-23,,0,0%,0,0%,6,21%,
27,2024,2024-11-17,10,11,23.220,LAR,@,NWE,W 28-22,*,52,100%,0,0%,5,19%,
28,2024,2024-11-24,11,12,23.227,LAR,,PHI,L 20-37,*,64,100%,0,0%,3,11%,
