Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,23.158,LAR,@,SEA,W 30-13,,,,,,,,,,,,0,0%,1,2%,11,39%,
2,2023,2023-09-17,2,2,23.165,LAR,,SFO,L 23-30,,,,,,,,,,,,0,0%,0,0%,8,29%,
3,2023,2023-09-25,3,3,23.173,LAR,@,CIN,L 16-19,,,,,,,,,,,,0,0%,0,0%,10,32%,
4,2023,2023-10-01,4,4,23.179,LAR,@,IND,W 29-23,,,,,,,,,,,,0,0%,3,5%,10,37%,
5,2023,2023-10-08,5,5,,LAR,,PHI,L 14-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2023,2023-10-15,6,6,,LAR,,ARI,W 26-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2023,2023-10-22,7,7,,LAR,,PIT,L 17-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2023,2023-10-29,8,8,,LAR,@,DAL,L 20-43,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2023,2023-11-05,9,9,23.214,LAR,@,GNB,L 3-20,,,,,,,,,,,,0,0%,0,0%,9,39%,
10,2023,2023-11-19,10,11,,LAR,,SEA,W 17-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2023,2023-11-26,11,12,,LAR,@,ARI,W 37-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2023,2023-12-03,12,13,,LAR,,CLE,W 36-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2023,2023-12-10,13,14,23.249,LAR,@,BAL,L 31-37,,0.0,0,1,1,0,0,0,0,0,0,0,0%,15,21%,0,0%,
14,2023,2023-12-17,14,15,23.256,LAR,,WAS,W 28-20,,0.0,0,0,0,0,0,0,0,0,1,0,0%,14,23%,11,41%,
15,2023,2023-12-21,15,16,23.260,LAR,,NOR,W 30-22,,0.0,1,0,1,0,0,0,0,0,0,0,0%,12,20%,8,33%,
16,2023,2023-12-31,16,17,23.270,LAR,@,NYG,W 26-25,,0.0,0,1,1,0,0,0,0,0,0,0,0%,6,8%,9,30%,
17,2023,2024-01-07,17,18,23.277,LAR,@,SFO,W 21-20,,0.0,1,0,1,0,0,0,0,0,0,0,0%,15,25%,10,53%,
18,2024,2024-09-08,1,1,24.156,LAR,@,DET,L 20-26,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,15,58%,
19,2024,2024-09-15,2,2,24.163,LAR,@,ARI,L 10-41,,,,,,,,,,,,0,0%,1,2%,16,64%,
20,2024,2024-09-22,3,3,24.170,LAR,,SFO,W 27-24,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,15,56%,
21,2024,2024-09-29,4,4,24.177,LAR,@,CHI,L 18-24,,,,,,,,,,,,0,0%,0,0%,11,42%,
22,2024,2024-10-06,5,5,24.184,LAR,,GNB,L 19-24,,,,,,,,,,,,0,0%,0,0%,12,55%,
23,2024,2024-10-20,6,7,24.198,LAR,,LVR,W 20-15,,,,,,,,,,,,0,0%,0,0%,17,61%,
24,2024,2024-10-24,7,8,24.202,LAR,,MIN,W 30-20,,,,,,,,,,,,0,0%,0,0%,16,64%,
25,2024,2024-11-03,8,9,24.212,LAR,@,SEA,W 26-20,,0.0,0,0,0,0,0,0,0,0,1,0,0%,3,4%,25,78%,
26,2024,2024-11-11,9,10,24.220,LAR,,MIA,L 15-23,,,,,,,,,,,,0,0%,0,0%,16,57%,
27,2024,2024-11-17,10,11,24.226,LAR,@,NWE,W 28-22,,0.0,0,1,1,0,0,0,0,0,0,0,0%,0,0%,17,63%,
28,2024,2024-11-24,11,12,24.233,LAR,,PHI,L 20-37,,,,,,,,,,,,0,0%,0,0%,16,57%,
