Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-08,1,1,,LAR,,BUF,L 10-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2022,2022-09-18,2,2,,LAR,,ATL,W 31-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2022,2022-09-25,3,3,22.032,LAR,@,ARI,W 20-12,*,0.0,9,0,9,0,0,0,0,0,1,0,0%,75,90%,0,0%,
4,2022,2022-10-03,4,4,22.040,LAR,@,SFO,L 9-24,*,0.0,2,1,3,0,0,0,0,0,1,0,0%,49,98%,0,0%,
5,2022,2022-10-09,5,5,22.046,LAR,,DAL,L 10-22,*,0.0,2,1,3,0,0,0,0,0,0,0,0%,52,95%,2,7%,
6,2022,2022-10-16,6,6,22.053,LAR,,CAR,W 24-10,*,0.0,2,1,3,0,0,0,0,0,1,0,0%,44,100%,4,15%,
7,2022,2022-10-30,7,8,22.067,LAR,,SFO,L 14-31,*,0.0,5,1,6,0,0,0,0,0,0,0,0%,53,100%,0,0%,
8,2022,2022-11-06,8,9,22.074,LAR,@,TAM,L 13-16,,0.0,4,0,4,0,0,0,0,0,1,0,0%,72,86%,0,0%,
9,2022,2022-11-13,9,10,22.081,LAR,,ARI,L 17-27,,,,,,,,,,,,0,0%,2,3%,6,21%,
10,2022,2022-11-20,10,11,22.088,LAR,@,NOR,L 20-27,,0.0,1,1,2,0,0,0,0,0,0,0,0%,13,23%,0,0%,
11,2022,2022-11-27,11,12,22.095,LAR,@,KAN,L 10-26,,0.0,2,0,2,0,0,0,0,0,0,0,0%,49,64%,0,0%,
12,2022,2022-12-04,12,13,22.102,LAR,,SEA,L 23-27,*,0.0,8,2,10,0,0,0,0,0,0,0,0%,67,100%,0,0%,
13,2022,2022-12-08,13,14,22.106,LAR,,LVR,W 17-16,,,,,,,,,,,,0,0%,0,0%,5,20%,
14,2022,2022-12-19,14,15,22.117,LAR,@,GNB,L 12-24,,,,,,,,,,,,0,0%,1,1%,4,19%,
15,2022,2022-12-25,15,16,22.123,LAR,,DEN,W 51-14,,0.0,1,0,1,0,0,0,0,0,0,0,0%,6,9%,1,4%,
16,2022,2023-01-01,16,17,22.130,LAR,@,LAC,L 10-31,,,,,,,,,,,,0,0%,0,0%,6,24%,
17,2022,2023-01-08,17,18,22.137,LAR,@,SEA,L 16-19,,,,,,,,,,,,0,0%,0,0%,11,33%,
18,2023,2023-09-10,1,1,23.017,LAR,@,SEA,W 30-13,*,0.0,3,0,3,0,0,0,0,0,1,0,0%,47,92%,4,14%,
19,2023,2023-09-17,2,2,23.024,LAR,,SFO,L 23-30,*,0.0,2,1,3,0,0,0,0,0,0,0,0%,52,91%,7,25%,
20,2023,2023-09-25,3,3,23.032,LAR,@,CIN,L 16-19,*,0.0,3,3,6,0,0,0,0,0,2,0,0%,77,100%,8,26%,
21,2023,2023-10-01,4,4,23.038,LAR,@,IND,W 29-23,*,0.0,3,0,3,1,0,0,0,0,0,0,0%,63,98%,2,7%,
22,2023,2023-10-08,5,5,23.045,LAR,,PHI,L 14-23,*,0.0,7,1,8,1,0,0,0,0,0,0,0%,79,100%,6,30%,
23,2023,2023-10-15,6,6,23.052,LAR,,ARI,W 26-9,*,0.0,2,0,2,0,0,0,0,0,0,0,0%,68,89%,3,11%,
24,2023,2023-10-22,7,7,23.059,LAR,,PIT,L 17-24,,0.0,0,0,0,0,0,0,0,0,0,0,0%,22,37%,0,0%,
25,2023,2023-10-29,8,8,23.066,LAR,@,DAL,L 20-43,*,0.0,4,1,5,0,0,0,0,0,1,0,0%,60,92%,0,0%,
26,2023,2023-11-05,9,9,23.073,LAR,@,GNB,L 3-20,,,,,,,,,,,,0,0%,3,4%,1,4%,
27,2023,2023-11-19,10,11,23.087,LAR,,SEA,W 17-16,*,0.0,3,0,3,0,0,1,0,0,3,0,0%,65,100%,0,0%,
28,2023,2023-11-26,11,12,23.094,LAR,@,ARI,W 37-14,*,0.0,4,0,4,0,0,0,0,0,0,0,0%,71,100%,5,18%,
29,2023,2023-12-03,12,13,23.101,LAR,,CLE,W 36-19,*,0.0,3,1,4,1,0,0,0,0,1,0,0%,71,100%,0,0%,
30,2023,2023-12-10,13,14,23.108,LAR,@,BAL,L 31-37,*,0.0,3,0,3,0,0,0,0,0,0,0,0%,72,100%,0,0%,
31,2023,2023-12-17,14,15,23.115,LAR,,WAS,W 28-20,*,0.0,4,0,4,0,0,0,0,0,0,0,0%,51,85%,6,22%,
32,2023,2023-12-21,15,16,23.119,LAR,,NOR,W 30-22,,0.0,0,0,0,0,0,0,0,0,0,0,0%,10,17%,6,25%,
33,2023,2023-12-31,16,17,23.129,LAR,@,NYG,W 26-25,,0.0,0,1,1,0,0,0,0,0,1,0,0%,21,28%,17,57%,
34,2023,2024-01-07,17,18,23.136,LAR,@,SFO,W 21-20,,0.0,0,0,0,0,0,0,0,0,1,0,0%,26,43%,6,32%,
35,2024,2024-09-08,1,1,,LAR,@,DET,L 20-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,2024,2024-09-15,2,2,,LAR,@,ARI,L 10-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,2024,2024-09-22,3,3,,LAR,,SFO,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,2024,2024-09-29,4,4,,LAR,@,CHI,L 18-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
39,2024,2024-10-06,5,5,,LAR,,GNB,L 19-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
40,2024,2024-10-20,6,7,,LAR,,LVR,W 20-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
41,2024,2024-10-24,7,8,,LAR,,MIN,W 30-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
42,2024,2024-11-03,8,9,,LAR,@,SEA,W 26-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
43,2024,2024-11-11,9,10,,LAR,,MIA,L 15-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
44,2024,2024-11-17,10,11,,LAR,@,NWE,W 28-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,2024,2024-11-24,11,12,,LAR,,PHI,L 20-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
