Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Num,Pct,Num,Pct,Num,Pct,Status
1,2018,2018-09-10,1,1,23.083,LAR,@,OAK,W 33-13,,0,0%,0,0%,8,27%,
2,2018,2018-09-16,2,2,23.089,LAR,,ARI,W 34-0,,0,0%,0,0%,2,11%,
3,2018,2018-09-23,3,3,23.096,LAR,,LAC,W 35-23,,3,4%,0,0%,6,24%,
4,2018,2018-09-27,4,4,23.100,LAR,,MIN,W 38-31,,0,0%,0,0%,7,21%,
5,2018,2018-10-07,5,5,23.110,LAR,@,SEA,W 33-31,,0,0%,0,0%,6,20%,
6,2018,2018-10-14,6,6,23.117,LAR,@,DEN,W 23-20,,5,7%,0,0%,6,21%,
7,2018,2018-10-21,7,7,23.124,LAR,@,SFO,W 39-10,,10,16%,0,0%,7,23%,
8,2018,2018-10-28,8,8,23.131,LAR,,GNB,W 29-27,,0,0%,0,0%,3,9%,
9,2018,2018-11-04,9,9,23.138,LAR,@,NOR,L 35-45,,0,0%,0,0%,7,23%,
10,2018,2018-11-11,10,10,23.145,LAR,,SEA,W 36-31,,0,0%,0,0%,6,20%,
11,2018,2018-11-19,11,11,23.153,LAR,,KAN,W 54-51,,0,0%,0,0%,9,21%,
12,2018,2018-12-02,12,13,23.166,LAR,@,DET,W 30-16,,0,0%,0,0%,6,19%,
13,2018,2018-12-09,13,14,23.173,LAR,@,CHI,L 6-15,,5,8%,0,0%,3,12%,
14,2018,2018-12-16,14,15,23.180,LAR,,PHI,L 23-30,,0,0%,0,0%,5,16%,
15,2018,2018-12-23,15,16,23.187,LAR,@,ARI,W 31-9,,8,12%,0,0%,6,23%,
16,2018,2018-12-30,16,17,23.194,LAR,,SFO,W 48-32,,47,64%,0,0%,8,26%,
17,2019,2019-09-08,1,1,24.081,LAR,@,CAR,W 30-27,*,76,100%,0,0%,7,20%,
18,2019,2019-09-15,2,2,24.088,LAR,,NOR,W 27-9,*,67,100%,0,0%,5,19%,
19,2019,2019-09-22,3,3,24.095,LAR,@,CLE,W 20-13,*,64,100%,0,0%,5,21%,
20,2019,2019-09-29,4,4,24.102,LAR,,TAM,L 40-55,*,89,100%,0,0%,7,18%,
21,2019,2019-10-03,5,5,24.106,LAR,@,SEA,L 29-30,*,70,100%,0,0%,6,19%,
22,2019,2019-10-13,6,6,24.116,LAR,,SFO,L 7-20,*,10,19%,0,0%,1,4%,
23,2019,2019-10-20,,7,,LAR,@,ATL,W 37-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
24,2019,2019-10-27,,8,,LAR,,CIN,W 24-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
25,2019,2019-11-10,,10,,LAR,@,PIT,L 12-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
26,2019,2019-11-17,,11,,LAR,,CHI,W 17-7,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
27,2019,2019-11-25,,12,,LAR,,BAL,L 6-45,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
28,2019,2019-12-01,,13,,LAR,@,ARI,W 34-7,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
29,2019,2019-12-08,,14,,LAR,,SEA,W 28-12,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
30,2019,2019-12-15,,15,,LAR,@,DAL,L 21-44,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
31,2019,2019-12-21,,16,,LAR,@,SFO,L 31-34,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
