Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,24.142,LAR,@,SEA,W 30-13,,,,,,,,0,0%,0,0%,9,32%,
2,2023,2023-09-17,2,2,24.149,LAR,,SFO,L 23-30,,,,,,,,0,0%,0,0%,7,25%,
3,2023,2023-09-25,3,3,24.157,LAR,@,CIN,L 16-19,,,,,,,,0,0%,0,0%,10,32%,
4,2023,2023-10-01,4,4,24.163,LAR,@,IND,W 29-23,,,,,,,,0,0%,0,0%,10,37%,
5,2023,2023-10-08,5,5,24.170,LAR,,PHI,L 14-23,,,,,,,,0,0%,0,0%,6,30%,
6,2023,2023-10-15,6,6,24.177,LAR,,ARI,W 26-9,,,,,,,,0,0%,0,0%,10,37%,
7,2023,2023-10-22,7,7,24.184,LAR,,PIT,L 17-24,,0.0,0,1,1,0,0,0,0%,0,0%,8,31%,
8,2023,2023-10-29,8,8,24.191,LAR,@,DAL,L 20-43,,,,,,,,0,0%,0,0%,7,23%,
9,2023,2023-11-05,9,9,24.198,LAR,@,GNB,L 3-20,,,,,,,,0,0%,0,0%,7,30%,
10,2023,2023-11-19,10,11,24.212,LAR,,SEA,W 17-16,,,,,,,,0,0%,0,0%,8,31%,
11,2023,2023-11-26,11,12,24.219,LAR,@,ARI,W 37-14,,,,,,,,0,0%,0,0%,9,32%,
12,2023,2023-12-03,12,13,24.226,LAR,,CLE,W 36-19,,,,,,,,0,0%,0,0%,12,36%,
13,2023,2023-12-10,13,14,24.233,LAR,@,BAL,L 31-37,,,,,,,,0,0%,0,0%,12,32%,
14,2023,2023-12-17,14,15,,LAR,,WAS,W 28-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2023,2023-12-21,15,16,,LAR,,NOR,W 30-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2023,2023-12-31,16,17,,LAR,@,NYG,W 26-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2023,2024-01-07,17,18,,LAR,@,SFO,W 21-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2024,2024-09-08,1,1,25.140,LAR,@,DET,L 20-26,,,,,,,,0,0%,0,0%,7,27%,
19,2024,2024-09-15,2,2,25.147,LAR,@,ARI,L 10-41,,,,,,,,0,0%,0,0%,6,24%,
20,2024,2024-09-22,3,3,25.154,LAR,,SFO,W 27-24,,,,,,,,0,0%,0,0%,9,33%,
21,2024,2024-09-29,4,4,25.161,LAR,@,CHI,L 18-24,,,,,,,,0,0%,0,0%,6,23%,
22,2024,2024-10-06,5,5,25.168,LAR,,GNB,L 19-24,,,,,,,,0,0%,0,0%,5,23%,
23,2024,2024-10-20,6,7,25.182,LAR,,LVR,W 20-15,,,,,,,,0,0%,0,0%,10,36%,
24,2024,2024-10-24,7,8,25.186,LAR,,MIN,W 30-20,,,,,,,,0,0%,0,0%,7,28%,
25,2024,2024-11-03,8,9,25.196,LAR,@,SEA,W 26-20,,,,,,,,0,0%,0,0%,12,38%,
26,2024,2024-11-11,9,10,25.204,LAR,,MIA,L 15-23,,,,,,,,0,0%,0,0%,9,32%,
27,2024,2024-11-17,10,11,25.210,LAR,@,NWE,W 28-22,,,,,,,,0,0%,0,0%,9,33%,
28,2024,2024-11-24,11,12,25.217,LAR,,PHI,L 20-37,,,,,,,,0,0%,0,0%,7,25%,
