Team,Player,Position,Age,Experience,College,Games_Played,GS_total,GS_avg,GS_max,Tgt_total,Tgt_avg,Tgt_max,Rec_total,Rec_avg,Rec_max,Yds_total,Yds_avg,Yds_max,Y/R_total,Y/R_avg,Y/R_max,TD_total,TD_avg,TD_max,Ctch%_total,Ctch%_avg,Ctch%_max,Y/Tgt_total,Y/Tgt_avg,Y/Tgt_max,Att_total,Att_avg,Att_max,Y/A_total,Y/A_avg,Y/A_max
Cowboys,Jalen Brooks,WR,24.0,1,South Carolina,16,0.0,0.0,0.0,30.0,1.1111111111111112,6.0,14.0,0.5185185185185185,4.0,171.0,6.333333333333333,39.0,128.75,4.768518518518518,24.0,0.0,0.0,0.0,648.3,24.01111111111111,100.0,82.78,3.065925925925926,24.0,,,,,,
Giants,Ihmir Smith-Marsette,WR,25.0,3,Iowa,42,0.0,0.0,0.0,20.0,0.32786885245901637,3.0,14.0,0.22950819672131148,3.0,182.0,2.9836065573770494,103.0,104.83,1.7185245901639343,34.33,2.0,0.03278688524590164,1.0,750.0,12.295081967213115,100.0,90.83,1.4890163934426228,34.33,9.0,0.14754098360655737,4.0,33.25,0.5450819672131147,16.5
Saints,Mason Tipton,WR,24.0,Rook,Yale,10,0.0,0.0,0.0,25.0,2.272727272727273,9.0,14.0,1.2727272727272727,6.0,99.0,9.0,45.0,49.0,4.454545454545454,15.0,0.0,0.0,0.0,508.4,46.21818181818182,100.0,35.67,3.2427272727272727,7.5,,,,,,
Commanders,Luke McCaffrey,WR,23.0,Rook,NebraskaRice,11,0.0,0.0,0.0,17.0,1.5454545454545454,3.0,13.0,1.1818181818181819,3.0,134.0,12.181818181818182,44.0,80.0,7.2727272727272725,23.0,0.0,0.0,0.0,583.3,53.027272727272724,100.0,60.67,5.515454545454546,17.0,,,,,,
Buccaneers,Jalen McMillan,WR,23.0,Rook,Washington,7,0.0,0.0,0.0,24.0,2.1818181818181817,8.0,11.0,1.0,4.0,120.0,10.909090909090908,35.0,83.75,7.613636363636363,32.0,1.0,0.09090909090909091,1.0,327.9,29.80909090909091,100.0,39.55,3.5954545454545452,10.67,2.0,0.18181818181818182,1.0,28.0,2.5454545454545454,17.0
Buccaneers,Rakim Jarrett,WR,23.0,1,Maryland,14,0.0,0.0,0.0,18.0,0.6428571428571429,4.0,11.0,0.39285714285714285,3.0,167.0,5.964285714285714,58.0,123.33,4.404642857142857,41.0,0.0,0.0,0.0,633.3,22.61785714285714,100.0,94.33,3.3689285714285715,30.0,1.0,0.03571428571428571,1.0,0.0,0.0,0.0
49ers,Ricky Pearsall,WR,24.0,Rook,Arizona St.Florida,5,0.0,0.0,0.0,17.0,1.5454545454545454,6.0,11.0,1.0,4.0,132.0,12.0,73.0,34.75,3.159090909090909,18.25,1.0,0.09090909090909091,1.0,226.7,20.60909090909091,100.0,25.87,2.351818181818182,12.17,1.0,0.09090909090909091,1.0,39.0,3.5454545454545454,39.0
Seahawks,Cody White,WR,26.0,3,Michigan St.,19,0.0,0.0,0.0,10.0,0.19230769230769232,3.0,8.0,0.15384615384615385,3.0,79.0,1.5192307692307692,44.0,37.83,0.7274999999999999,22.0,0.0,0.0,0.0,366.7,7.051923076923076,100.0,30.5,0.5865384615384616,14.67,,,,,,
49ers,Ronnie Bell,WR,24.0,1,Michigan,26,0.0,0.0,0.0,19.0,0.6785714285714286,5.0,8.0,0.2857142857142857,2.0,90.0,3.2142857142857144,24.0,78.0,2.7857142857142856,20.0,3.0,0.10714285714285714,1.0,503.3,17.975,100.0,61.0,2.1785714285714284,20.0,,,,,,
Buccaneers,Ryan Miller,WR,24.0,1,Furman,6,0.0,0.0,0.0,13.0,0.4642857142857143,5.0,7.0,0.25,3.0,84.0,3.0,39.0,71.33,2.5475,39.0,1.0,0.03571428571428571,1.0,326.6,11.664285714285715,100.0,60.8,2.1714285714285713,39.0,,,,,,
Cowboys,Ryan Flournoy,WR,25.0,Rook,Central Missouri St.Iowa WesternSE Missouri St.,6,0.0,0.0,0.0,6.0,0.6,3.0,4.0,0.4,2.0,44.0,4.4,19.0,34.5,3.45,13.0,0.0,0.0,0.0,216.7,21.669999999999998,100.0,24.83,2.4829999999999997,12.0,,,,,,
Eagles,Ainias Smith,WR,23.0,Rook,Texas A&M,4,0.0,0.0,0.0,3.0,0.3,2.0,3.0,0.3,2.0,6.0,0.6,6.0,3.0,0.3,3.0,0.0,0.0,0.0,200.0,20.0,100.0,3.0,0.3,3.0,1.0,0.1,1.0,2.0,0.2,2.0
Rams,Xavier Smith,WR,27.0,1,Florida A&M,9,0.0,0.0,0.0,2.0,0.07142857142857142,2.0,2.0,0.07142857142857142,2.0,30.0,1.0714285714285714,30.0,3.0,0.10714285714285714,3.0,0.0,0.0,0.0,100.0,3.5714285714285716,100.0,3.0,0.10714285714285714,3.0,2.0,0.07142857142857142,2.0,15.0,0.5357142857142857,15.0
Eagles,Johnny Wilson,WR,23.0,Rook,Arizona St.Florida St.,10,0.0,0.0,0.0,7.0,0.7,2.0,2.0,0.2,1.0,14.0,1.4,9.0,14.0,1.4,9.0,1.0,0.1,1.0,150.0,15.0,100.0,9.5,0.95,5.0,,,,,,
Seahawks,Dareke Young,WR,25.0,2,Lenoir-Rhyne,28,0.0,0.0,0.0,3.0,0.06666666666666667,2.0,2.0,0.044444444444444446,2.0,24.0,0.5333333333333333,24.0,12.0,0.26666666666666666,12.0,0.0,0.0,0.0,100.0,2.2222222222222223,100.0,12.0,0.26666666666666666,12.0,,,,,,
49ers,Jacob Cowing,WR,23.0,Rook,Texas-El PasoArizona,9,0.0,0.0,0.0,3.0,0.2727272727272727,3.0,2.0,0.18181818181818182,2.0,50.0,4.545454545454546,50.0,25.0,2.272727272727273,25.0,0.0,0.0,0.0,66.7,6.0636363636363635,66.7,16.67,1.5154545454545456,16.67,,,,,,
Falcons,Casey Washington,WR,23.0,Rook,Illinois,7,0.0,0.0,0.0,2.0,0.18181818181818182,1.0,1.0,0.09090909090909091,1.0,14.0,1.2727272727272727,14.0,14.0,1.2727272727272727,14.0,0.0,0.0,0.0,100.0,9.090909090909092,100.0,14.0,1.2727272727272727,14.0,,,,,,
Cardinals,Xavier Weaver,WR,24.0,Rook,South FloridaColorado,1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,Bryce Ford-Wheaton,WR,24.0,1,West Virginia,8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
