Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,21.137,CHI,,GNB,L 20-38,,,,,,,,,,,,,,0,0%,0,0%,25,89%,
2,2023,2023-09-17,2,2,21.144,CHI,@,TAM,L 17-27,,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0%,3,4%,24,89%,
3,2023,2023-09-24,3,3,21.151,CHI,@,KAN,L 10-41,,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0%,10,13%,23,92%,
4,2023,2023-10-01,4,4,21.158,CHI,,DEN,L 28-31,,,,,,,,,,,,,,0,0%,0,0%,20,77%,
5,2023,2023-10-05,5,5,21.162,CHI,@,WAS,W 40-20,,,,,,,,,,,,,,0,0%,0,0%,22,73%,
6,2023,2023-10-15,6,6,21.172,CHI,,MIN,L 13-19,,,,,,,,,,,,,,0,0%,0,0%,22,85%,
7,2023,2023-10-22,7,7,21.179,CHI,,LVR,W 30-12,,,,,,,,,,,,,,0,0%,0,0%,16,70%,
8,2023,2023-10-29,8,8,21.186,CHI,@,LAC,L 13-30,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,2,3%,21,95%,
9,2023,2023-11-05,9,9,21.193,CHI,@,NOR,L 17-24,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,10,16%,18,75%,
10,2023,2023-11-09,10,10,21.197,CHI,,CAR,W 16-13,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,21,75%,
11,2023,2023-11-19,11,11,,CHI,@,DET,L 26-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2023,2023-11-27,12,12,,CHI,@,MIN,W 12-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2023,2023-12-10,13,14,21.228,CHI,,DET,W 28-13,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,19,79%,
14,2023,2023-12-17,14,15,,CHI,@,CLE,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2023,2023-12-24,15,16,,CHI,,ARI,W 27-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2023,2023-12-31,16,17,21.249,CHI,,ATL,W 37-17,,,,,,,,,,,,,,0,0%,2,3%,24,75%,
17,2023,2024-01-07,17,18,21.256,CHI,@,GNB,L 9-17,,,,,,,,,,,,,,0,0%,0,0%,15,83%,
18,2024,2024-09-08,1,1,,CHI,,TEN,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2024,2024-09-15,2,2,,CHI,@,HOU,L 13-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2024,2024-09-22,3,3,,CHI,@,IND,L 16-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2024,2024-09-29,4,4,22.156,CHI,,LAR,W 24-18,,,,,,,,,,,,,,0,0%,0,0%,17,65%,
22,2024,2024-10-06,5,5,22.163,CHI,,CAR,W 36-10,,,,,,,,,,,,,,0,0%,0,0%,17,65%,
23,2024,2024-10-13,6,6,22.170,CHI,,JAX,W 35-16,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,1,2%,11,46%,
24,2024,2024-10-27,7,8,22.184,CHI,@,WAS,L 15-18,,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0%,0,0%,16,62%,
25,2024,2024-11-03,8,9,22.191,CHI,@,ARI,L 9-29,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,3,5%,18,64%,
26,2024,2024-11-10,9,10,,CHI,,NWE,L 3-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
