Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2019,2019-09-08,,1,,LAR,@,CAR,W 30-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2019,2019-09-15,,2,,LAR,,NOR,W 27-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2019,2019-09-22,3,3,24.056,LAR,@,CLE,W 20-13,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,21%,
4,2019,2019-09-29,,4,,LAR,,TAM,L 40-55,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2019,2019-10-03,,5,,LAR,@,SEA,L 29-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2019,2019-10-13,,6,,LAR,,SFO,L 7-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2019,2019-10-20,7,7,24.084,LAR,@,ATL,W 37-10,,,,,,,,0,,,0,0,0,4,5%,0,0%,9,27%,
8,2019,2019-10-27,8,8,24.091,LAR,,CIN,W 24-10,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,17%,
9,2019,2019-11-10,9,10,24.105,LAR,@,PIT,L 12-17,,0.0,0,0,0,0,0,0,0,0,1,0,0,12,16%,0,0%,3,8%,
10,2019,2019-11-17,10,11,24.112,LAR,,CHI,W 17-7,,,,,,,,0,,,0,0,0,0,0%,0,0%,3,12%,
11,2019,2019-11-25,11,12,24.120,LAR,,BAL,L 6-45,,,,,,,,0,,,0,0,0,0,0%,0,0%,2,7%,
12,2019,2019-12-01,12,13,24.126,LAR,@,ARI,W 34-7,,,,,,,,0,,,0,0,0,7,9%,0,0%,8,29%,
13,2019,2019-12-08,13,14,24.133,LAR,,SEA,W 28-12,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,20%,
14,2019,2019-12-15,14,15,24.140,LAR,@,DAL,L 21-44,,,,,,,,0,,,0,0,0,0,0%,0,0%,1,3%,
15,2019,2019-12-21,15,16,24.146,LAR,@,SFO,L 31-34,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,16%,
16,2019,2019-12-29,16,17,24.154,LAR,,ARI,W 31-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,21%,
17,2020,2020-09-13,1,1,,LAR,,DAL,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2020,2020-09-20,2,2,25.054,LAR,@,PHI,W 37-19,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,24%,
19,2020,2020-09-27,3,3,25.061,LAR,@,BUF,L 32-35,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,21%,
20,2020,2020-10-04,4,4,25.068,LAR,,NYG,W 17-9,,,,,,,,0,,,0,0,0,0,0%,0,0%,3,13%,
21,2020,2020-10-11,5,5,25.075,LAR,@,WAS,W 30-10,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,16%,
22,2020,2020-10-18,6,6,25.082,LAR,@,SFO,L 16-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,3,11%,
23,2020,2020-10-26,7,7,25.090,LAR,,CHI,W 24-10,,,,,,,,0,,,0,0,0,0,0%,0,0%,5,20%,
24,2020,2020-11-01,8,8,25.096,LAR,@,MIA,L 17-28,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,12%,
25,2020,2020-11-15,9,10,25.110,LAR,,SEA,W 23-16,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,17%,
26,2020,2020-11-23,10,11,25.118,LAR,@,TAM,W 27-24,,,,,,,,0,,,0,0,0,0,0%,0,0%,6,20%,
27,2020,2020-11-29,11,12,25.124,LAR,,SFO,L 20-23,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,11%,
28,2020,2020-12-06,12,13,25.131,LAR,@,ARI,W 38-28,,,,,,,,0,,,0,0,0,0,0%,0,0%,7,23%,
29,2020,2020-12-10,13,14,25.135,LAR,,NWE,W 24-3,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,17%,
30,2020,2020-12-20,14,15,25.145,LAR,,NYJ,L 20-23,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,14%,
31,2020,2020-12-27,15,16,25.152,LAR,@,SEA,L 9-20,,,,,,,,0,,,0,0,0,0,0%,0,0%,3,11%,
32,2020,2021-01-03,16,17,25.159,LAR,,ARI,W 18-7,,,,,,,,0,,,0,0,0,0,0%,0,0%,4,16%,
33,2021,2021-09-12,1,1,26.046,LAR,,CHI,W 34-14,,,,,,,,,,,,,,0,0%,0,0%,6,30%,
34,2021,2021-09-19,2,2,26.053,LAR,@,IND,W 27-24,,,,,,,,,,,,,,0,0%,0,0%,5,19%,
35,2021,2021-09-26,3,3,26.060,LAR,,TAM,W 34-24,,,,,,,,,,,,,,0,0%,0,0%,6,20%,
36,2021,2021-10-03,4,4,26.067,LAR,,ARI,L 20-37,,,,,,,,,,,,,,0,0%,0,0%,5,18%,
37,2021,2021-10-07,5,5,26.071,LAR,@,SEA,W 26-17,,,,,,,,,,,,,,0,0%,0,0%,5,18%,
38,2021,2021-10-17,6,6,26.081,LAR,@,NYG,W 38-11,,,,,,,,,,,,,,0,0%,0,0%,6,22%,
39,2021,2021-10-24,7,7,26.088,LAR,,DET,W 28-19,,,,,,,,,,,,,,0,0%,0,0%,4,16%,
40,2021,2021-10-31,8,8,26.095,LAR,@,HOU,W 38-22,,,,,,,,,,,,,,9,13%,0,0%,6,18%,
41,2021,2021-11-07,9,9,26.102,LAR,,TEN,L 16-28,,,,,,,,,,,,,,0,0%,0,0%,4,15%,
42,2021,2021-11-15,10,10,26.110,LAR,@,SFO,L 10-31,,,,,,,,,,,,,,0,0%,0,0%,3,13%,
43,2021,2021-11-28,11,12,26.123,LAR,@,GNB,L 28-36,,,,,,,,,,,,,,0,0%,0,0%,4,11%,
44,2021,2021-12-05,12,13,26.130,LAR,,JAX,W 37-7,,,,,,,,,,,,,,67,99%,0,0%,7,27%,
45,2021,2021-12-13,13,14,26.138,LAR,@,ARI,W 30-23,*,,,,,,,,,,,,,58,100%,0,0%,6,22%,
46,2021,2021-12-21,14,15,26.146,LAR,,SEA,W 20-10,,,,,,,,,,,,,,3,5%,0,0%,4,17%,
47,2021,2021-12-26,15,16,26.151,LAR,@,MIN,W 30-23,*,,,,,,,,,,,,,70,100%,0,0%,6,19%,
48,2021,2022-01-02,16,17,26.158,LAR,@,BAL,W 20-19,,,,,,,,,,,,,,0,0%,0,0%,3,13%,
49,2021,2022-01-09,17,18,26.165,LAR,,SFO,L 24-27,,,,,,,,,,,,,,8,12%,0,0%,4,14%,
50,2022,2022-09-08,1,1,27.042,LAR,,BUF,L 10-31,*,,,,,,,,,,,,,67,100%,0,0%,0,0%,
51,2022,2022-09-18,2,2,27.052,LAR,,ATL,W 31-27,*,0.0,0,1,1,0,0,0,0,0,0,0,0,62,98%,0,0%,0,0%,
52,2022,2022-09-25,3,3,27.059,LAR,@,ARI,W 20-12,*,,,,,,,,,,,,,48,100%,0,0%,0,0%,
53,2022,2022-10-03,4,4,27.067,LAR,@,SFO,L 9-24,*,,,,,,,,,,,,,16,22%,0,0%,0,0%,
54,2022,2022-10-09,5,5,,LAR,,DAL,L 10-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
55,2022,2022-10-16,6,6,,LAR,,CAR,W 24-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
56,2022,2022-10-30,7,8,,LAR,,SFO,L 14-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
57,2022,2022-11-06,8,9,,LAR,@,TAM,L 13-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
58,2022,2022-11-13,9,10,27.108,LAR,,ARI,L 17-27,*,,,,,,,,,,,,,60,100%,0,0%,0,0%,
59,2022,2022-11-20,10,11,27.115,LAR,@,NOR,L 20-27,*,,,,,,,,,,,,,64,100%,0,0%,4,13%,
60,2022,2022-11-27,11,12,27.122,LAR,@,KAN,L 10-26,*,,,,,,,,,,,,,54,100%,0,0%,0,0%,
61,2022,2022-12-04,12,13,27.129,LAR,,SEA,L 23-27,*,,,,,,,,,,,,,64,100%,0,0%,0,0%,
62,2022,2022-12-08,13,14,27.133,LAR,,LVR,W 17-16,*,,,,,,,,,,,,,64,100%,0,0%,0,0%,
63,2022,2022-12-19,14,15,27.144,LAR,@,GNB,L 12-24,*,,,,,,,,,,,,,45,100%,0,0%,0,0%,
64,2022,2022-12-25,15,16,27.150,LAR,,DEN,W 51-14,*,,,,,,,,,,,,,65,100%,0,0%,0,0%,
65,2022,2023-01-01,16,17,27.157,LAR,@,LAC,L 10-31,*,,,,,,,,,,,,,49,100%,0,0%,0,0%,
66,2022,2023-01-08,17,18,27.164,LAR,@,SEA,L 16-19,*,,,,,,,,,,,,,61,100%,0,0%,0,0%,
67,2023,2023-09-10,1,1,28.044,LAR,@,SEA,W 30-13,*,,,,,,,,,,,,,81,100%,0,0%,8,29%,
68,2023,2023-09-17,2,2,28.051,LAR,,SFO,L 23-30,*,0.0,0,0,0,0,0,0,0,0,0,0,0,80,100%,0,0%,2,7%,
69,2023,2023-09-25,3,3,28.059,LAR,@,CIN,L 16-19,*,,,,,,,,,,,,,55,100%,0,0%,0,0%,
70,2023,2023-10-01,4,4,28.065,LAR,@,IND,W 29-23,*,,,,,,,,,,,,,82,100%,0,0%,0,0%,
71,2023,2023-10-08,5,5,28.072,LAR,,PHI,L 14-23,*,,,,,,,,,,,,,51,91%,0,0%,0,0%,
72,2023,2023-10-15,6,6,28.079,LAR,,ARI,W 26-9,*,,,,,,,,,,,,,57,100%,0,0%,0,0%,
