Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2018,2018-09-09,1,1,22.272,SEA,@,DEN,L 24-27,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,6,8%,11,32%,
2,2018,2018-09-17,2,2,22.280,SEA,@,CHI,L 17-24,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,7,11%,23,85%,
3,2018,2018-09-23,3,3,22.286,SEA,,DAL,W 24-13,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,3,5%,21,72%,
4,2018,2018-09-30,4,4,22.293,SEA,@,ARI,W 20-17,,,0,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,10,17%,21,75%,
5,2018,2018-10-07,5,5,22.300,SEA,,LAR,L 31-33,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,4,6%,17,57%,
6,2018,2018-10-14,6,6,22.307,SEA,@,OAK,W 27-3,,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0%,28,47%,14,74%,
7,2018,2018-10-28,7,8,22.321,SEA,@,DET,W 28-14,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,19,32%,20,83%,
8,2018,2018-11-04,8,9,22.328,SEA,,LAC,L 17-25,,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,8,16%,21,75%,
9,2018,2018-11-11,9,10,22.335,SEA,@,LAR,L 31-36,,,0,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,17,26%,25,83%,
10,2018,2018-11-15,10,11,22.339,SEA,,GNB,W 27-24,,,0,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,7,14%,24,77%,
11,2018,2018-11-25,11,12,22.349,SEA,@,CAR,W 30-27,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,7,12%,13,48%,
12,2018,2018-12-02,12,13,22.356,SEA,,SFO,W 43-16,,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,29,38%,17,57%,
13,2018,2018-12-10,13,14,22.364,SEA,,MIN,W 21-7,,,0,0,1.0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0%,13,22%,8,36%,
14,2018,2018-12-16,14,15,23.005,SEA,@,SFO,L 23-26,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,9,15%,11,32%,
15,2018,2018-12-23,15,16,23.012,SEA,,KAN,W 38-31,,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,16,26%,18,55%,
16,2018,2018-12-30,16,17,23.019,SEA,,ARI,W 27-24,,,0,0,1.0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0%,42,64%,15,45%,
17,2019,2019-09-09,1,1,23.272,HOU,@,NOR,L 28-30,,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,8,12%,7,23%,
18,2019,2019-09-15,2,2,23.278,HOU,,JAX,W 13-12,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,16,25%,8,32%,
19,2019,2019-09-22,3,3,23.285,HOU,@,LAC,W 27-20,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,17,23%,9,33%,
20,2019,2019-09-29,4,4,23.292,HOU,,CAR,L 10-16,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,4,6%,10,40%,
21,2019,2019-10-06,5,5,23.299,HOU,,ATL,W 53-32,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,12,16%,16,46%,
22,2019,2019-10-13,6,6,23.306,HOU,@,KAN,W 31-24,,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,6,11%,7,31%,
