Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7,Opp,Result,Status
1.0,2024.0,2024-09-08,1.0,1.0,,CHI,,TEN,W 24-17,Did Not Play
2.0,2024.0,2024-09-15,2.0,2.0,,CHI,@,HOU,L 13-19,Did Not Play
3.0,2024.0,2024-09-22,3.0,3.0,,CHI,@,IND,L 16-21,Did Not Play
4.0,2024.0,2024-09-29,4.0,4.0,,CHI,,LAR,W 24-18,Did Not Play
5.0,2024.0,2024-10-06,5.0,5.0,,CHI,,CAR,W 36-10,Did Not Play
6.0,2024.0,2024-10-13,6.0,6.0,,CHI,,JAX,W 35-16,Did Not Play
7.0,2024.0,2024-10-27,7.0,8.0,,CHI,@,WAS,L 15-18,Did Not Play
8.0,2024.0,2024-11-03,8.0,9.0,,CHI,@,ARI,L 9-29,Did Not Play
9.0,2024.0,2024-11-10,9.0,10.0,,CHI,,NWE,L 3-19,Did Not Play
