Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,23.168,CHI,,SFO,W 19-10,*,,,,,,,,,,,,,58,100%,0,0%,4,17%,
2,2022,2022-09-18,2,2,23.175,CHI,@,GNB,L 10-27,*,,,,,,,,,,,,,41,100%,0,0%,2,9%,
3,2022,2022-09-25,3,3,23.182,CHI,,HOU,W 23-20,*,,,,,,,,,,,,,63,100%,0,0%,5,17%,
4,2022,2022-10-02,4,4,23.189,CHI,@,NYG,L 12-20,*,,,,,,,,,,,,,62,100%,0,0%,4,13%,
5,2022,2022-10-09,5,5,23.196,CHI,@,MIN,L 22-29,*,,,,,,,,,,,,,50,100%,0,0%,4,17%,
6,2022,2022-10-13,6,6,23.200,CHI,,WAS,L 7-12,*,,,,,,,,,,,,,72,100%,0,0%,1,5%,
7,2022,2022-10-24,7,7,23.211,CHI,@,NWE,W 33-14,*,,,,,,,,,,,,,71,100%,0,0%,7,28%,
8,2022,2022-10-30,8,8,23.217,CHI,@,DAL,L 29-49,*,,,,,,,,,,,,,79,100%,0,0%,3,10%,
9,2022,2022-11-06,9,9,23.224,CHI,,MIA,L 32-35,*,,,,,,,,,,,,,74,100%,0,0%,4,15%,
10,2022,2022-11-13,10,10,23.231,CHI,,DET,L 30-31,*,,,,,,,,,,,,,61,100%,0,0%,5,17%,
11,2022,2022-11-20,11,11,23.238,CHI,@,ATL,L 24-27,*,,,,,,,,,,,,,69,100%,0,0%,5,19%,
12,2022,2022-11-27,12,12,23.245,CHI,@,NYJ,L 10-31,*,,,,,,,,,,,,,57,100%,0,0%,2,8%,
13,2022,2022-12-04,13,13,23.252,CHI,,GNB,L 19-28,*,,,,,,,,,,,,,52,100%,0,0%,5,21%,
14,2022,2022-12-18,14,15,23.266,CHI,,PHI,L 20-25,*,,,,,,,,,,,,,59,100%,0,0%,3,12%,
15,2022,2022-12-24,15,16,23.272,CHI,,BUF,L 13-35,*,,,,,,,,,,,,,63,100%,0,0%,3,12%,
16,2022,2023-01-01,16,17,23.280,CHI,@,DET,L 10-41,*,0.0,1,0,1,0,0,0,0,0,0,0,0,52,100%,0,0%,2,7%,
17,2022,2023-01-08,17,18,23.287,CHI,,MIN,L 13-29,*,,,,,,,,,,,,,51,100%,0,0%,2,9%,
18,2023,2023-09-10,1,1,24.167,CHI,,GNB,L 20-38,*,,,,,,,,,,,,,74,100%,0,0%,2,7%,
19,2023,2023-09-17,2,2,24.174,CHI,@,TAM,L 17-27,*,,,,,,,,,,,,,53,100%,0,0%,3,11%,
20,2023,2023-09-24,3,3,,CHI,@,KAN,L 10-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2023,2023-10-01,4,4,,CHI,,DEN,L 28-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
