Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,,LAC,@,WAS,W 20-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2021,2021-09-19,2,2,23.015,LAC,,DAL,L 17-20,,,,,,,,,,,,,,0,0%,0,0%,6,32%,
3,2021,2021-09-26,3,3,,LAC,@,KAN,W 30-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2021,2021-10-04,4,4,23.030,LAC,,LVR,W 28-14,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,44%,
5,2021,2021-10-10,5,5,23.036,LAC,,CLE,W 47-42,,,,,,,,,,,,,,0,0%,1,1%,20,63%,
6,2021,2021-10-17,6,6,23.043,LAC,@,BAL,L 6-34,*,0.0,3,5,8,0,0,0,0,0,0,0,0,0,0%,40,58%,9,39%,
7,2021,2021-10-31,7,8,23.057,LAC,,NWE,L 24-27,,,,,,,,,,,,,,0,0%,3,4%,26,87%,
8,2021,2021-11-07,8,9,23.064,LAC,@,PHI,W 27-24,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,1,2%,18,82%,
9,2021,2021-11-14,9,10,23.071,LAC,,MIN,L 20-27,,1.0,2,0,2,1,2,0,0,0,0,0,0,0,0%,10,13%,24,86%,
10,2021,2021-11-21,10,11,23.078,LAC,,PIT,W 41-37,,,,,,,,,,,,,,0,0%,0,0%,26,77%,
11,2021,2021-11-28,11,12,23.085,LAC,@,DEN,L 13-28,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,4,6%,15,75%,
12,2021,2021-12-05,12,13,23.092,LAC,@,CIN,W 41-22,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0%,2,3%,21,70%,
