Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
56,2016,2016-10-30,,8,,SDG,@,DEN,L 19-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
57,2016,2016-11-06,,9,,SDG,,TEN,W 43-35,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
58,2016,2016-11-13,,10,,SDG,,MIA,L 24-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
59,2016,2016-11-27,,12,,SDG,@,HOU,W 21-13,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
60,2016,2016-12-04,,13,,SDG,,TAM,L 21-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
61,2016,2016-12-11,,14,,SDG,@,CAR,L 16-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
62,2016,2016-12-18,,15,,SDG,,OAK,L 16-19,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
63,2016,2016-12-24,,16,,SDG,@,CLE,L 17-20,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
64,2016,2017-01-01,,17,,SDG,,KAN,L 27-37,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
65,2017,2017-09-11,1,1,25.137,LAC,@,DEN,L 21-24,*,10,5,35,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,90%,0,0%,0,0%,
66,2017,2017-09-17,2,2,25.143,LAC,,MIA,L 17-19,*,10,9,100,11.11,0,90.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,84%,1,1%,0,0%,
67,2017,2017-09-24,3,3,25.150,LAC,,KAN,L 10-24,*,9,5,61,12.20,0,55.6%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,61,84%,0,0%,0,0%,
68,2017,2017-10-01,4,4,25.157,LAC,,PHI,L 24-26,*,11,5,138,27.60,0,45.5%,12.55,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,86%,0,0%,0,0%,
69,2017,2017-10-08,5,5,25.164,LAC,@,NYG,W 27-22,*,12,4,67,16.75,0,33.3%,5.58,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,71,91%,0,0%,0,0%,
70,2017,2017-10-15,6,6,25.171,LAC,@,OAK,W 17-16,*,9,5,45,9.00,0,55.6%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,55,85%,0,0%,0,0%,
71,2017,2017-10-22,7,7,25.178,LAC,,DEN,W 21-0,*,7,3,41,13.67,0,42.9%,5.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,47,81%,0,0%,0,0%,
72,2017,2017-10-29,8,8,25.185,LAC,@,NWE,L 13-21,*,5,4,61,15.25,0,80.0%,12.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,52,93%,0,0%,0,0%,
73,2017,2017-11-12,9,10,25.199,LAC,@,JAX,L 17-20,*,7,4,48,12.00,0,57.1%,6.86,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,59,86%,0,0%,0,0%,
74,2017,2017-11-19,10,11,25.206,LAC,,BUF,W 54-24,*,13,12,159,13.25,2,92.3%,12.23,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,53,72%,0,0%,2,6%,
75,2017,2017-11-23,11,12,25.210,LAC,@,DAL,W 28-6,*,14,11,172,15.64,1,78.6%,12.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,59,87%,0,0%,0,0%,
76,2017,2017-12-03,12,13,25.220,LAC,,CLE,W 19-10,*,14,10,105,10.50,1,71.4%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,64,91%,0,0%,0,0%,
77,2017,2017-12-10,13,14,25.227,LAC,,WAS,W 30-13,,8,6,111,18.50,0,75.0%,13.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,68%,0,0%,1,3%,
78,2017,2017-12-16,14,15,25.233,LAC,@,KAN,L 13-30,*,8,5,54,10.80,0,62.5%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,47,73%,0,0%,0,0%,
79,2017,2017-12-24,15,16,25.241,LAC,@,NYJ,W 14-7,*,10,5,63,12.60,0,50.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,32,0,1,0,0,0,0,0,0,66,90%,1,2%,0,0%,
80,2017,2017-12-31,16,17,25.248,LAC,,OAK,W 30-10,*,12,9,133,14.78,1,75.0%,11.08,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1,63,90%,0,0%,0,0%,
81,2018,2018-09-09,1,1,26.135,LAC,,KAN,L 28-38,*,11,8,108,13.50,1,72.7%,9.82,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,72,88%,0,0%,0,0%,
82,2018,2018-09-16,2,2,26.142,LAC,@,BUF,W 31-20,*,8,6,67,11.17,0,75.0%,8.38,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,50,89%,0,0%,1,3%,
83,2018,2018-09-23,3,3,26.149,LAC,@,LAR,L 23-35,*,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,,0,0,0,,1,7,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,77%,0,0%,0,0%,
84,2018,2018-09-30,4,4,26.156,LAC,,SFO,W 29-27,*,10,7,63,9.00,0,70.0%,6.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,57,84%,0,0%,0,0%,
85,2018,2018-10-07,5,5,26.163,LAC,,OAK,W 26-10,*,9,8,90,11.25,0,88.9%,10.00,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,49,77%,0,0%,1,4%,
86,2018,2018-10-14,6,6,26.170,LAC,@,CLE,W 38-14,*,6,4,62,15.50,0,66.7%,10.33,4,41,10.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,-19,0,39,65%,0,0%,4,14%,
87,2018,2018-10-21,7,7,26.177,LAC,,TEN,W 20-19,*,5,5,72,14.40,0,100.0%,14.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,40,91%,0,0%,1,4%,
88,2018,2018-11-04,8,9,26.191,LAC,@,SEA,W 25-17,*,10,6,124,20.67,0,60.0%,12.40,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,43,84%,0,0%,1,4%,
89,2018,2018-11-11,9,10,26.198,LAC,@,OAK,W 20-6,*,9,6,57,9.50,1,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,89%,0,0%,0,0%,
90,2018,2018-11-18,10,11,26.205,LAC,,DEN,L 22-23,*,12,9,89,9.89,1,75.0%,7.42,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,69,90%,0,0%,0,0%,
91,2018,2018-11-25,11,12,26.212,LAC,,ARI,W 45-10,,7,7,72,10.29,1,100.0%,10.29,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,52,75%,0,0%,0,0%,
92,2018,2018-12-02,12,13,26.219,LAC,@,PIT,W 33-30,*,19,14,148,10.57,1,73.7%,7.79,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,58,92%,0,0%,0,0%,
93,2018,2018-12-09,13,14,26.226,LAC,,CIN,W 26-21,*,8,5,78,15.60,1,62.5%,9.75,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,54,95%,0,0%,1,3%,
94,2018,2018-12-13,14,15,26.230,LAC,@,KAN,W 29-28,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,17,23%,0,0%,0,0%,
95,2018,2018-12-22,15,16,26.239,LAC,,BAL,L 10-22,,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,59,94%,0,0%,0,0%,
96,2018,2018-12-30,16,17,26.247,LAC,@,DEN,W 23-9,*,7,4,64,16.00,0,57.1%,9.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,76%,0,0%,0,0%,
97,2019,2019-09-08,1,1,27.134,LAC,,IND,W 30-24,*,10,8,123,15.38,1,80.0%,12.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,83%,0,0%,0,0%,
98,2019,2019-09-15,2,2,27.141,LAC,@,DET,L 10-13,*,15,8,98,12.25,0,53.3%,6.53,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,
99,2019,2019-09-22,3,3,27.148,LAC,,HOU,L 20-27,*,17,13,183,14.08,2,76.5%,10.76,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,91%,0,0%,0,0%,
100,2019,2019-09-29,4,4,27.155,LAC,@,MIA,W 30-10,*,5,5,48,9.60,0,100.0%,9.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,84%,0,0%,0,0%,
101,2019,2019-10-06,5,5,27.162,LAC,,DEN,L 13-20,*,6,4,18,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,99%,0,0%,0,0%,
