Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
36,2020,2020-10-04,4,4,23.173,CAR,,ARI,W 31-21,*,6,4,49,12.25,0,66.7%,8.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,72%,0,0%,1,4%,
37,2020,2020-10-11,5,5,23.180,CAR,@,ATL,W 23-16,*,5,4,93,23.25,1,80.0%,18.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,52,79%,0,0%,1,4%,
38,2020,2020-10-18,6,6,23.187,CAR,,CHI,L 16-23,*,11,5,93,18.60,0,45.5%,8.45,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,94%,0,0%,0,0%,
39,2020,2020-10-25,7,7,23.194,CAR,@,NOR,L 24-27,*,5,4,93,23.25,2,80.0%,18.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,42,91%,0,0%,0,0%,
40,2020,2020-10-29,8,8,23.198,CAR,,ATL,L 17-25,*,6,2,55,27.50,0,33.3%,9.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,89%,0,0%,0,0%,
41,2020,2020-11-08,9,9,23.208,CAR,@,KAN,L 31-33,*,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,81,98%,0,0%,1,3%,
42,2020,2020-11-15,10,10,23.215,CAR,,TAM,L 23-46,*,7,4,96,24.00,1,57.1%,13.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,43,90%,0,0%,0,0%,
43,2020,2020-11-22,11,11,23.222,CAR,,DET,W 20-0,*,11,7,127,18.14,0,63.6%,11.55,1,21,21.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,86%,0,0%,0,0%,
44,2020,2020-11-29,12,12,23.229,CAR,@,MIN,L 27-28,*,9,4,61,15.25,0,44.4%,6.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,91%,0,0%,0,0%,
45,2020,2020-12-13,13,14,,CAR,,DEN,L 27-32,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
46,2020,2020-12-19,14,15,23.249,CAR,@,GNB,L 16-24,,8,6,131,21.83,0,75.0%,16.38,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,81%,0,0%,0,0%,
47,2020,2020-12-27,15,16,23.257,CAR,@,WAS,W 20-13,*,10,5,37,7.40,0,50.0%,3.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,55,82%,0,0%,1,5%,
48,2020,2021-01-03,16,17,23.264,CAR,,NOR,L 7-33,*,11,5,101,20.20,0,45.5%,9.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,52,84%,0,0%,0,0%,
49,2021,2021-09-12,1,1,24.151,CAR,,NYJ,W 19-14,*,8,6,80,13.33,0,75.0%,10.00,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,9,9.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,81%,0,0%,2,7%,
50,2021,2021-09-19,2,2,24.158,CAR,,NOR,W 26-7,*,11,8,79,9.88,1,72.7%,7.18,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,88%,0,0%,0,0%,
51,2021,2021-09-23,3,3,24.162,CAR,@,HOU,W 24-9,*,12,8,126,15.75,0,66.7%,10.50,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,74%,0,0%,0,0%,
52,2021,2021-10-03,4,4,24.172,CAR,@,DAL,L 28-36,*,12,8,113,14.13,2,66.7%,9.42,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,59,84%,0,0%,0,0%,
53,2021,2021-10-10,5,5,24.179,CAR,,PHI,L 18-21,*,7,5,42,8.40,0,71.4%,6.00,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,1,13,13.00,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,87%,0,0%,1,3%,
54,2021,2021-10-17,6,6,24.186,CAR,,MIN,L 28-34,*,13,5,73,14.60,0,38.5%,5.62,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,68,92%,0,0%,1,3%,
55,2021,2021-10-24,7,7,24.193,CAR,@,NYG,L 3-25,*,10,6,73,12.17,0,60.0%,7.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,97%,0,0%,0,0%,
56,2021,2021-10-31,8,8,24.200,CAR,@,ATL,W 19-13,*,8,4,59,14.75,0,50.0%,7.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,82%,0,0%,1,4%,
57,2021,2021-11-07,9,9,24.207,CAR,,NWE,L 6-24,*,7,3,32,10.67,0,42.9%,4.57,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,85%,0,0%,0,0%,
58,2021,2021-11-14,10,10,24.214,CAR,@,ARI,W 34-10,*,7,4,24,6.00,0,57.1%,3.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,79%,0,0%,1,4%,
59,2021,2021-11-21,11,11,24.221,CAR,,WAS,L 21-27,*,7,5,50,10.00,1,71.4%,7.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,94%,0,0%,0,0%,
60,2021,2021-11-28,12,12,24.228,CAR,@,MIA,L 10-33,*,10,4,103,25.75,0,40.0%,10.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,53,96%,0,0%,0,0%,
61,2021,2021-12-12,13,14,24.242,CAR,,ATL,L 21-29,*,10,6,84,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,89%,0,0%,0,0%,
62,2021,2021-12-19,14,15,24.249,CAR,@,BUF,L 14-31,*,11,6,48,8.00,0,54.5%,4.36,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,1,1,0,69,91%,0,0%,0,0%,
63,2021,2021-12-26,15,16,24.256,CAR,,TAM,L 6-32,*,12,5,55,11.00,0,41.7%,4.58,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,86%,0,0%,0,0%,
64,2021,2022-01-02,16,17,24.263,CAR,@,NOR,L 10-18,*,8,3,29,9.67,0,37.5%,3.63,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,92%,0,0%,0,0%,
65,2021,2022-01-09,17,18,24.270,CAR,@,TAM,L 17-41,*,10,7,87,12.43,0,70.0%,8.70,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,76%,0,0%,0,0%,
66,2022,2022-09-11,1,1,25.150,CAR,,CLE,L 24-26,*,6,3,43,14.33,0,50.0%,7.17,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,100%,0,0%,0,0%,
67,2022,2022-09-18,2,2,25.157,CAR,@,NYG,L 16-19,*,6,3,43,14.33,1,50.0%,7.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,97%,0,0%,0,0%,
68,2022,2022-09-25,3,3,25.164,CAR,,NOR,W 22-14,*,6,1,2,2.00,0,16.7%,0.33,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,98%,0,0%,1,3%,
69,2022,2022-10-02,4,4,25.171,CAR,,ARI,L 16-26,*,11,6,50,8.33,0,54.5%,4.55,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,50,96%,0,0%,1,4%,
70,2022,2022-10-09,5,5,25.178,CAR,,SFO,L 15-37,*,8,4,59,14.75,0,50.0%,7.38,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,93%,0,0%,0,0%,
71,2022,2022-10-16,6,6,25.185,CAR,@,LAR,L 10-24,*,7,3,7,2.33,0,42.9%,1.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,100%,0,0%,0,0%,
72,2022,2022-10-23,7,7,25.192,CAR,,TAM,W 21-3,*,10,7,69,9.86,1,70.0%,6.90,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,50,100%,0,0%,0,0%,
73,2022,2022-10-30,8,8,25.199,CAR,@,ATL,L 34-37,*,11,6,152,25.33,1,54.5%,13.82,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,77,96%,0,0%,0,0%,
74,2022,2022-11-06,9,9,25.206,CAR,@,CIN,L 21-42,*,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,98%,0,0%,0,0%,
75,2022,2022-11-10,10,10,25.210,CAR,,ATL,W 25-15,*,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,89%,0,0%,1,3%,
76,2022,2022-11-20,11,11,25.220,CAR,@,BAL,L 3-13,*,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,98%,0,0%,0,0%,
77,2022,2022-11-27,12,12,25.227,CAR,,DEN,W 23-10,*,6,4,103,25.75,1,66.7%,17.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,97%,0,0%,1,3%,
78,2022,2022-12-11,13,14,25.241,CAR,@,SEA,W 30-24,*,3,0,0,,0,0.0%,0.00,2,6,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,69,96%,0,0%,0,0%,
79,2022,2022-12-18,14,15,25.248,CAR,,PIT,L 16-24,*,6,5,73,14.60,1,83.3%,12.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,44,96%,0,0%,1,4%,
80,2022,2022-12-24,15,16,25.254,CAR,,DET,W 37-23,*,7,5,83,16.60,1,71.4%,11.86,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,96%,0,0%,2,7%,
81,2022,2023-01-01,16,17,25.262,CAR,@,TAM,L 24-30,*,10,6,117,19.50,1,60.0%,11.70,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,98%,0,0%,1,3%,
82,2022,2023-01-08,17,18,25.269,CAR,@,NOR,W 10-7,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,92%,0,0%,0,0%,
83,2023,2023-09-10,1,1,26.149,CHI,,GNB,L 20-38,*,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,92%,0,0%,0,0%,
84,2023,2023-09-17,2,2,26.156,CHI,@,TAM,L 17-27,*,7,6,104,17.33,0,85.7%,14.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,91%,0,0%,0,0%,
85,2023,2023-09-24,3,3,26.163,CHI,@,KAN,L 10-41,*,6,3,41,13.67,1,50.0%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,51,100%,0,0%,0,0%,
86,2023,2023-10-01,4,4,26.170,CHI,,DEN,L 28-31,*,9,8,131,16.38,1,88.9%,14.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,67,93%,0,0%,0,0%,
87,2023,2023-10-05,5,5,26.174,CHI,@,WAS,W 40-20,*,10,8,230,28.75,3,80.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,3,18,0.0,0,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,
88,2023,2023-10-15,6,6,26.184,CHI,,MIN,L 13-19,*,8,5,51,10.20,0,62.5%,6.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,63,95%,0,0%,0,0%,
89,2023,2023-10-22,7,7,26.191,CHI,,LVR,W 30-12,*,9,8,54,6.75,0,88.9%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,89%,0,0%,1,4%,
