Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2014,2014-12-21,15,16,26.313,BAL,@,HOU,L 13-25,,0.0,,,,,,0,0%,0,0%,9,26%,
2,2014,2014-12-28,16,17,26.320,BAL,,CLE,W 20-10,,0.0,,,,,,0,0%,0,0%,10,37%,
3,2015,2015-12-06,12,13,27.298,CHI,,SFO,L 20-26,,0.0,0,0,0,,,0,0%,0,0%,12,35%,
4,2015,2015-12-13,13,14,27.305,CHI,,WAS,L 21-24,,0.0,0,0,0,,,0,0%,0,0%,9,35%,
5,2015,2015-12-20,14,15,27.312,CHI,@,MIN,L 17-38,,0.0,0,0,0,,,0,0%,0,0%,7,26%,
6,2015,2015-12-27,15,16,27.319,CHI,@,TAM,W 26-21,,0.0,0,0,0,,,0,0%,0,0%,11,37%,
7,2015,2016-01-03,16,17,27.326,CHI,,DET,L 20-24,,0.0,0,0,0,,,0,0%,0,0%,6,26%,
8,2016,2016-09-11,1,1,28.213,CHI,@,HOU,L 14-23,,0.0,0,0,0,,,0,0%,0,0%,9,32%,
9,2016,2016-09-19,2,2,28.221,CHI,,PHI,L 14-29,,0.0,0,0,0,,,0,0%,0,0%,7,25%,
10,2016,2016-09-25,3,3,28.227,CHI,@,DAL,L 17-31,,0.0,0,0,0,,,0,0%,0,0%,7,26%,
11,2016,2016-10-02,4,4,28.234,CHI,,DET,W 17-14,,0.0,0,0,0,,,0,0%,0,0%,8,35%,
12,2016,2016-10-09,5,5,28.241,CHI,@,IND,L 23-29,,0.0,0,0,0,,,0,0%,0,0%,9,27%,
13,2016,2016-10-16,6,6,28.248,CHI,,JAX,L 16-17,,0.0,0,0,0,,,0,0%,0,0%,10,37%,
14,2016,2016-10-20,7,7,28.252,CHI,@,GNB,L 10-26,,0.0,0,0,0,,,0,0%,0,0%,7,29%,
15,2016,2016-10-31,8,8,28.263,CHI,,MIN,W 20-10,,0.0,0,0,0,,,0,0%,0,0%,9,35%,
16,2016,2016-11-13,9,10,28.276,CHI,@,TAM,L 10-36,,0.0,0,0,0,,,0,0%,0,0%,7,25%,
17,2016,2016-11-20,10,11,28.283,CHI,@,NYG,L 16-22,,0.0,1,0,1,0,0,0,0%,0,0%,10,34%,
18,2016,2016-11-27,11,12,28.290,CHI,,TEN,L 21-27,,0.0,0,0,0,,,0,0%,0,0%,7,27%,
19,2016,2016-12-04,12,13,28.297,CHI,,SFO,W 26-6,,0.0,0,0,0,,,0,0%,0,0%,10,34%,
20,2016,2016-12-11,13,14,28.304,CHI,@,DET,L 17-20,,0.0,0,0,0,,,0,0%,0,0%,7,32%,
21,2016,2016-12-18,14,15,28.311,CHI,,GNB,L 27-30,,0.0,0,0,0,,,0,0%,0,0%,7,24%,
22,2016,2016-12-24,15,16,28.317,CHI,,WAS,L 21-41,,0.0,0,0,0,,,0,0%,0,0%,6,22%,
23,2016,2017-01-01,16,17,28.325,CHI,@,MIN,L 10-38,,0.0,0,0,0,,,0,0%,0,0%,5,23%,
24,2018,2018-09-09,1,1,30.210,CHI,@,GNB,L 23-24,,0.0,0,0,0,,,0,0%,0,0%,9,32%,
25,2018,2018-09-17,2,2,30.218,CHI,,SEA,W 24-17,,0.0,0,0,0,,,0,0%,0,0%,9,33%,
26,2018,2018-09-23,3,3,30.224,CHI,@,ARI,W 16-14,,0.0,0,0,0,,,0,0%,0,0%,8,36%,
27,2018,2018-09-30,4,4,30.231,CHI,,TAM,W 48-10,,0.0,0,0,0,,,0,0%,0,0%,10,36%,
28,2018,2018-10-14,5,6,30.245,CHI,@,MIA,L 28-31,,0.0,0,0,0,,,0,0%,0,0%,7,25%,
29,2018,2018-10-21,6,7,30.252,CHI,,NWE,L 31-38,,0.0,0,0,0,,,0,0%,0,0%,10,30%,
30,2018,2018-10-28,7,8,30.259,CHI,,NYJ,W 24-10,,0.0,0,0,0,,,0,0%,0,0%,10,36%,
31,2018,2018-11-04,8,9,30.266,CHI,@,BUF,W 41-9,,0.0,1,0,1,0,0,0,0%,0,0%,12,41%,
32,2018,2018-11-11,9,10,30.273,CHI,,DET,W 34-22,,0.0,0,0,0,,,0,0%,0,0%,9,33%,
33,2018,2018-11-18,10,11,30.280,CHI,,MIN,W 25-20,,0.0,0,0,0,,,0,0%,0,0%,5,23%,
34,2018,2018-11-22,11,12,30.284,CHI,@,DET,W 23-16,,0.0,0,0,0,,,0,0%,0,0%,8,33%,
35,2018,2018-12-02,12,13,30.294,CHI,@,NYG,L 27-30,,0.0,1,0,1,0,0,0,0%,0,0%,12,32%,
36,2018,2018-12-09,13,14,30.301,CHI,,LAR,W 15-6,,0.0,0,0,0,,,0,0%,0,0%,9,38%,
37,2018,2018-12-16,14,15,30.308,CHI,,GNB,W 24-17,,0.0,0,0,0,,,0,0%,0,0%,9,33%,
38,2018,2018-12-23,15,16,30.315,CHI,@,SFO,W 14-9,,0.0,0,0,0,,,0,0%,0,0%,6,32%,
39,2018,2018-12-30,16,17,30.322,CHI,@,MIN,W 24-10,,0.0,0,0,0,,,0,0%,0,0%,7,32%,
40,2019,2019-09-05,1,1,31.206,CHI,,GNB,L 3-10,,,,,,,,0,0%,0,0%,9,36%,
41,2019,2019-09-15,2,2,31.216,CHI,@,DEN,W 16-14,,0.0,1,0,1,0,0,0,0%,0,0%,9,36%,
42,2019,2019-09-23,3,3,31.224,CHI,@,WAS,W 31-15,,,,,,,,0,0%,0,0%,9,43%,
43,2019,2019-09-29,4,4,31.230,CHI,,MIN,W 16-6,,,,,,,,0,0%,0,0%,9,45%,
44,2019,2019-10-06,5,5,31.237,CHI,@,OAK,L 21-24,,,,,,,,0,0%,0,0%,9,32%,
45,2019,2019-10-20,6,7,31.251,CHI,,NOR,L 25-36,,,,,,,,0,0%,0,0%,10,29%,
46,2019,2019-10-27,7,8,31.258,CHI,,LAC,L 16-17,,,,,,,,0,0%,0,0%,9,35%,
47,2019,2019-11-03,8,9,31.265,CHI,@,PHI,L 14-22,,,,,,,,0,0%,0,0%,10,34%,
48,2019,2019-11-10,9,10,31.272,CHI,,DET,W 20-13,,,,,,,,0,0%,0,0%,12,40%,
49,2019,2019-11-17,10,11,31.279,CHI,@,LAR,L 7-17,,,,,,,,0,0%,0,0%,10,40%,
50,2019,2019-11-24,11,12,31.286,CHI,,NYG,W 19-14,,0.0,1,0,1,0,0,0,0%,0,0%,10,37%,
51,2019,2019-11-28,12,13,31.290,CHI,@,DET,W 24-20,,,,,,,,0,0%,0,0%,7,26%,
52,2019,2019-12-05,13,14,31.297,CHI,,DAL,W 31-24,,,,,,,,0,0%,0,0%,9,30%,
53,2019,2019-12-15,14,15,31.307,CHI,@,GNB,L 13-21,,,,,,,,0,0%,0,0%,7,26%,
54,2019,2019-12-22,15,16,31.314,CHI,,KAN,L 3-26,,,,,,,,0,0%,0,0%,4,20%,
55,2019,2019-12-29,16,17,31.321,CHI,@,MIN,W 21-19,,,,,,,,0,0%,0,0%,7,28%,
56,2020,2020-09-13,1,1,32.215,CHI,@,DET,W 27-23,,,,,,,,0,0%,0,0%,10,30%,
57,2020,2020-09-20,2,2,32.222,CHI,,NYG,W 17-13,,,,,,,,0,0%,0,0%,7,32%,
58,2020,2020-09-27,3,3,32.229,CHI,@,ATL,W 30-26,,,,,,,,0,0%,0,0%,11,31%,
