Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct
1.0,2024.0,2024-09-08,1.0,1.0,21.269,CHI,,TEN,W 24-17,,,,,,,,0.0,0%,6.0,9%,3.0,10%
2.0,2024.0,2024-09-15,2.0,2.0,21.276,CHI,@,HOU,L 13-19,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0%,20.0,32%,7.0,23%
3.0,2024.0,2024-09-22,3.0,3.0,21.283,CHI,@,IND,L 16-21,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0%,8.0,14%,3.0,13%
4.0,2024.0,2024-09-29,4.0,4.0,21.29,CHI,,LAR,W 24-18,,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0%,14.0,23%,11.0,42%
5.0,2024.0,2024-10-06,5.0,5.0,21.297,CHI,,CAR,W 36-10,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0%,19.0,32%,4.0,15%
6.0,2024.0,2024-10-13,6.0,6.0,21.304,CHI,,JAX,W 35-16,,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0%,22.0,35%,7.0,29%
7.0,2024.0,2024-10-27,7.0,8.0,21.318,CHI,@,WAS,L 15-18,,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0%,28.0,38%,6.0,23%
8.0,2024.0,2024-11-03,8.0,9.0,21.325,CHI,@,ARI,L 9-29,,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0%,26.0,45%,8.0,29%
9.0,2024.0,2024-11-10,9.0,10.0,21.332,CHI,,NWE,L 3-19,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0%,33.0,52%,0.0,0%
